Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-38.33552551  -1.44806576 -12.33429432   0.           0.
   0.          12.          -1.           1.38155138 105.1263504
 359.04653931   2.18362492]",6,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.51963272e+01 -1.52672386e+00 -1.31990728e+01  0.00000000e+00
  2.00000003e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.40146255e+00  1.05278587e+02  3.59089447e+02  5.20840631e-05]",13,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.35713882e+01 -1.57069731e+00 -1.36489992e+01  0.00000000e+00
  2.00000003e-01  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  1.53115761e+00  1.05350639e+02  3.59085510e+02  5.34754323e-05]",11,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.35713882e+01 -1.57069719e+00 -1.36489992e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.40000000e+01  1.00000000e+00
  1.53115737e+00  1.05350639e+02  3.59085480e+02  5.33772349e-05]",22,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-13.73033237  -1.9157753  -18.92952728   0.           0.
   1.          14.          -1.           0.80406874 104.44530487
   0.38643947   3.28917619]",8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 37.28216171  -2.82527232 -32.84897614   0.           1.
   0.          14.           1.           0.50712526  86.19117737
 357.7845459    9.97262337]",17,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 82.20391846  -3.50966144 -39.78608704   0.           1.
   0.          14.          -1.           0.91559947 112.32622528
 359.98840332   6.9940653 ]",43,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 8.77599335e+01 -3.60408878e+00 -4.20692024e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  9.00477529e-01  1.12373405e+02  3.19034867e-02  2.45395170e-01]",10,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 83.18457794  -3.52649117 -40.1864357    0.           0.
   0.5         14.          -1.           0.94953364 112.36308289
 359.98303223   1.41842372]",37,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 74.2513504   -3.38722324 -36.49020004   0.           0.
   0.5         14.          -1.           0.74823481 112.41117859
   0.52034235   1.80105205]",50,1.0,"[0.999887, 0.999862, 0.999831, 0.999799, 0, 0.999741, 0.99971, 0.999676, 0.999642, 0.999612, 0.999582, 0.99955]",False
0,"[ 68.24036407  -3.29946423 -33.99618149   0.           0.
   0.5         14.           1.           0.81364197 112.50447845
   1.03618169   0.89578503]",0,1.0,"[0.999522, 0.999494, 0.999465, 0.999436, 0.999407, 0.999377, 0.999346, 0.999316, 0.999285, 0.999255, 0.999259, 0.999265]",False
0,"[ 65.6860733   -3.26177311 -32.9187355    0.           0.
   0.5         14.           1.           0.83063567 112.47037506
   0.97658545   1.44058782]",11,0.999,"[0.999271, 0.999278, 0.999284, 0.999291, 0.999299, 0.999307, 0.999314, 0.99932, 0.999329, 0.999338, 0.999343, 0]",False
0,"[ 5.83108444e+01 -3.15010023e+00 -2.98457527e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.40000000e+01  1.00000000e+00
  7.37925828e-01  1.12448051e+02  9.19687450e-01  2.29008577e-03]",4,0.999,"[0.999346, 0.999349, 0.999353, 0.999355, 0.999358, 0.999361, 0.999363, 0.999363, 0.999364, 0.999366, 0.999367, 0.999367]",False
0,"[ 5.62352257e+01 -3.11832333e+00 -2.89731617e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.40000000e+01 -1.00000000e+00
  8.22704434e-01  1.12427917e+02  8.76974940e-01  9.73449023e-02]",42,0.999,"[0.999368, 0, 0.99937, 0.999373, 0.999377, 0.999382, 0.999391, 0.999402, 0.999408, 0.999416, 0.999426, 0.999439]",False
0,"[ 49.61226654  -2.99076509 -26.28343773   0.5          0.
   0.5         14.          -1.           1.73100972 111.49727631
 359.3692627    2.55036548]",13,0.999,"[0.999448, 0, 0.999452, 0.999454, 0.999457, 0.999461, 0.999462, 0.999463, 0, 0, 0.999465, 0.999468]",False
0,"[ 46.85287094  -2.91717172 -25.21564293   0.5          0.
   0.5         14.          -1.           1.22386599 112.14777374
 357.33496094   0.63688999]",25,0.999,"[0.999471, 0, 0, 0.99947, 0.999473, 0.999476, 0, 0.999479, 0, 0, 0.999479, 0.999479]",False
0,"[ 4.57905617e+01 -2.89402461e+00 -2.48096828e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.40000000e+01 -1.00000000e+00
  1.28718328e+00  1.11848145e+02  3.56918793e+02  4.59272433e-02]",10,0.999,"[0.99948, 0.99948, 0.999481, 0.999484, 0, 0.999485, 0.999486, 0, 0.99949, 0, 0, 0.999494]",False
0,"[ 44.40388489  -2.86219263 -24.28759766   0.           0.
   0.5         14.           1.           1.37512362 111.72502899
 356.22360229   0.49945774]",10,1.0,"[0, 0.999497, 0, 0.999497, 0, 0.999498, 0.999502, 0.999505, 0, 0.999507, 0.99951, 0.999513]",False
0,"[ 42.62477112  -2.82618618 -23.61170959   0.           0.
   0.5         14.           1.           1.0897783  111.82093811
 355.68765259   0.63590349]",10,1.0,"[0.999516, 0.99952, 0.999524, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 3.91506386e+01 -2.78865099e+00 -2.22257881e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.40000000e+01  0.00000000e+00
  4.27047879e-01  1.12265076e+02  3.57211517e+02  5.30317670e-02]",12,1.0,"[0, 0, 0, 0, 0, 0, 0.999676, 0, 0, 0, 0, 0]",False
0,"[ 3.76080093e+01 -2.76948762e+00 -2.16448154e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.00000000e+01 -1.00000000e+00
  1.19938433e+00  1.11354767e+02  3.58405731e+02  1.10235280e-02]",9,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
