Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-36.72457504  -1.48833048 -12.77071095   0.           0.
   0.          12.          -1.           1.39736509 105.16801453
 359.05740356   2.86920512]",41,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.61643753e+01 -1.77089715e+00 -1.57148771e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  9.88878012e-01  1.05716484e+02  3.59520447e+02  3.69330990e-05]",9,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.61552868e+01 -1.77108562e+00 -1.57184372e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01 -1.00000000e+00
  9.90099430e-01  1.05705826e+02  3.59521759e+02  1.14360540e-03]",4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.61554222e+01 -1.77108645e+00 -1.57188683e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  9.89382029e-01  1.05705078e+02  3.59521667e+02  4.87970835e-05]",31,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-1.91344566e+01 -1.86914110e+00 -1.76932659e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  4.08344507e-01  1.05668617e+02  3.59716492e+02  1.83875518e-03]",29,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-1.91340752e+01 -1.86922705e+00 -1.76933861e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  3.01361918e-01  1.05669090e+02  3.59716766e+02  2.21710234e-05]",24,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-1.44320335e+01 -1.90916502e+00 -1.90147438e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  4.57656950e-01  1.05669403e+02  9.98478234e-02  5.86407066e+00]",35,1.0,"[0, 0, 0, 0, 0, 0.139702, 0.245844, 0.266143, 0.295728, 0.366766, 0.999841, 0.999848]",False
0,"[ 56.64009476  -3.11796904 -36.16627502   0.5          0.
   0.5         12.          -1.           0.84055632  96.5884552
 359.35568237  16.01558137]",19,1.0,"[0.999677, 0.999681, 0.999673, 0.999679, 0.999673, 0.999638, 0.999616, 0.999609, 0.999609, 0.999609, 0.999609, 0.999609]",False
0,"[139.66596985  -4.26086473 -51.43310165   0.5          0.
   0.5         12.          -1.           0.41687298 114.29681396
   2.79412675   9.87511613]",18,0.999,"[0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922, 0.998922]",False
0,"[ 1.84271103e+02 -4.75508833e+00 -6.76578903e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  7.93407798e-01  9.94433975e+01  1.69649839e-01  5.93754279e+00]",4,0.998,"[0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396, 0.998396]",False
0,"[ 2.15638794e+02 -5.26773071e+00 -7.60472183e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  1.19766891e+00  1.05121109e+02  6.62164614e-02  4.90937053e+00]",33,0.998,"[0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121, 0.998121]",False
