x,y,z,rx,ry,rz,rain,fog,wetness,timeofday,signal,speed,local_diff,local_angle,dis_diff,theta_diff,vel_diff,size_diff,mlp_eval,cost_eval,cruise_mlp_eval,junction_mlp_eval,cyclist_keep_lane_eval,lane_scanning_eval,pedestrian_interaction_eval,junction_map_eval,lane_aggregating_eval,semantic_lstm_eval,jointly_prediction_planning_eval,vectornet_eval,unknown,throttle,brake,steering_rate,steering_target,acceleration,gear,num_obs,num_npc,min_obs_dist,speed_min_obs_dist,vol_min_obs_dist,dist_to_max_speed_obs,collision_probability
-34.0214157104492,-1.55874967575073,-13.5221366882324,1.50602519512177,105.350143432617,359.111419677734,0,0,0,12,-1,5.43672027918975E-05,0.464265193325667,1.37428675275479,3.46960659021916,5.96998468290676,9.82802724973746,2.27747255890248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,-0.3909562380286,-3,1,1,1,17.4167825491683,9.82802579628018,99.5143252739998,17.4167825491683,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600588321686,105.350135803223,359.111541748047,0,0,0,12,-1,5.32703986309343E-05,0.464374661487799,1.37427041751839,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.997795172003,100,-0.3909562380286,-3,1,1,1,21.8137826033265,9.95587447918044,97.1714646461085,21.8137826033265,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600647926331,105.350135803223,359.111541748047,0,0,0,12,-1,5.29381093250751E-05,0.464394447185837,1.37426747720657,51.3399252935056,6.80344955467376,50.7994963246408,12.0490196875261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.9921326072702,100,-0.3909562380286,-3,1,2,2,25.8386545200294,11.6575793139999,97.5675065776871,25.8386545200294,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600731372833,105.350135803223,359.111541748047,0,0,0,12,-1,5.30168290739281E-05,0.464475469350457,1.37425538404968,52.1712614605394,6.37599600034955,51.2155594485895,11.7957066830197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.9980042210245,100,-0.3909562380286,-3,1,2,2,31.9929108173572,18.3361958059014,100.431319204618,31.9929108173572,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600671768188,105.350135803223,359.111541748047,0,0,0,12,-1,5.30280253438603E-05,0.464545021745809,1.37424501477315,54.35535686445,6.44042696616455,51.6146861677109,11.6617247202787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.9995817003797,100,-0.3909562380286,-3,1,2,2,40.1704731973097,19.7124968286296,100.31717553325,40.1704731973097,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600707530975,105.350135803223,359.111541748047,0,0,0,12,-1,5.31822800023218E-05,0.464601916479365,1.37423655159578,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9926641398239,100,-0.3909562380286,-3,1,2,2,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600481033325,105.350135803223,359.111541748047,0,0,0,12,-1,5.28908543786236E-05,0.464617878636399,1.37423420420175,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.990263949688,100,-0.3909562380286,-3,1,2,2,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600588321686,105.350135803223,359.111541748047,0,0,0,12,-1,5.33366843247557E-05,0.464656041196297,1.37422851680584,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.998978289949,100,-0.3909562380286,-3,1,2,2,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600671768188,105.350135803223,359.111541748047,0,0,0,12,-1,5.30721829484159E-05,0.464693893064576,1.37422288877019,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9997206537292,100,-0.3909562380286,-3,1,2,2,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600588321686,105.350135803223,359.111541748047,0,0,0,12,-1,5.29529855006942E-05,0.46469506834349,1.37422273851185,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9947615201048,100,-0.3909562380286,-3,1,2,2,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600755214691,105.350135803223,359.111541748047,0,0,0,12,-1,5.3022418358766E-05,0.464736096747161,1.37421664896175,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9934892702034,100,-0.3909562380286,-3,1,2,2,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600671768188,105.350135803223,359.111541748047,0,0,0,12,-1,5.31513457586106E-05,0.464763244350696,1.37421262100075,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9986363556756,100,-0.3909562380286,-3,1,2,2,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600385665894,105.350135803223,359.111541748047,0,0,0,12,-1,5.29466924646366E-05,0.464795084779132,1.37420789265784,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9960037015429,100,-0.3909562380286,-3,1,2,2,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600671768188,105.350135803223,359.111541748047,0,0,0,12,-1,5.3090184956175E-05,0.464792287384532,1.37420834736313,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9954630484141,100,-0.3909562380286,-3,1,2,2,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600600242615,105.350135803223,359.111541748047,0,0,0,12,-1,5.29060684413443E-05,0.464821910263307,1.3742039501197,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9938739897546,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600636005402,105.350135803223,359.111541748047,0,0,0,12,-1,5.30531822090767E-05,0.464836702727818,1.37420176694227,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9936897066436,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600624084473,105.350135803223,359.111541748047,0,0,0,12,-1,5.30002221324629E-05,0.464857047045302,1.37419874365134,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.999286503994,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600790977478,105.350135803223,359.111541748047,0,0,0,12,-1,5.31320189638521E-05,0.464887397913493,1.37419423898471,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600433349609,105.350135803223,359.111541748047,0,0,0,12,-1,5.30913407645097E-05,0.464910282531731,1.3741908618429,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9991504969375,100,-0.3909562380286,-3,1,3,3,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600683689117,105.350135803223,359.111541748047,0,0,0,12,-1,5.32940787726981E-05,0.464937581795654,1.37418681478843,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,-0.3909562380286,-3,1,3,3,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600624084473,105.350135803223,359.111541748047,0,0,0,12,-1,5.28661393815549E-05,0.464961254529485,1.37418332131445,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9972345244669,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600636005402,105.350135803223,359.111541748047,0,0,0,12,-1,5.29464274680659E-05,0.464985402871084,1.37417973248843,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9994016059433,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600647926331,105.350135803223,359.111541748047,0,0,0,12,-1,5.30757124211394E-05,0.465001792343437,1.37417731290082,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9970853725927,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874681472778,-13.5221366882324,1.50600683689117,105.350135803223,359.111541748047,0,0,0,12,-1,5.30985581769062E-05,0.465017388650568,1.37417502417461,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9954316142854,100,-0.3909562380286,-3,1,3,3,36.6433431770474,19.8777355506392,121.17571887565,36.6433431770474,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600433349609,105.350135803223,359.111541748047,0,0,0,12,-1,5.3095909634323E-05,0.465026950082342,1.37417362281709,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9960431567464,100,-0.3909562380286,-3,1,3,3,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0214157104492,-1.55874705314636,-13.5221366882324,1.50600576400757,105.350135803223,359.111541748047,0,0,0,12,1,5.33018209117212E-05,0.465038859004928,1.37417187778961,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9963116207952,100,-0.3909562380286,-3,1,3,3,36.6433431871893,19.8777355506392,121.17571887565,36.6433431871893,0
-34.0195693969727,-1.55880236625671,-13.5226755142212,1.49923384189606,105.350219726563,359.111968994141,0,0,0,12,1,0.0978911157607451,0.509327963551292,1.36821108453026,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0696054760503,0,100,-0.409770668448673,1.74782764672221,1,4,4,36.6418301922189,19.8777355506392,121.17571887565,36.6418301922189,0
-33.5340614318848,-1.57204055786133,-13.6577796936035,1.32426559925079,105.45051574707,359.098052978516,0,0,0,12,1,1.96117932004377,1.37543285466669,1.3301569903176,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4658870697021,0,100,-0.423160485911434,2.3144979826152,1,4,4,36.2427859551662,19.8777355506392,121.17571887565,36.2427859551662,0
-32.1768646240234,-1.60828113555908,-14.0371942520142,1.42125344276428,105.432991027832,359.166748046875,0,0,0,12,1,3.53246443052392,3.1040960595579,1.31734683042997,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5232547895371,0,100,-0.00585143898034297,2.16186606030051,1,4,4,35.142282334995,19.8777355506392,121.17571887565,35.142282334995,0
-30.1367149353027,-1.67153763771057,-14.6054925918579,1.61129724979401,105.511627197266,359.267822265625,0,0,0,12,1,4.87616514606977,7.54365941421164,1.30728464458614,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,23.040936973808,0,100,0.607209291592991,2.15900129774719,1,4,4,33.5311204557318,19.8777355506392,121.17571887565,33.5311204557318,0
-27.3187808990479,-1.74362659454346,-15.3967533111572,0.864063918590546,105.650993347168,359.473449707031,0,0,0,12,1,6.84164076468725,1.04967202110342,1.30067273553061,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.0827680124526112,0.740546835355976,1,4,4,31.407260880822,19.8777355506392,121.17571887565,31.407260880822,0
-23.895565032959,-1.80904936790466,-16.3631362915039,0.920272052288055,105.711791992188,359.77734375,0,0,0,12,1,7.42361287064845,3.49455848984107,1.29699094540885,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5891666129663,0,100,-0.168411245973956,1.74002185830266,1,4,4,29.017631143052,19.8777355506392,121.17571887565,29.017631143052,0
-20.2212562561035,-1.86374258995056,-17.4013633728027,0.34632995724678,105.783576965332,359.784088134766,0,0,0,12,1,7.72753916525939,1.34649740823296,1.296305868175,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.040812156919597,1.78034269978232,1,4,4,26.7428530312104,19.8777355506392,121.17571887565,26.7428530312104,0
-16.3806381225586,-1.88866078853607,-18.4903259277344,0.374273926019669,105.800796508789,359.949371337891,0,0,0,12,-1,8.15654438512142,11.5457078716147,1.29453546595426,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9736411997124,0,100,0.0530844897052333,2.25889136000676,1,4,4,24.7746745244054,19.8777355506392,121.17571887565,24.7746745244054,0
-12.2948484420776,-1.93067836761475,-19.6420707702637,0.445036023855209,105.707656860352,0.275349915027618,0,0,0,12,-1,8.88313460132566,17.560219267092,1.29409622634073,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4697881520434,0,100,0.323205887613057,2.2822229623548,1,4,4,23.2529946741679,19.8777355506392,121.17571887565,23.2529946741679,0
-7.99658346176147,-1.96113502979279,-20.8457126617432,0.273439705371857,105.689056396484,0.202151268720627,0,0,0,12,-1,9.09648297501041,3.290223872944,1.29174420104036,2.94478269370368,6.18051954388761,1.60991324694999,1.97489125317063,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3348850383124,0,100,-0.16648373840819,1.21727696017585,1,4,4,22.412834136761,19.8777355506392,121.17571887565,22.412834136761,0
-3.58181142807007,-1.99779284000397,-22.0859889984131,0.877474546432495,105.69881439209,0.0969464182853699,0,0,0,12,-1,9.25764650195114,13.930285570455,1.29442912048328,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,0.477856968063605,2.03046651528602,1,4,4,22.4635584753585,19.8777355506392,121.17571887565,22.4635584753585,0
0.985278427600861,-2.09168434143066,-23.3509769439697,1.1324542760849,105.323051452637,359.992950439453,0,0,0,12,-1,9.72348967859811,22.8732987964532,1.29965324806989,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1629641051745,100,1.24552533682662,-0.776722627646454,1,4,4,23.4651665496302,19.8777355506392,121.17571887565,23.4651665496302,0
5.8065071105957,-2.19372868537903,-24.6613006591797,1.28489685058594,105.204025268555,359.860534667969,0,0,0,12,1,10.4950414217008,1.34041662307008,1.30607571394221,54.0166503094997,5.31044442937878,51.2065090785969,15.5246676968682,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2814242144617,0,100,17.0431515991648,1.69400599681374,1,6,6,11.2833937648524,2.41301787069377,154.755851053417,25.4304486899644,0.308499311770287
10.9486074447632,-2.32684850692749,-25.9626007080078,1.47029054164886,103.868644714355,359.713714599609,0,0,0,12,1,10.5325272430282,89.6685530626314,1.3509441508928,16.1090785113869,3.77315265897741,9.81254267455323,5.51196673262509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2473885884941,100,5.13375833713909,-0.753925190441555,1,6,6,7.05276021863743,4.07352105299924,153.478913784753,28.2726522363425,0.647773788892685
15.9215812683105,-2.42195320129395,-27.1769886016846,0.81990659236908,103.53360748291,359.799591064453,0,0,0,12,1,9.97187331496238,105.075448053637,1.34452687081481,26.6785821447666,3.18038640372554,11.6543181478585,6.1526059570954,0,0,1,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.0155764272273329,0.117766232217187,1,6,6,8.12597329268276,4.76644853366656,153.769530130864,31.5903674693532,0.576126407394946
20.7691040039063,-2.51022338867188,-28.3120594024658,1.174276471138,102.868324279785,358.92529296875,0,0,0,12,1,10.0467059370952,4.04007073140025,1.34303151243377,5.50331653318156,1.56275194429787,3.74820424948551,4.98544825796641,0,0,1,0,0,0,0,0,0,0,0,0,0,35.6884985976887,0,100,-0.0059572595527818,0.298261983172264,1,6,6,13.0862312284073,4.96199014157392,151.709271346936,35.2026932235996,0.320723836352329
25.8770542144775,-2.61362147331238,-29.4781188964844,0.812633275985718,102.773559570313,358.647827148438,0,0,0,12,1,10.8952532140381,9.23415037470306,1.34493774765447,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7105211472493,0,100,-1.8006684571591,1.7337343449662,1,6,6,19.3116657421064,4.9957820359278,153.846497299395,39.311734198583,0.116183465180167
31.6545219421387,-2.70986604690552,-30.8423614501953,0.650552093982697,103.807075500488,358.883361816406,0,0,0,12,1,13.1850471930197,12.2897659219505,1.34413661315711,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,96.301383201245,0,100,-1.56335898657571,2.25472613048313,1,6,6,26.4253886315265,4.99877036640462,153.551246458619,44.2787013495428,0.147752446776871
38.7544937133789,-2.83708047866821,-32.6878433227539,0.639591097831726,105.281410217285,358.638854980469,0,0,0,12,1,15.9835073431098,1.19434032273524,1.30847173168972,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7591340682259,0,100,10.2814790653508,1.00411262013038,1,6,6,35.678737628919,5.56178462918222,150.80971359504,50.7784886513539,0.204768783940787
46.8642272949219,-2.96568322181702,-34.5106163024902,0.621767520904541,96.2284088134766,357.170227050781,0,0,0,12,1,17.2733632610251,1.09217824899256,0.849342626235292,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2295521596886,0,100,9.37727036374601,0.992216411976642,1,6,6,44.6719208255855,5.0139237575041,151.805560224782,58.2754984062768,0.181798078637059
55.425537109375,-3.08625483512878,-34.6984519958496,0.993170022964478,87.6595306396484,358.962249755859,0,0,0,12,1,17.0676454553349,0.478752108008239,0.891908686860933,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-14.6209154937805,0.709800450054055,1,6,6,52.8694598115555,5.40483178915479,153.21973810702,65.4637128772753,0.000219525335341934
63.8649635314941,-3.22959136962891,-35.2626190185547,0.967824697494507,101.242958068848,1.63499760627747,0,0,0,12,1,16.8895630901918,2.68407557115126,0.915989870994197,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7394836008866,0,100,-0.388273363596646,1.57978691431348,1,6,6,61.5490994014742,7.79062298414833,153.709217698288,73.0247637951783,0
72.1058731079102,-3.36148929595947,-37.1772346496582,0.837974488735199,105.207252502441,0.34789714217186,0,0,0,12,1,16.9701551662103,7.48823715698617,1.12600239661628,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,0.0618487573214173,0.818357827450574,1,6,6,71.2171489254391,9.26154771568798,152.540162490073,81.195463685705,0
80.2893371582031,-3.4828941822052,-39.4250450134277,0.860061705112457,105.605072021484,359.854431152344,0,0,0,12,1,16.9597514821353,15.7358416276597,1.22289912097017,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,0.351316472320924,0.25656212732155,1,6,6,81.2477336065664,9.82544248728647,152.235791564608,89.5144814401494,0
88.4381790161133,-3.61642289161682,-41.7043724060059,0.892863392829895,105.993431091309,0.0294898264110088,0,0,0,12,1,16.9077855155474,77.4454596360822,1.29833639664748,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.0233963811304249,0.191041258798567,1,7,7,40.4501665152069,4.5756470528529,13.9241668051233,97.8450034493123,0
96.5227813720703,-3.73150110244751,-44.1231117248535,0.612780928611755,107.255065917969,0.00294120493344963,0,0,0,12,1,16.8510602187857,86.8045374357459,1.30334836572906,100,10,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.0118277704306572,0.227451492400236,1,7,7,28.8780357807825,7.73807187374241,14.1429671873647,106.195199574001,0
104.55078125,-3.82840728759766,-46.6150932312012,0.696467697620392,107.276489257813,359.859527587891,0,0,0,12,1,16.7896163158942,6.21016334160333,1.26944264560644,2.64087390093233,3.08042514580598,9.26896394965376,4.58537773463137,0,0,0,0,0,0,0,0,0,0,0,0,0,65.032296195589,0,100,-3.57363854127869,1.13573448608476,1,7,7,16.3397554303918,9.26896266136285,14.0198795104331,114.535974607538,0.234065587449237
112.881965637207,-3.92397570610046,-49.2303581237793,0.404573172330856,107.120567321777,359.912414550781,0,0,0,12,1,18.3042505624365,12.5433997396846,1.2670852042364,1.9172653122662,0.0110191612130279,9.81566211785621,0.765919384113366,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2201332116868,0,100,3.36659381734215,2.22367478050055,1,7,7,4.47925051308144,9.81566082945345,13.8078901801174,123.212677563866,0.390646463057841
122.135833740234,-4.01779890060425,-52.0110626220703,0.241085648536682,105.880233764648,359.845367431641,0,0,0,12,1,20.3143250151817,4.45801173525775,1.28399294004108,1.36058903965915,0.012843971745724,9.96378921192339,0.723795591262592,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5591668772393,0,100,1.16312515394879,1.04863894468809,1,7,7,12.8102192037267,9.96378792363373,13.9156211616772,132.809846120326,0.588321292110561
132.224243164063,-4.13205051422119,-54.8056221008301,0.644497752189636,104.375335693359,359.730285644531,0,0,0,12,0,21.3652556573721,9.6283869876332,1.29860979170011,0.969216926869687,0.026148144136755,9.99361863039894,1.98921358251095,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7897241697439,0,100,1.02537923302976,2.11258138472507,1,7,7,27.9242519009906,9.99361734220511,13.9596569254162,143.192110591402,0.195692214892423
142.700759887695,-4.26335287094116,-57.4419708251953,0.672993957996368,103.195243835449,359.664031982422,0,0,0,12,0,21.9653643456789,12.902331280894,1.31912222612872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2944440984827,0,100,0.725903147144848,1.85854513401712,1,7,7,43.5993336218727,9.99703314323874,13.8843317477248,153.887176406971,0
153.42561340332,-4.4027795791626,-59.9937896728516,0.530669629573822,103.60848236084,359.715942382813,0,0,0,12,0,22.069681109677,11.7108619337392,1.34476688442868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0403237588317,0,100,0.280790639956158,0.893506397270335,1,7,7,59.5509650473809,9.99790925840963,13.9119386847833,164.797020954622,0
164.125091552734,-4.52386856079102,-62.5723304748535,0.643267393112183,103.542861938477,359.677703857422,0,0,0,12,0,21.9474708594869,9.57618958180817,1.37077333150255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9866884534294,0,100,-2.77777222406097,0.390010385557283,1,7,7,75.516780185838,10.0010253465436,13.7759785743762,175.706595223409,0
174.704299926758,-4.63793277740479,-65.21435546875,0.687704205513,104.84398651123,0.372316390275955,0,0,0,12,0,21.705099035565,5.0510762271551,1.4342089923021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,100,-0.0392757048071507,0.0409434503290642,1,7,7,91.4002147229875,9.99786790180306,13.8131726098632,186.536899814891,0
