Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
9,"[-38.43446732  -1.44567704 -12.3064146    0.           0.
   0.          12.          -1.           1.28126574 105.09766388
 359.04675293   2.92760311   3.75405561   1.30980651]",47,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[-3.65026855e+01 -1.49383187e+00 -1.28356819e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.39850497e+00  1.05207184e+02  3.59051270e+02  5.16820045e-05
  3.03793526e+00  1.31235965e+00]",24,0.999,"[0, 0, 0, 0, 0, 0, 0, 0.999315, 0, 0, 0, 0]",False
9,"[-3.08768883e+01 -1.64843678e+00 -1.43916550e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.66715050e+00  1.05455078e+02  3.59241913e+02  6.07773263e-05
  2.79948488e+00  1.30114078e+00]",37,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[-3.08768883e+01 -1.64843988e+00 -1.43918400e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.66716838e+00  1.05455078e+02  3.59241760e+02  6.07805869e-05
  2.79871378e+00  1.30107668e+00]",4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[-11.93088055  -1.93419814 -19.67884827   0.5          0.
   0.5         12.          -1.           0.43843839 105.52799225
   0.25468755   5.14013055  37.46028724   1.29824915]",16,0.663,"[0.486458, 0.514897, 0.608817, 0.662891, 0.49498, 0.2259, 0.167045, 0.259615, 0.316323, 0.291376, 0.253819, 0.183239]",False
9,"[ 25.78718948  -2.64911127 -30.83376122   0.5          0.
   0.5         12.           1.           0.7035194  102.85295868
 358.5413208   11.72996591  23.2915273    1.41717287]",17,1.0,"[0.344543, 0, 0, 0, 0, 0, 0, 0.999784, 0.99976, 0.999734, 0.999707, 0]",False
9,"[ 76.62265778  -3.52808046 -44.57096863   0.5          0.
   0.5         12.          -1.           1.14593983 103.98377991
 358.73458862   1.32936468  16.62076323   1.32441234]",46,1.0,"[0.999951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[ 7.68171082e+01 -3.53132629e+00 -4.46205292e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  9.14316654e-01  1.03984573e+02  3.58736420e+02  9.50194482e-05
  1.68214217e+01  1.32437432e+00]",30,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[ 7.68171082e+01 -3.53132582e+00 -4.46205292e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  9.14317846e-01  1.03984573e+02  3.58736420e+02  9.50459004e-05
  1.68214217e+01  1.32437432e+00]",0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
9,"[ 7.68171082e+01 -3.53132582e+00 -4.46205292e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  9.14317310e-01  1.03984573e+02  3.58736420e+02  9.50861600e-05
  1.68214217e+01  1.32437432e+00]",31,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
