Learning Step,Learning Rate,Loss
1,0.003,1.3903990280590175
2,0.003,0.6465490118338928
3,0.003,0.8890442352142366
4,0.003,1.055438448408007
5,0.003,0.9905390767930872
6,0.003,1.1886955533206445
7,0.003,1.227559620490059
8,0.003,2.402385391100865
9,0.003,1.3270022188605202
10,0.003,1.4713362921627589
11,0.003,1.8750042580639017
12,0.003,9.348700907901266
13,0.003,3.571536123795628
14,0.003,0.8318852468064909
15,0.003,0.8365079704375639
16,0.003,0.9295877934082161
17,0.003,0.6126869571010454
18,0.003,0.9730890219426152
19,0.003,1.4015374706042394
20,0.003,2.147056567520496
21,0.003,1.3919761548062137
22,0.003,1.3609164177523247
23,0.003,1.5753253914721725
24,0.003,10.49705487788776
25,0.003,5.843288676226936
26,0.003,0.7331268383859361
27,0.003,0.7576481226283057
28,0.003,0.8202853436424752
29,0.003,0.9881890539012357
30,0.003,1.1182942555619098
31,0.003,1.0563223295116881
32,0.003,0.7057426821552292
33,0.003,0.8025294650703853
34,0.003,0.5341689981992012
35,0.003,0.6086165204051942
36,0.003,0.42451377652060135
37,0.003,0.3452018947542286
38,0.003,0.9872102253528086
39,0.003,1.011168681495917
40,0.003,0.7370839498807106
41,0.003,0.7513210376989466
42,0.003,0.6882737921972885
43,0.003,0.5664579522866217
44,0.003,0.3759041436143343
45,0.003,0.36009058812394495
46,0.003,0.300217820437609
47,0.003,0.32166045075292266
48,0.003,0.5882236678887646
49,0.003,0.09936515265901184
50,0.003,0.11043451041863961
51,0.003,0.07133205747685993
52,0.003,0.18718382015115478
53,0.003,0.13414175715523824
54,0.003,0.17798092504202867
55,0.003,0.175927128434927
56,0.003,0.2295621115739359
57,0.003,0.15307380939850432
58,0.003,0.24482680927164568
59,0.003,0.7019942997483857
60,0.003,0.46072755016553296
61,0.003,0.28320810861877094
62,0.003,0.11621946717220788
63,0.003,0.02924198005464894
64,0.003,0.26191919137040326
65,0.003,0.3631790672524673
66,0.003,0.11641411634657343
67,0.003,0.07604694033443944
68,0.003,0.07354869571973088
69,0.003,9.64804212906002
70,0.003,5.743547445510893
71,0.003,2.2298915492799307
72,0.003,0.30029602449762033
73,0.003,0.3994991099772414
74,0.003,0.32710225286707156
75,0.003,0.1840613357752338
76,0.003,0.5699566058250904
77,0.003,14.959016933434036
78,0.003,0.31132476790575586
79,0.003,1.8949044491348392
80,0.003,0.8853397010349068
81,0.003,0.8748366545410747
82,0.003,2.2482322226930487
83,0.003,1.1408918240878316
84,0.003,1.000284476107769
85,0.003,0.7554597788777713
86,0.003,7.8144032340731755
87,0.003,21.400045366923603
88,0.003,3.984810450107016
89,0.003,5.73457206957102
90,0.003,0.7054377906645305
91,0.003,0.73167602514481
92,0.003,8.852319904263412
93,0.003,0.5611527185519148
94,0.003,0.18591224525189007
95,0.003,0.8330494357727861
96,0.003,0.35689394504144917
97,0.003,0.7657223099491158
98,0.003,2.586790319831969
99,0.003,144.28044489206232
100,0.003,66.18846759202813
101,0.0024000000000000002,2.7689330244629846
102,0.0024000000000000002,2.2195253659075593
103,0.0024000000000000002,7.487684573260232
104,0.0024000000000000002,3.7727106938690187
105,0.0024000000000000002,13.271147408770865
106,0.0024000000000000002,16.811431114800893
107,0.0024000000000000002,10.035348175698665
108,0.0024000000000000002,7.8481976444608135
109,0.0024000000000000002,15.509401544145868
110,0.0024000000000000002,11.953889674143946
111,0.0024000000000000002,1.9572333071538364
112,0.0024000000000000002,1.902059273359657
113,0.0024000000000000002,2.0907522536971563
114,0.0024000000000000002,2.6020140250261785
115,0.0024000000000000002,2.6109830915777934
116,0.0024000000000000002,2.171147373864605
117,0.0024000000000000002,2.395545793367757
118,0.0024000000000000002,2.5579933134572945
119,0.0024000000000000002,1.841611263703441
120,0.0024000000000000002,2.5893304035315805
121,0.0024000000000000002,2.247809742350405
122,0.0024000000000000002,2.894678382204301
123,0.0024000000000000002,2.060202279363122
124,0.0024000000000000002,1.5173258890467547
125,0.0024000000000000002,2.622959356360996
126,0.0024000000000000002,1.0795373537438182
127,0.0024000000000000002,2.4472508091378935
128,0.0024000000000000002,3.1766489505031665
129,0.0024000000000000002,1.4416222893874304
130,0.0024000000000000002,1.653759865029765
131,0.0024000000000000002,1.5774408563549642
132,0.0024000000000000002,1.3192798823112568
133,0.0024000000000000002,1.110001968044438
134,0.0024000000000000002,1.2251190592154477
135,0.0024000000000000002,0.7574077853255973
136,0.0024000000000000002,0.8242165633242501
137,0.0024000000000000002,0.9058750993862673
138,0.0024000000000000002,0.331907564827245
139,0.0024000000000000002,1.8609485308795168
140,0.0024000000000000002,0.45146602557207743
141,0.0024000000000000002,0.74249324964851
142,0.0024000000000000002,0.27477154003676046
143,0.0024000000000000002,0.6178783215353614
144,0.0024000000000000002,116.81927415710125
145,0.0024000000000000002,0.5523919451380116
146,0.0024000000000000002,0.5660920493060715
147,0.0024000000000000002,0.6005279961102256
148,0.0024000000000000002,0.632862155383139
149,0.0024000000000000002,0.4407565356389635
150,0.0024000000000000002,1.601486430091108
151,0.0024000000000000002,1.4108873254561016
152,0.0024000000000000002,0.6883503528218705
153,0.0024000000000000002,0.6945025518367404
154,0.0024000000000000002,0.46781621467979356
155,0.0024000000000000002,0.6284284912881241
156,0.0024000000000000002,0.1584605527913763
157,0.0024000000000000002,0.3538678947985699
158,0.0024000000000000002,0.4065954754202094
159,0.0024000000000000002,0.21058957439960646
160,0.0024000000000000002,0.23466972053765556
161,0.0024000000000000002,0.3228396913494342
162,0.0024000000000000002,0.42473937858280614
163,0.0024000000000000002,0.22280443719269694
164,0.0024000000000000002,0.6639818076995637
165,0.0024000000000000002,0.6768774847427235
166,0.0024000000000000002,0.6575630343446187
167,0.0024000000000000002,0.26294276862444826
168,0.0024000000000000002,0.5768914216097986
169,0.0024000000000000002,0.3371036472379145
170,0.0024000000000000002,0.2695723746926011
171,0.0024000000000000002,0.18310843203985616
172,0.0024000000000000002,0.22604805692224564
173,0.0024000000000000002,0.37144607206181496
174,0.0024000000000000002,0.1790139791190192
175,0.0024000000000000002,0.6190098952272098
176,0.0024000000000000002,0.13165134324671893
177,0.0024000000000000002,0.24971606256959414
178,0.0024000000000000002,0.27385068511614485
179,0.0024000000000000002,0.1514470870798453
180,0.0024000000000000002,0.4443174863483013
181,0.0024000000000000002,0.11610226365482462
182,0.0024000000000000002,0.1921388847353609
183,0.0024000000000000002,0.2522771843138931
184,0.0024000000000000002,0.4689593454880656
185,0.0024000000000000002,0.12838719191914882
186,0.0024000000000000002,0.7091792618265839
187,0.0024000000000000002,0.24683896300654418
188,0.0024000000000000002,0.06837310650797067
189,0.0024000000000000002,0.3656802270293183
190,0.0024000000000000002,0.17264383374647022
191,0.0024000000000000002,0.4528819695329504
192,0.0024000000000000002,0.14337247866543193
193,0.0024000000000000002,0.19748749698332566
194,0.0024000000000000002,0.09866238930052207
195,0.0024000000000000002,1.1919508407016455
196,0.0024000000000000002,2.098244695950745
197,0.0024000000000000002,1.5546561373793593
198,0.0024000000000000002,0.8249878062700073
199,0.0024000000000000002,2.6810880265762083
200,0.0024000000000000002,1.2860887460027604
201,0.0019200000000000005,4.375422860767734
202,0.0019200000000000005,3.560153780731337
203,0.0019200000000000005,3.438393496339131
204,0.0019200000000000005,2.5876024313820722
205,0.0019200000000000005,2.33888712102465
206,0.0019200000000000005,1.9645791433331243
207,0.0019200000000000005,1.3690443169726485
208,0.0019200000000000005,2.9489790174490893
209,0.0019200000000000005,1.9114884693991747
210,0.0019200000000000005,0.6630699024237529
211,0.0019200000000000005,0.895698815078429
212,0.0019200000000000005,0.8586309786339047
213,0.0019200000000000005,0.767301651412013
214,0.0019200000000000005,0.7627142839418187
215,0.0019200000000000005,0.45875214704000605
216,0.0019200000000000005,0.24736550780610586
217,0.0019200000000000005,0.27368409018528456
218,0.0019200000000000005,0.2494644789355723
219,0.0019200000000000005,19.61657569668691
220,0.0019200000000000005,14.89925825587981
221,0.0019200000000000005,2.9865898813830825
222,0.0019200000000000005,0.7542692406618304
223,0.0019200000000000005,2.410964261812346
224,0.0019200000000000005,0.9439605378976106
225,0.0019200000000000005,0.6231373064717941
226,0.0019200000000000005,0.8625245524318627
227,0.0019200000000000005,0.4127223389298916
228,0.0019200000000000005,0.40479335047273307
229,0.0019200000000000005,0.5552258626488444
230,0.0019200000000000005,2.682311623971262
