Learning Step,Learning Rate,Loss
5325,2.192252455996361e-08,0.5728654265403748
5326,2.192252455996361e-08,0.5728674530982971
5327,2.192252455996361e-08,0.5728649497032166
5328,2.192252455996361e-08,0.5728617310523987
5329,2.192252455996361e-08,0.5728559494018555
5330,2.192252455996361e-08,0.5728611350059509
5331,2.192252455996361e-08,0.5728582739830017
5332,2.192252455996361e-08,0.5728583931922913
5333,2.192252455996361e-08,0.5728569626808167
5334,2.192252455996361e-08,0.5728538036346436
5335,2.192252455996361e-08,0.5728505253791809
5336,2.192252455996361e-08,0.5728512406349182
5337,2.192252455996361e-08,0.572847306728363
5338,2.192252455996361e-08,0.5728490948677063
5339,2.192252455996361e-08,0.5728479027748108
5340,2.192252455996361e-08,0.5728466510772705
5341,2.192252455996361e-08,0.5728463530540466
5342,2.192252455996361e-08,0.5728445649147034
5343,2.192252455996361e-08,0.5728427767753601
5344,2.192252455996361e-08,0.5728424191474915
5345,2.192252455996361e-08,0.572841227054596
5346,2.192252455996361e-08,0.5728380680084229
5347,2.192252455996361e-08,0.5728352069854736
5348,2.192252455996361e-08,0.5728338360786438
5349,2.192252455996361e-08,0.5728338360786438
5350,2.192252455996361e-08,0.5728344321250916
5351,2.192252455996361e-08,0.5728318691253662
5352,2.192252455996361e-08,0.5728306174278259
5353,2.192252455996361e-08,0.5728318691253662
5354,2.192252455996361e-08,0.5728290677070618
5355,2.192252455996361e-08,0.572826087474823
5356,2.192252455996361e-08,0.5728277564048767
5357,2.192252455996361e-08,0.5728266835212708
5358,2.192252455996361e-08,0.572822093963623
5359,2.192252455996361e-08,0.5728183388710022
5360,2.192252455996361e-08,0.5728197693824768
5361,2.192252455996361e-08,0.572821855545044
5362,2.192252455996361e-08,0.5728192329406738
5363,2.192252455996361e-08,0.5728204846382141
5364,2.192252455996361e-08,0.5728215575218201
5365,2.192252455996361e-08,0.5728161334991455
5366,2.192252455996361e-08,0.5728144645690918
5367,2.192252455996361e-08,3.5676143169403076
5368,2.192252455996361e-08,2.040208101272583
5369,2.192252455996361e-08,0.5728116631507874
5370,2.192252455996361e-08,3.567488670349121
5371,2.192252455996361e-08,0.572808563709259
5372,2.192252455996361e-08,0.5728083252906799
5373,2.192252455996361e-08,0.5728061199188232
5374,2.192252455996361e-08,0.5728067755699158
5375,2.192252455996361e-08,0.572808563709259
5376,2.192252455996361e-08,0.572804868221283
5377,2.192252455996361e-08,0.5728059411048889
5378,2.192252455996361e-08,0.5728039741516113
5379,2.192252455996361e-08,0.5728015303611755
5380,2.192252455996361e-08,0.5728022456169128
5381,2.192252455996361e-08,0.5727986693382263
5382,2.192252455996361e-08,0.5727970004081726
5383,2.192252455996361e-08,0.5727977752685547
5384,2.192252455996361e-08,0.572796106338501
5385,2.192252455996361e-08,0.572794497013092
5386,2.192252455996361e-08,0.5727929472923279
5387,2.192252455996361e-08,0.5727910399436951
5388,2.192252455996361e-08,0.572790801525116
5389,2.192252455996361e-08,0.5727853178977966
5390,2.192252455996361e-08,0.5727888941764832
5391,2.192252455996361e-08,0.57278972864151
5392,2.192252455996361e-08,0.5727871060371399
5393,2.192252455996361e-08,0.5727843642234802
5394,2.192252455996361e-08,0.5727816224098206
5395,2.192252455996361e-08,0.5727807879447937
5396,2.192252455996361e-08,0.5727834701538086
5397,2.192252455996361e-08,0.5727806687355042
5398,2.192252455996361e-08,0.5727803111076355
5399,2.192252455996361e-08,0.5727772116661072
5400,2.192252455996361e-08,0.5727777481079102
5401,1.7538019647970888e-08,0.5727871060371399
5402,1.7538019647970888e-08,0.5727846622467041
5403,1.7538019647970888e-08,0.5727811455726624
5404,1.7538019647970888e-08,0.5727846026420593
5405,1.7538019647970888e-08,0.572783887386322
5406,1.7538019647970888e-08,0.5727820992469788
5407,1.7538019647970888e-08,0.5727800726890564
5408,1.7538019647970888e-08,0.5727793574333191
5409,1.7538019647970888e-08,0.5727778077125549
5410,1.7538019647970888e-08,0.5727798938751221
5411,1.7538019647970888e-08,0.5727795958518982
5412,1.7538019647970888e-08,0.5727769732475281
5413,1.7538019647970888e-08,0.5727776885032654
5414,1.7538019647970888e-08,0.5727769732475281
5415,1.7538019647970888e-08,0.5727759003639221
5416,1.7538019647970888e-08,0.5727724432945251
5417,1.7538019647970888e-08,0.5727693438529968
5418,1.7538019647970888e-08,0.5727688670158386
5419,1.7538019647970888e-08,0.5727677345275879
5420,1.7538019647970888e-08,0.5727695822715759
5421,1.7538019647970888e-08,0.5727687478065491
5422,1.7538019647970888e-08,0.5727663636207581
5423,1.7538019647970888e-08,0.5727656483650208
5424,1.7538019647970888e-08,0.5727612972259521
5425,1.7538019647970888e-08,0.5727606415748596
5426,1.7538019647970888e-08,3.566319704055786
5427,1.7538019647970888e-08,0.5727604031562805
5428,1.7538019647970888e-08,0.5727629065513611
5429,1.7538019647970888e-08,0.572761595249176
5430,1.7538019647970888e-08,0.5727569460868835
5431,1.7538019647970888e-08,3.5663137435913086
5432,1.7538019647970888e-08,0.5727543234825134
5433,1.7538019647970888e-08,0.5727553367614746
5434,1.7538019647970888e-08,0.5727567672729492
5435,1.7538019647970888e-08,0.57275390625
5436,1.7538019647970888e-08,0.5727550983428955
5437,1.7538019647970888e-08,0.5727499127388
5438,1.7538019647970888e-08,0.5727553367614746
5439,1.7538019647970888e-08,0.5727525353431702
5440,1.7538019647970888e-08,0.5727511048316956
5441,1.7538019647970888e-08,0.5727493762969971
5442,1.7538019647970888e-08,0.5727506279945374
5443,1.7538019647970888e-08,0.5727434158325195
5444,1.7538019647970888e-08,0.5727450847625732
5445,1.7538019647970888e-08,0.5727457404136658
5446,1.7538019647970888e-08,0.5727447867393494
5447,1.7538019647970888e-08,0.5727412104606628
5448,1.7538019647970888e-08,0.5727439522743225
5449,1.7538019647970888e-08,0.5727391242980957
5450,1.7538019647970888e-08,0.5727372765541077
5451,1.7538019647970888e-08,0.5727385878562927
5452,1.7538019647970888e-08,0.5727378726005554
5453,1.7538019647970888e-08,0.5727351307868958
5454,1.7538019647970888e-08,0.5727381110191345
5455,1.7538019647970888e-08,0.5727363228797913
5456,1.7538019647970888e-08,0.5727322697639465
5457,1.7538019647970888e-08,0.5727365612983704
5458,1.7538019647970888e-08,0.5727328658103943
5459,1.7538019647970888e-08,0.5727344155311584
5460,1.7538019647970888e-08,0.5727332234382629
5461,1.7538019647970888e-08,0.572727620601654
5462,1.7538019647970888e-08,0.572727620601654
5463,1.7538019647970888e-08,0.5727270245552063
5464,1.7538019647970888e-08,0.572725236415863
5465,1.7538019647970888e-08,0.5727252960205078
5466,1.7538019647970888e-08,0.5727209448814392
5467,1.7538019647970888e-08,0.5727251172065735
5468,1.7538019647970888e-08,0.5727190971374512
5469,1.7538019647970888e-08,0.5727201104164124
5470,1.7538019647970888e-08,0.5727189183235168
5471,1.7538019647970888e-08,0.5727212429046631
5472,1.7538019647970888e-08,0.5727196335792542
5473,1.7538019647970888e-08,0.5727182030677795
5474,1.7538019647970888e-08,0.572715699672699
5475,1.7538019647970888e-08,0.5727137923240662
5476,1.7538019647970888e-08,0.572717010974884
5477,1.7538019647970888e-08,0.5727110505104065
5478,1.7538019647970888e-08,0.5727148652076721
5479,1.7538019647970888e-08,0.5727150440216064
5480,1.7538019647970888e-08,0.5727115273475647
5481,1.7538019647970888e-08,0.5727102160453796
5482,1.7538019647970888e-08,0.5727115273475647
5483,1.7538019647970888e-08,0.5727090835571289
5484,1.7538019647970888e-08,0.5727055668830872
5485,1.7538019647970888e-08,0.5727078914642334
5486,1.7538019647970888e-08,0.5727064609527588
5487,1.7538019647970888e-08,0.5727055668830872
5488,1.7538019647970888e-08,0.5727034211158752
5489,1.7538019647970888e-08,0.5727021098136902
5490,1.7538019647970888e-08,0.5727010369300842
5491,1.7538019647970888e-08,0.5727025866508484
5492,1.7538019647970888e-08,0.5727019309997559
5493,1.7538019647970888e-08,0.5727021098136902
5494,1.7538019647970888e-08,0.5726976990699768
5495,1.7538019647970888e-08,0.5726955533027649
5496,1.7538019647970888e-08,0.5726948380470276
5497,1.7538019647970888e-08,0.572693407535553
5498,1.7538019647970888e-08,0.572691023349762
5499,1.7538019647970888e-08,0.5726942420005798
5500,1.7538019647970888e-08,0.57268887758255
5501,1.4030415718376711e-08,0.5726953148841858
5502,1.4030415718376711e-08,0.5726983547210693
