Learning Step,Learning Rate,Loss
2301,1.7708874310761194e-05,4.055467128753662
2302,1.7708874310761194e-05,4.215097427368164
2303,1.7708874310761194e-05,3.7358219623565674
2304,1.7708874310761194e-05,4.007332801818848
2305,1.7708874310761194e-05,3.6423087120056152
2306,1.7708874310761194e-05,4.044162750244141
2307,1.7708874310761194e-05,3.870145797729492
2308,1.7708874310761194e-05,3.6776318550109863
2309,1.7708874310761194e-05,3.8529677391052246
2310,1.7708874310761194e-05,4.903180122375488
2311,1.7708874310761194e-05,3.6322789192199707
2312,1.7708874310761194e-05,3.8453738689422607
2313,1.7708874310761194e-05,1.9731113910675049
2314,1.7708874310761194e-05,3.59890079498291
2315,1.7708874310761194e-05,3.5795319080352783
2316,1.7708874310761194e-05,3.600839376449585
2317,1.7708874310761194e-05,3.679248571395874
2318,1.7708874310761194e-05,3.428570032119751
2319,1.7708874310761194e-05,3.8048605918884277
2320,1.7708874310761194e-05,3.7515687942504883
2321,1.7708874310761194e-05,4.187436103820801
2322,1.7708874310761194e-05,3.6494593620300293
2323,1.7708874310761194e-05,3.5068199634552
2324,1.7708874310761194e-05,3.672494411468506
2325,1.7708874310761194e-05,3.5795605182647705
2326,1.7708874310761194e-05,3.883605480194092
2327,1.7708874310761194e-05,0.923923134803772
2328,1.7708874310761194e-05,0.11276261508464813
2329,1.7708874310761194e-05,0.0994596928358078
2330,1.7708874310761194e-05,0.1764468550682068
2331,1.7708874310761194e-05,0.12339328229427338
2332,1.7708874310761194e-05,0.045542072504758835
2333,1.7708874310761194e-05,0.0733952671289444
2334,1.7708874310761194e-05,0.04274192824959755
2335,1.7708874310761194e-05,0.04196266457438469
2336,1.7708874310761194e-05,0.04321866109967232
2337,1.7708874310761194e-05,0.0325080081820488
2338,1.7708874310761194e-05,0.03647436946630478
2339,1.7708874310761194e-05,0.05013580247759819
2340,1.7708874310761194e-05,0.04392382502555847
2341,1.7708874310761194e-05,0.08327372372150421
2342,1.7708874310761194e-05,0.03730568662285805
2343,1.7708874310761194e-05,0.03879735618829727
2344,1.7708874310761194e-05,0.03733280301094055
2345,1.7708874310761194e-05,0.037425749003887177
2346,1.7708874310761194e-05,0.036729846149683
2347,1.7708874310761194e-05,0.0457124263048172
2348,1.7708874310761194e-05,0.05583745241165161
2349,1.7708874310761194e-05,0.04629442095756531
2350,1.7708874310761194e-05,0.08324624598026276
2351,1.7708874310761194e-05,0.04766573756933212
2352,1.7708874310761194e-05,0.06198517605662346
2353,1.7708874310761194e-05,0.0397348590195179
2354,1.7708874310761194e-05,0.0541214644908905
2355,1.7708874310761194e-05,0.040304433554410934
2356,1.7708874310761194e-05,0.03643221780657768
2357,1.7708874310761194e-05,0.16494669020175934
2358,1.7708874310761194e-05,0.036186400800943375
2359,1.7708874310761194e-05,0.04119250923395157
2360,1.7708874310761194e-05,0.2505979537963867
2361,1.7708874310761194e-05,0.04209452122449875
2362,1.7708874310761194e-05,0.03672529384493828
2363,1.7708874310761194e-05,0.051738008856773376
2364,1.7708874310761194e-05,0.050206687301397324
2365,1.7708874310761194e-05,0.03396311402320862
2366,1.7708874310761194e-05,0.06684108078479767
2367,1.7708874310761194e-05,0.037101924419403076
2368,1.7708874310761194e-05,0.03339692950248718
2369,1.7708874310761194e-05,0.11812353134155273
2370,1.7708874310761194e-05,0.12391474097967148
2371,1.7708874310761194e-05,0.033003829419612885
2372,1.7708874310761194e-05,0.048995647579431534
2373,1.7708874310761194e-05,0.03344590589404106
2374,1.7708874310761194e-05,0.03270156309008598
2375,1.7708874310761194e-05,0.03448956087231636
2376,1.7708874310761194e-05,0.035675160586833954
2377,1.7708874310761194e-05,0.18483273684978485
2378,1.7708874310761194e-05,0.1954059600830078
