Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[ -68.73809814   10.20424652 -116.84268951    0.           19.
   -1.          359.93991089  223.29382324  359.8560791     5.66590761
    0.          100.          100.            1.40566249   -0.75518159
    0.            0.            0.            0.           85.55133345
    0.          100.            0.71638973    1.38500083]",14,by model,1,1350db31-e12e-42ba-8ab8-2dec06072330,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.382722, 0.727419, 1]",False,False,False,False,False
0,"[ -92.35240173   10.20234203 -142.07435608    0.           19.
   -1.          359.79257202  221.80541992  359.72039795    1.90149885
    1.            2.4148737     0.            1.34991176   -0.7283705
    0.            0.            0.            0.           89.39488435
    0.          100.           -1.98121479    1.56134634]",14,by model,0.723685,No collision,"[0.723685, 0.653592, 0.543131, 0.349828, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.14557686e+02  1.02042885e+01 -1.56919739e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.90909393e-02  2.80861542e+02
  3.71060699e-01  3.28075927e+00  2.00000000e+00  1.29463411e+01
  0.00000000e+00  1.34853331e+00  1.37953876e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74674987e+01
  0.00000000e+00  1.00000000e+02 -3.86773153e+01  4.20712426e-01]",5,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.43782761e+02  1.02031803e+01 -1.31091522e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59972870e+02  3.14668793e+02
  3.59991547e+02  9.28075657e+00  2.00000000e+00  3.77640365e+01
  0.00000000e+00  1.34881907e+00  7.91213680e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.31425283e+01
  0.00000000e+00  1.00000000e+02  9.31167509e-02  1.75098208e+00]",13,randomly,1,6bfed05e-d649-4dcf-b127-3f729e232a22,"[0, 0, 0, 0, 0.189511, 0.386863, 0.599131, 0.801179, 1, 1, 1, 0.424509]",False,False,False,False,False
0,"[-1.70001678e+02  1.02040415e+01 -1.04494690e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.97833758e-02  3.38897186e+02
  3.59555817e+02  1.78949207e-02  3.00000000e+00  2.87746833e+00
  0.00000000e+00  1.34853144e+00  3.70332362e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",20,randomly,0.37528,No collision,"[0.37528, 0.314364, 0.238256, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,False
0,"[-1.70001755e+02  1.02044840e+01 -1.04494629e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00 -3.11658710e-06  3.38897369e+02
 -5.55297265e-06  2.43488496e-05  4.00000000e+00  4.08531950e+00
  0.00000000e+00  1.34865267e+00  3.68307813e-01  6.17922366e+01
  3.55221318e+00  9.99988535e+00  1.11612033e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",37,by model,0.182936,No collision,"[0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,False
0,"[-1.70001755e+02  1.02044840e+01 -1.04494629e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00 -1.01048854e-05  3.38897369e+02
 -5.77109495e-06  1.02937888e-05  5.00000000e+00  4.08531950e+00
  0.00000000e+00  1.34865267e+00  3.68307813e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",15,by model,0.182936,No collision,"[0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,False
0,"[-1.70001755e+02  1.02044840e+01 -1.04494629e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00 -6.46466606e-06  3.38897369e+02
 -7.20904427e-06  2.71576460e-05  6.00000000e+00  4.08531950e+00
  0.00000000e+00  1.34865267e+00  3.68307813e-01  5.81837997e+00
  1.69988975e-03  4.72904930e+00  4.45233182e-01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",37,by model,0.182936,No collision,"[0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,False
0,"[-1.70001755e+02  1.02044840e+01 -1.04494629e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00 -3.85821113e-06  3.38897369e+02
 -4.87204761e-06  3.13973409e-05  7.00000000e+00  4.08531950e+00
  0.00000000e+00  1.34865267e+00  3.68307813e-01  1.14323097e+02
  3.07656190e+00  9.99974999e+00  9.22881940e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",37,by model,0.182936,No collision,"[0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,False
0,"[-1.70001755e+02  1.02044849e+01 -1.04494629e+02  5.00000000e+00
  1.90000000e+01  0.00000000e+00 -1.96406540e-06  3.38897369e+02
 -1.69675036e-06  4.11803388e-05  8.00000000e+00  4.08531950e+00
  0.00000000e+00  1.34865267e+00  3.68307813e-01  5.14341349e+01
  4.15276230e+00  1.11754864e+01  1.06894979e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",37,by model,0.182936,No collision,"[0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936, 0.182936]",False,False,False,False,True
