Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[-6.94221802e+01  1.02040939e+01 -1.16602386e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59897003e+02  2.24946945e+02
  1.98513001e-01  6.10471773e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.77913631e+00 -7.82414417e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.32230523e+01
  0.00000000e+00  1.00000000e+02  3.88143391e-01  1.46604363e+00]",13,by model,1,18836855-1841-447e-98f8-d6882818aa80,"[0, 0, 0, 0, 0.125901, 0.389061, 0.650133, 1, 0.434898, 1, 1, 1]",False,False,False,False,False
0,"[ -93.27850342   10.20314312 -141.35289001    0.           19.
   -1.          359.78439331  233.53614807  359.82003784    1.62949759
    1.            2.56254511    0.            1.3499655    -0.93356509
    0.            0.            0.            0.           94.81165889
    0.          100.           24.37549133    2.2355349 ]",14,by model,0.641894,No collision,"[0.641894, 0.5814, 0.475957, 0.377536, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.13815536e+02  1.02043381e+01 -1.56674637e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  5.50530963e-02  2.73743713e+02
  3.24038863e-01  3.03142055e+00  2.00000000e+00  1.80791945e+01
  0.00000000e+00  1.34831530e+00  1.50397673e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.32693270e+01
  0.00000000e+00  1.00000000e+02 -5.00974815e+01  2.09208488e+00]",16,by model,0.315027,No collision,"[0, 0, 0, 0, 0.101399, 0.297501, 0.315027, 0.202251, 0.052251, 0, 0, 0]",False,False,False,False,False
0,"[-144.71528625   10.20300579 -130.29165649    0.           19.
    1.          359.96459961  314.48770142  359.98849487    9.94066373
    3.           20.39945862    0.            1.34887245    0.79439713
  100.           10.          100.           20.           15.7
    0.          100.           -0.42959736    0.85497879]",21,by model,1,SchoolBus(Clone)90b63816-f160-484e-9add-4b4c38a08703,"[0, 0, 0.144052, 0.2422, 0.163354, 1, 0.000143, 0, 0, 0, 0, 0.013706]",False,False,False,False,False
0,"[-1.65028412e+02  1.01967716e+01 -1.11086159e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59505127e+02  3.08719513e+02
  5.43576121e-01  4.06201676e-01  4.00000000e+00  4.95431036e+00
  4.71851993e-03  1.35164915e+00  8.92545147e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.64272430e+01  1.00000000e+02 -6.37809101e+00 -6.12724296e-01]",21,by model,0.129928,No collision,"[0.02162, 0.0193, 0.01843, 0.019469, 0.02242, 0.066636, 0.088903, 0.086045, 0.085196, 0.103494, 0.124445, 0.129928]",False,False,False,False,False
0,"[-1.65625824e+02  1.02005920e+01 -1.10694862e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59506409e+02  3.09102081e+02
  1.32382703e+00  3.20941045e-02  5.00000000e+00  4.35183044e+00
  1.00512025e-02  1.35164920e+00  8.82318163e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  3.95367563e+01
  0.00000000e+00  1.00000000e+02 -6.83636833e-01  2.80749773e-01]",14,by model,0.233706,No collision,"[0.127789, 0.141916, 0.152763, 0.15165, 0.157928, 0.17287, 0.184265, 0.194099, 0.205792, 0.221242, 0.227173, 0.233706]",False,False,False,False,False
0,"[-1.66202255e+02  1.02001572e+01 -1.10344635e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59349152e+02  3.10362244e+02
  1.29500186e+00  1.21395189e-01  5.00000000e+00  3.83467026e+00
  9.53674316e-04  1.35258338e+00  8.60460658e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.46587423e+01
  0.00000000e+00  1.00000000e+02 -2.78271883e+00  2.59877795e+00]",14,by model,0.317365,No collision,"[0.244025, 0.255442, 0.263514, 0.264497, 0.275747, 0.285734, 0.29638, 0.300192, 0.299997, 0.308398, 0.31691, 0.317365]",False,False,False,False,False
0,"[-1.66731979e+02  1.01996613e+01 -1.10027344e+02  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59393341e+02  3.12406372e+02
  1.17464507e+00  4.28462657e-02  6.00000000e+00  3.41501716e+00
  2.77714153e-03  1.35232372e+00  8.25333483e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.95282753e+01
  0.00000000e+00  1.00000000e+02 -1.95850719e+00  3.10897873e+00]",14,by model,0.402741,No collision,"[0.321088, 0.327291, 0.333444, 0.341255, 0.349795, 0.358673, 0.365852, 0.373538, 0.381183, 0.388482, 0.395394, 0.402741]",False,False,False,False,False
0,"[-1.67344009e+02  1.01989355e+01 -1.09631447e+02  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59409027e+02  3.12541626e+02
  7.76559353e-01  1.24068212e-01  7.00000000e+00  2.98949855e+00
  8.99694551e-04  1.35221270e+00  8.24773786e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.96473869e+01
  0.00000000e+00  1.00000000e+02 -1.83122311e+00  3.30000000e+00]",14,by model,0.46734,No collision,"[0.409161, 0.415591, 0.422398, 0.429163, 0.434629, 0.44056, 0.445476, 0.450645, 0.454489, 0.459268, 0.463676, 0.46734]",False,False,False,False,True
1,"[-6.64356613e+01  1.02042055e+01 -1.15981041e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59901581e+02  2.18595306e+02
  5.03886910e-03  4.28969734e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34925623e+00 -6.73639730e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -2.31263560e-01  9.43682466e-01]",13,by model,1,b24809c4-3d17-4d0e-bdf9-2b7311fa0fe0,"[0, 0, 0, 0, 0, 0, 0, 0.360311, 0.633445, 0.874201, 1, 1]",False,False,False,True,False
1,"[-9.27099228e+01  1.01737852e+01 -1.42967590e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  5.16821146e-01  2.46916992e+02
  3.52905792e+02  2.97356219e-01  1.00000000e+00  1.39722360e+00
  0.00000000e+00  1.34613796e+00 -1.13563427e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.69006410e+01
  0.00000000e+00  1.00000000e+02  1.89302023e+01  3.16417220e+00]",34,by model,1,b24809c4-3d17-4d0e-bdf9-2b7311fa0fe0,"[1, 1, 1, 0.577909, 0.406306, 0.21509, 0, 0, 0, 0, 0, 0]",False,False,True,True,False
2,"[-6.53627777e+01  1.02042284e+01 -1.14508385e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59872101e+02  2.17592407e+02
  9.08379480e-02  3.58074472e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34942930e+00 -6.56523295e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.78480023e+01
  0.00000000e+00  1.00000000e+02 -4.82149564e+00  1.04914688e+00]",13,by model,1,67ae9f5a-cc95-4aae-bd23-937b897353ce,"[0, 0, 0, 0, 0, 0, 0.095069, 0.363303, 0.614026, 0.850296, 1, 1]",False,False,False,True,False
2,"[-9.38894424e+01  1.01617813e+01 -1.44158157e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59148956e+02  2.00030624e+02
  3.54039581e+02  1.11196964e+00  1.00000000e+00  1.56976098e+00
  0.00000000e+00  1.35419080e+00 -3.22603940e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+02
  0.00000000e+00  1.00000000e+02 -4.59899402e+01  3.13520621e+00]",7,by model,1,67ae9f5a-cc95-4aae-bd23-937b897353ce,"[1, 1, 1, 1, 0.548169, 0.54817, 0.548165, 0.548165, 0.548165, 0.548165, 0.548165, 0.548165]",False,False,True,True,False
