Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[-6.91776581e+01  1.02041931e+01 -1.16923775e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59895874e+02  2.23834900e+02
  3.59992432e+02  5.94259975e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34929193e+00 -7.65029707e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.65533838e+01
  0.00000000e+00  1.00000000e+02  2.68788359e-01  1.26825192e+00]",14,by model,1,c4d6c909-3281-443a-b9e0-edc2a6cc3231,"[0, 0, 0, 0, 0, 0, 0.21715, 0.516065, 0.780082, 1, 1, 0.458047]",False,False,False,False,False
0,"[-9.16888580e+01  1.02032681e+01 -1.41885696e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  2.18460515e-01  1.98858154e+02
  2.86737227e+00  9.57168117e-02  1.00000000e+00  2.71014677e+00
  0.00000000e+00  1.34741529e+00 -3.42207325e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",5,by model,0.421377,No collision,"[0.421377, 0.367339, 0.29607, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389]",False,False,False,False,False
0,"[-9.16787720e+01  1.02044849e+01 -1.41890152e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  2.97615570e-05  1.98784836e+02
 -1.51272479e-05  2.02954322e-05  1.00000000e+00  3.90805570e+00
  0.00000000e+00  1.34866157e+00 -3.27856122e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",16,by model,0.218389,No collision,"[0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389]",False,False,False,False,False
0,"[-9.16787720e+01  1.02044849e+01 -1.41890152e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  2.96689341e-05  1.98784836e+02
 -1.19514989e-05  1.82391568e-05  2.00000000e+00  3.90805570e+00
  0.00000000e+00  1.34866157e+00 -3.27856122e-01  5.59880260e+01
  5.68717896e+00  1.70598464e-03  4.58243291e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",39,randomly,0.218389,No collision,"[0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389]",False,False,False,False,False
0,"[-9.16787720e+01  1.02044849e+01 -1.41890152e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  2.94947713e-05  1.98784836e+02
 -1.08985896e-05  3.89665469e-05  2.00000000e+00  3.90805570e+00
  0.00000000e+00  1.34866157e+00 -3.27856122e-01  1.04523212e+02
  5.60403147e+00  9.99959550e+00  4.58182721e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",22,randomly,0.218389,No collision,"[0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389, 0.218389]",False,False,False,False,True
1,"[-6.69403305e+01  1.02043867e+01 -1.14596886e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59920807e+02  2.23868362e+02
 -5.54119586e-04  5.25762815e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.71264229e+00 -7.65652776e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.65008288e+01
  0.00000000e+00  1.00000000e+02 -3.05057254e-02  1.36596811e+00]",13,by model,0.531021,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.131955, 0.531021]",False,False,False,False,False
1,"[-9.05577316e+01  1.02040834e+01 -1.39889908e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59854034e+02  2.22423767e+02
  7.77097931e-03  6.23108051e+00  1.00000000e+00  5.37820798e+00
  0.00000000e+00  1.34955451e+00 -7.40459532e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.51853805e+01
  0.00000000e+00  1.00000000e+02 -4.36032677e-01  2.08644236e+00]",23,by model,0.733208,No collision,"[0.733208, 0.685432, 0.484863, 0.248928, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.16040596e+02  1.02042933e+01 -1.55844910e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.06870453e-03  2.92526886e+02
  2.23507494e-01  3.21070206e+00  2.00000000e+00  2.45095967e+01
  0.00000000e+00  1.34864597e+00  1.17660790e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.66274413e+01
  0.00000000e+00  1.00000000e+02 -2.61276776e+01  7.11033449e-01]",40,by model,0.103628,No collision,"[0, 0.045705, 0.103628, 0.017729, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.45589920e+02  1.02031965e+01 -1.29326981e+02  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59952667e+02  3.14359253e+02
  3.59987610e+02  9.53452910e+00  3.00000000e+00  4.96279119e+01
  0.00000000e+00  1.34894618e+00  7.96636341e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  2.62211930e+01
  0.00000000e+00  1.00000000e+02 -2.03177907e-01  9.77303590e-01]",21,by model,1,BoxTruck(Clone)cc2c2403-c5d0-43c0-a411-d26f916a5556,"[0, 0, 0.083092, 0.151475, 1, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.64201553e+02  1.01997356e+01 -1.11577988e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59775635e+02  3.11335144e+02
  3.70346308e-01  1.43643341e-01  4.00000000e+00  6.79469285e+00
  3.00974538e-03  1.35002205e+00  8.47681370e-01  1.02921871e+00
  3.14905369e+00  1.01764835e+01  1.65842209e+00  1.59503115e+01
  0.00000000e+00  1.00000000e+02 -9.70623523e-04  1.55071952e-01]",38,randomly,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
