Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[-6.87045059e+01  1.02043037e+01 -1.16816162e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59915527e+02  2.23169006e+02
  3.59931915e+02  5.57205464e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34916961e+00 -7.53127818e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.38779846e+01
  0.00000000e+00  1.00000000e+02 -3.16595527e-01  1.47445717e+00]",14,by model,1,0f47f605-621b-4b1b-bbf5-c257a8a4db23,"[0, 0, 0, 0, 0, 0, 0, 0, 0.2736, 0.558198, 1, 0.440474]",False,False,False,False,False
0,"[-9.18531265e+01  1.02028456e+01 -1.41613144e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59937317e+02  2.21324753e+02
  4.35837060e-01  2.06631087e-02  1.00000000e+00  2.79763723e+00
  0.00000000e+00  1.34905594e+00 -7.23226553e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.72192366e+01
  0.00000000e+00  1.00000000e+02 -8.78043057e-01  9.49621775e-01]",23,by model,0.719564,No collision,"[0.517352, 0.719564, 0.630622, 0.493352, 0.374759, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.11348175e+02  1.02043152e+01 -1.57112915e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  8.15316588e-02  2.58978180e+02
  3.99719685e-01  3.37117285e+00  2.00000000e+00  2.29024245e+01
  0.00000000e+00  1.34815495e+00 -1.38024525e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.45000000e+01  1.00000000e+02 -5.21016566e+01 -3.77488992e-01]",6,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.36904984e+02  1.02033834e+01 -1.38019958e+02  1.00000000e+01
  1.90000000e+01  1.00000000e+00  3.59933624e+02  3.14237549e+02
  3.21488082e-02  8.90545360e+00  2.00000000e+00  4.61242597e+01
  0.00000000e+00  1.34905343e+00  7.98563087e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.98271864e+01
  0.00000000e+00  1.00000000e+02 -6.55513006e-01  1.77317335e+00]",21,by model,1,SUV(Clone)6ae59e00-6578-434c-907f-9fbe001e4099,"[0, 0.196014, 0.42568, 0.543055, 1, 0.204827, 0.201876, 0.202657, 0.204015, 0.206503, 0.20972, 0.213792]",False,False,False,False,False
0,"[-1.52869217e+02  1.02035408e+01 -1.22782906e+02  1.00000000e+01
  1.90000000e+01  1.00000000e+00  3.59747467e+02  3.11199005e+02
  9.36271399e-02  4.87020283e-02  3.00000000e+00  3.93141623e+00
  1.53775363e-03  1.35018508e+00  8.51309313e-01  7.53790208e-01
  1.89027441e-02  1.53775386e-03  6.19318067e-01  3.38620962e+01
  0.00000000e+00  1.00000000e+02 -2.96790638e+00  2.25689740e-01]",21,by model,0.239533,No collision,"[0.215227, 0.216805, 0.222381, 0.223928, 0.223484, 0.229177, 0.229097, 0.232475, 0.234033, 0.235907, 0.239446, 0.239533]",False,False,False,False,False
0,"[-1.53027832e+02  1.02028341e+01 -1.22716209e+02  1.00000000e+01
  1.90000000e+01  1.00000000e+00  3.59958191e+02  3.11556732e+02
  9.38953459e-03  2.19964730e-03  4.00000000e+00  3.80243345e+00
  3.19729893e-03  1.34891362e+00  8.45452712e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",43,by model,0.260717,No collision,"[0.239345, 0.245157, 0.244537, 0.247267, 0.248472, 0.25172, 0.257268, 0.257968, 0.257659, 0.258451, 0.25944, 0.260717]",False,False,False,False,False
0,"[-1.53160797e+02  1.02025490e+01 -1.22660431e+02  1.00000000e+01
  1.90000000e+01 -1.00000000e+00  3.59909729e+02  3.11936676e+02
  6.69743717e-02  4.29653867e-03  5.00000000e+00  3.69651510e+00
  3.04130911e-03  1.34920227e+00  8.38555375e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",43,by model,0.277068,No collision,"[0.260271, 0.260074, 0.263664, 0.263459, 0.263242, 0.263553, 0.264965, 0.271092, 0.273312, 0.275306, 0.2768, 0.277068]",False,False,False,False,False
0,"[-1.53268784e+02  1.02029123e+01 -1.22618607e+02  1.00000000e+01
  1.90000000e+01 -1.00000000e+00  3.59727142e+02  3.12508545e+02
  3.11773121e-01  1.37467228e-02  5.00000000e+00  3.61477690e+00
  9.11594926e-03  1.35031450e+00  8.27464202e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",0,by model,0.311852,No collision,"[0.276288, 0.278175, 0.278312, 0.278565, 0.278963, 0.278674, 0.279097, 0.291663, 0.311852, 0.310494, 0.309378, 0.310821]",False,False,False,False,False
0,"[-1.53463684e+02  1.02030268e+01 -1.22510330e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59847321e+02  3.12272766e+02
  2.12533340e-01  5.16263672e-02  5.00000000e+00  3.44623941e+00
  1.96604997e-03  1.34957812e+00  8.32028682e-01  8.02093935e-01
  3.12459899e+00  1.96605001e-03  7.92649667e-01  5.12115202e+01
  0.00000000e+00  1.00000000e+02 -1.22308347e+00  2.59143993e-01]",21,by model,0.391596,No collision,"[0.319145, 0.319049, 0.31855, 0.3185, 0.318589, 0.324694, 0.329687, 0.328341, 0.328825, 0.344062, 0.357335, 0.391596]",False,False,False,False,False
0,"[-1.53854141e+02  1.02017097e+01 -1.22237289e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59673950e+02  3.11465363e+02
  1.34575617e+00  5.04060806e-01  6.00000000e+00  3.06753112e+00
  7.08548570e-03  1.35066041e+00  8.40973991e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  3.96343809e+01
  0.00000000e+00  1.00000000e+02 -1.56433873e+00  4.36528676e-02]",14,by model,0.479266,No collision,"[0.391137, 0.389506, 0.389283, 0.389359, 0.389408, 0.389514, 0.389494, 0.3895, 0.389671, 0.39122, 0.425392, 0.479266]",False,False,False,False,True
1,"[-6.55758286e+01  1.02043200e+01 -1.14208298e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59947205e+02  2.21500687e+02
  6.77876770e-02  3.15966702e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.38054974e+00 -7.24591804e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.45113079e+01
  0.00000000e+00  1.00000000e+02 -9.08692150e+00  1.15815346e+00]",13,by model,0.697926,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.109734, 0.383903, 0.697926]",False,False,False,False,False
1,"[-9.11953506e+01  1.02040634e+01 -1.40925461e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59927002e+02  2.23482956e+02
 -1.31155225e-03  6.10765006e+00  1.00000000e+00  3.38768995e+00
  0.00000000e+00  1.34909670e+00 -7.58914876e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.92058280e+01  1.00000000e+02 -1.89025316e-01 -9.42776819e-01]",5,randomly,1,b332d086-832f-4f42-b2a9-1ae1f9562702,"[1, 1, 0.599993, 0.745535, 1, 1, 1, 0.700457, 1, 0.775875, 0.730966, 0.716747]",False,False,False,True,False
1,"[-9.71443481e+01  1.03790331e+01 -1.38487152e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.89840913e+00  2.17977768e+02
  3.46816559e+02  1.89173878e-02  1.00000000e+00  1.42659881e+00
  0.00000000e+00  1.32466043e+00 -6.02195983e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.77858473e+01
  0.00000000e+00  1.00000000e+02  2.98523244e+01  2.73589827e+00]",34,by model,0.716684,No collision,"[0.716459, 0.716647, 0.71644, 0.716684, 0.716673, 0.716555, 0.716537, 0.716636, 0.716648, 0.716405, 0.716435, 0.716655]",False,False,False,False,False
1,"[-9.71448746e+01  1.03792439e+01 -1.38486755e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.91058898e+00  2.17956192e+02
  3.46847473e+02  3.74296944e-02  2.00000000e+00  1.42711805e+00
  0.00000000e+00  1.32455440e+00 -6.01957467e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.96677486e+01
  0.00000000e+00  1.00000000e+02  1.03067042e+00  2.96087130e+00]",34,by model,0.716763,No collision,"[0.71646, 0.716682, 0.716664, 0.716562, 0.716563, 0.716508, 0.716673, 0.716763, 0.716642, 0.716605, 0.716615, 0.71637]",False,False,False,False,False
1,"[-9.71456909e+01  1.03808270e+01 -1.38485229e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.99526978e+00  2.17891281e+02
  3.46877655e+02  9.41860819e-02  3.00000000e+00  1.42895941e+00
  0.00000000e+00  1.32389700e+00 -6.00928594e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.97413528e+01
  0.00000000e+00  1.00000000e+02  8.23812483e-01  3.10737174e+00]",17,randomly,0.716506,No collision,"[0.716455, 0.716506, 0.716404, 0.716359, 0.71648, 0.716426, 0.716432, 0.716496, 0.716348, 0.716503, 0.716465, 0.71639]",False,False,False,False,False
1,"[-9.71456299e+01  1.03812046e+01 -1.38485550e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  4.00397635e+00  2.17905289e+02
  3.46879150e+02  4.35718847e-02  4.00000000e+00  1.42868152e+00
  0.00000000e+00  1.32384198e+00 -6.01173702e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.73658444e+01
  0.00000000e+00  1.00000000e+02  1.03637369e+00  2.77943433e+00]",34,by model,0.716697,No collision,"[0.716526, 0.716555, 0.716422, 0.716416, 0.71656, 0.716558, 0.716513, 0.716697, 0.716435, 0.71653, 0.716478, 0.716558]",False,False,False,False,False
1,"[-9.71451111e+01  1.03801355e+01 -1.38486328e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.94963813e+00  2.17939987e+02
  3.46856659e+02  2.77726379e-02  5.00000000e+00  1.42768922e+00
  0.00000000e+00  1.32426183e+00 -6.01696874e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.99000626e+01
  0.00000000e+00  1.00000000e+02  1.06869010e+00  3.29429114e+00]",34,by model,0.7167,No collision,"[0.716623, 0.716604, 0.716454, 0.716535, 0.716576, 0.716316, 0.716551, 0.7167, 0.716479, 0.716535, 0.716629, 0.716377]",False,False,False,False,False
1,"[-9.71456070e+01  1.03809710e+01 -1.38485291e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  4.00405836e+00  2.17893753e+02
  3.46879333e+02  8.85921821e-02  6.00000000e+00  1.42890025e+00
  0.00000000e+00  1.32383011e+00 -6.00977199e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.97668626e+01
  0.00000000e+00  1.00000000e+02  8.58885487e-01  3.29999998e+00]",34,by model,0.716707,No collision,"[0.716621, 0.716707, 0.716581, 0.716349, 0.71652, 0.716559, 0.71663, 0.716535, 0.716488, 0.716437, 0.716476, 0.716452]",False,False,False,False,False
1,"[-9.71449890e+01  1.03813038e+01 -1.38485657e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  4.00704384e+00  2.17925827e+02
  3.46848633e+02  6.21845033e-02  7.00000000e+00  1.42845743e+00
  0.00000000e+00  1.32382478e+00 -6.01399269e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.38680323e+01
  0.00000000e+00  1.00000000e+02  1.01547468e+00  1.34719671e+00]",34,by model,0.716771,No collision,"[0.716424, 0.716771, 0.716589, 0.716486, 0.716756, 0.716357, 0.716374, 0.716518, 0.716503, 0.716705, 0.716377, 0.716462]",False,False,False,False,False
1,"[-9.71453629e+01  1.03808384e+01 -1.38485886e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.98330402e+00  2.17922104e+02
  3.46869019e+02  3.23319560e-02  8.00000000e+00  1.42825595e+00
  0.00000000e+00  1.32399882e+00 -6.01427876e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  8.76635142e+01
  0.00000000e+00  1.00000000e+02  1.09203779e+00  1.93512346e+00]",28,randomly,0.716762,No collision,"[0.716416, 0.716601, 0.716459, 0.71656, 0.716579, 0.716705, 0.716628, 0.71666, 0.7166, 0.716333, 0.716608, 0.716762]",False,False,False,False,True
2,"[-6.82840347e+01  1.02042789e+01 -1.14471588e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.96619462e-02  2.31901047e+02
  6.62346929e-02  3.80677730e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.38659146e+00 -9.06127523e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02  1.25134004e+00  2.44621354e-01]",7,randomly,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
2,"[-9.26666260e+01  1.02039070e+01 -1.39210892e+02  2.00000003e-01
  1.90000000e+01 -1.00000000e+00  3.59973663e+02  2.20962173e+02
  3.90923955e-03  6.79389895e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34880834e+00 -7.14945592e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -2.03950530e-02  7.05445284e-01]",13,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
