Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[-6.92107239e+01  1.02042570e+01 -1.16722816e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59897095e+02  2.24183441e+02
  3.93218063e-02  5.75275206e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34928048e+00 -7.71327766e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.37922173e+01
  0.00000000e+00  1.00000000e+02  9.59837692e-02  1.58819559e+00]",13,by model,0.831297,No collision,"[0, 0, 0, 0, 0, 0, 0, 0.070315, 0.48337, 0.808836, 0.831297, 0.598021]",False,False,False,False,False
0,"[-9.65963211e+01  1.02041264e+01 -1.46175034e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59958405e+02  2.23049774e+02
  3.34312804e-02  6.17100297e+00  1.00000000e+00  4.56079252e+00
  0.00000000e+00  1.34890667e+00 -7.51520894e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -1.31644744e+00  9.59747451e-01]",21,by model,0.257584,No collision,"[0.257584, 0.082761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.18565376e+02  1.02042370e+01 -1.54592545e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59981354e+02  3.01167603e+02
  1.95516527e-01  3.64326460e+00  2.00000000e+00  2.57834138e+01
  0.00000000e+00  1.34876167e+00  1.02593183e+00  5.67624348e+00
  3.93310043e-02  2.92653928e+00  9.32040961e+00  8.36636038e+01
  0.00000000e+00  1.00000000e+02 -1.85773724e+01  1.60131925e+00]",4,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.50510727e+02  1.02032595e+01 -1.24568489e+02  2.00000003e+00
  1.90000000e+01  1.00000000e+00  3.59984863e+02  3.14250000e+02
  3.59981720e+02  9.21742795e+00  2.00000000e+00  4.70128297e+01
  1.77496187e-01  1.34874602e+00  7.98570089e-01  5.70578520e+00
  6.64416992e-02  1.61843202e+00  9.16238720e+00  0.00000000e+00
  2.40830326e+01  1.00000000e+02  5.00009237e-01 -1.63241808e+00]",41,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.76960632e+02  1.02042637e+01 -9.88416748e+01  2.00000003e+00
  1.90000000e+01 -1.00000000e+00  2.80529372e-02  3.14631012e+02
  2.75260559e-03  3.75645319e+00  3.00000000e+00  1.01345684e+01
  0.00000000e+00  1.34847882e+00  7.91823256e-01  5.24781174e+00
  9.94674845e-02  0.00000000e+00  9.05332188e+00  0.00000000e+00
  4.53200247e+01  1.00000000e+02 -2.73560437e-01 -3.71581370e+00]",20,randomly,1,SchoolBus(Clone)f707fbb1-9b83-4751-904c-c1e0fe5629da,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.79189468e+02  1.02040510e+01 -9.66306839e+01  2.00000003e+00
  1.90000000e+01 -1.00000000e+00  3.59669617e+02  3.14838226e+02
  3.59987976e+02  5.30509253e-04  4.00000000e+00  6.99666407e+00
  1.90734863e-04  1.35066306e+00  7.88277973e-01  2.11650506e+01
  8.38115713e-01  1.90734863e-04  9.67197932e+00  6.64687662e+01
  0.00000000e+00  1.00000000e+02 -2.27528478e-01  1.07613592e+00]",33,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.79189499e+02  1.02037125e+01 -9.66287308e+01  2.00000003e+00
  1.90000000e+01 -1.00000000e+00  3.59634827e+02  3.14954315e+02
  3.59991425e+02  4.64307010e-04  5.00000000e+00  6.99576398e+00
  7.62939453e-04  1.35086834e+00  7.86236815e-01  2.11709853e+01
  8.98231502e-01  7.62939453e-04  9.60169927e+00  8.00595974e+01
  0.00000000e+00  1.00000000e+02 -2.27528478e-01  1.71211289e+00]",33,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.79188599e+02  1.02035904e+01 -9.66269989e+01  2.00000003e+00
  1.90000000e+01  1.00000000e+00  3.59672729e+02  3.15067963e+02
  3.59988892e+02  1.04782200e-03  6.00000000e+00  6.99594563e+00
  1.01376970e-03  1.35064215e+00  7.84263797e-01  2.12798694e+01
  1.97043383e-02  1.01376979e-03  9.62123352e+00  9.99943190e+01
  0.00000000e+00  1.00000000e+02 -2.27528478e-01  3.30000000e+00]",0,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.79187988e+02  1.02034616e+01 -9.66251373e+01  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59699768e+02  3.15199463e+02
  3.59991333e+02  5.73581320e-04  6.00000000e+00  6.99591144e+00
  7.86419988e-04  1.35048203e+00  7.81958704e-01  2.12765995e+01
  5.95671685e-02  7.86420101e-04  9.63541892e+00  9.99958636e+01
  0.00000000e+00  1.00000000e+02 -2.27528478e-01  3.03762747e+00]",31,randomly,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.79187668e+02  1.02031240e+01 -9.66224060e+01  0.00000000e+00
  1.90000000e+01  0.00000000e+00  3.59672607e+02  3.15339325e+02
  3.59989838e+02  8.84797067e-04  7.00000000e+00  6.99506760e+00
  7.68876815e-04  1.35063762e+00  7.79522572e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.65289070e+01
  0.00000000e+00  1.00000000e+02 -2.27528478e-01  1.40069106e+00]",21,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,True
