Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[ -68.39653015   10.20428085 -116.40473938    0.           19.
   -1.          359.96453857  222.96714783  359.92947388    5.34775287
    0.          100.          100.            1.51048735   -0.74987152
    0.            0.            0.            0.           52.49276586
    0.          100.           -0.7599708     2.30330829]",14,by model,1,b38407da-a637-4ce8-8ca0-586cc14846b9,"[0, 0, 0, 0, 0, 0, 0.296975, 0.606418, 0.858058, 1, 0.437711, 0.635964]",False,False,False,False,False
0,"[-9.10376816e+01  1.02043304e+01 -1.43310913e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59837708e+02  1.98338623e+02
  4.36322689e-01  2.21800793e+00  1.00000000e+00  2.11371067e+00
  0.00000000e+00  1.34963292e+00 -3.22058026e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",3,by model,1,b38407da-a637-4ce8-8ca0-586cc14846b9,"[1, 1, 1, 1, 0.519466, 0.519464, 0.519464, 0.519464, 0.519464, 0.519464, 0.519464, 0.519464]",False,False,True,True,False
1,"[-6.72257996e+01  1.02042551e+01 -1.14895081e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59787506e+02  2.23925613e+02
 -4.05297754e-03  6.10557230e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.65236441e+00 -7.66699020e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.21824549e+01
  0.00000000e+00  1.00000000e+02  2.87539487e-01  7.13432148e-01]",13,by model,1,412593ad-332c-4a48-a448-8c7f7b8662cd,"[0, 0, 0, 0, 0, 0.135196, 0.39926, 0.661591, 1, 0.435587, 0.362927, 0.30625]",False,False,False,False,False
1,"[-9.22546997e+01  1.02044363e+01 -1.41904816e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59933533e+02  2.26364868e+02
 -1.91684987e-03  6.52517334e-01  1.00000000e+00  3.51795932e+00
  0.00000000e+00  1.34905476e+00 -8.09214138e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.10879875e+01
  0.00000000e+00  1.00000000e+02  1.70005146e+00  2.24802324e+00]",23,by model,0.484635,No collision,"[0.438976, 0.477699, 0.484635, 0.404125, 0.019844, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.13985786e+02  1.02043018e+01 -1.56628708e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  2.74185417e-03  2.77031128e+02
  3.61513227e-01  3.35076945e+00  2.00000000e+00  1.99761582e+01
  9.99960421e+00  1.34863360e+00  1.44643782e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.25383739e+01
  0.00000000e+00  1.00000000e+02 -4.28731861e+01  1.66123416e+00]",33,randomly,0.145932,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0.145932, 0, 0, 0]",False,False,False,False,False
1,"[-146.45860291   10.20293331 -128.55697632    0.           19.
    1.          359.97875977  314.55648804  359.98092651   10.26321344
    3.           26.72133674    0.            1.34878359    0.79322175
    1.29470511    2.78529227    3.66175393    1.22567181   15.7
    0.          100.            0.42645229    0.50510244]",0,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.81375046e+02  1.02042017e+01 -9.45699921e+01  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  9.05452520e-02  3.14851135e+02
  2.68811290e-03  4.22117471e+00  3.00000000e+00  9.57772040e+01
  0.00000000e+00  1.34807784e+00  7.87975356e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  4.08185949e+01  1.00000000e+02 -1.78907441e-01 -3.09542297e+00]",16,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.84777344e+02  1.02044859e+01 -9.11735001e+01  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.85364261e-05  3.14982269e+02
 -2.45476349e-05  3.15462478e-05  4.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34866146e+00  7.85714174e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99959371e+01  1.00000000e+02 -1.65368914e-01 -3.00000000e+00]",30,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.84777344e+02  1.02044849e+01 -9.11735001e+01  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  1.83446136e-05  3.14982269e+02
 -2.72406796e-05  2.28517403e-05  5.00000000e+00  7.89538821e+01
  3.99361866e-02  1.34866146e+00  7.85714174e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99967817e+01  1.00000000e+02 -1.65368914e-01 -3.00000000e+00]",20,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
1,"[-1.89605667e+02  1.02041559e+01 -8.63367386e+01  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59886261e+02  3.15061249e+02
  1.96655135e-04  4.00358062e+00  6.00000000e+00  8.57943909e+01
  1.90734863e-04  1.34933652e+00  7.84318672e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.49501910e+01
  0.00000000e+00  1.00000000e+02  6.47242045e-03  2.35181441e+00]",20,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
