Episode,State,Action,Choosing_Type,Collision_Probability,Collision_uid,Collision_Probability_Per_Step,Sudden Appearance,Overlapping,Repeated Collision,Unreal Pedes Col,Done
0,"[-6.91741943e+01  1.02041101e+01 -1.16494141e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59873444e+02  2.25212769e+02
  1.35687580e-02  6.27098851e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.41213573e+00 -7.89153535e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02  1.56162493e+00  1.21869136e+00]",13,by model,1,6c252c45-3f2c-4569-827a-06f74ea5b8e2,"[0, 0, 0, 0, 0, 0.258954, 0.517132, 0.771336, 1, 1, 1, 0.428358]",False,False,False,False,False
0,"[-9.26905518e+01  1.02044582e+01 -1.41532562e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59940796e+02  2.24962021e+02
 -1.76153623e-03  4.45676471e-01  1.00000000e+00  2.87713458e+00
  0.00000000e+00  1.34900696e+00 -7.84730318e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02  2.14274438e+00  9.62849155e-02]",43,by model,0.755215,No collision,"[0.372528, 0.378056, 0.755215, 0.615088, 0.363149, 0.123478, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.10525711e+02  1.02042885e+01 -1.56804337e+02  0.00000000e+00
  1.90000000e+01 -1.00000000e+00  2.84254402e-02  2.49648895e+02
  2.23250642e-01  3.47301128e+00  2.00000000e+00  2.13052826e+01
  0.00000000e+00  1.34847695e+00 -1.21661534e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.45000000e+01  1.00000000e+02 -4.59639427e+01 -2.09816269e-01]",5,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.35400589e+02  1.02033014e+01 -1.39477127e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59922791e+02  3.14054932e+02
  4.24603596e-02  9.00400359e+00  2.00000000e+00  3.82385019e+01
  0.00000000e+00  1.34912670e+00  8.01705718e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.84614105e+01
  0.00000000e+00  1.00000000e+02 -6.30742367e-01  2.06968868e+00]",21,by model,1,Sedan(Clone)5b8ecb6a-0eb8-4fc4-9a61-c0f9ef273f35,"[0, 0.242033, 0.463898, 0.583519, 1, 0.501376, 0.492133, 0.483345, 0.48074, 0.480773, 0.492902, 0.505968]",False,False,False,False,False
0,"[-1.53067993e+02  1.02055912e+01 -1.22613602e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59207764e+02  3.09980133e+02
  1.65790892e+00  1.76214636e-01  3.00000000e+00  2.47222827e+00
  1.52885623e-03  1.35343126e+00  8.65487050e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.85950056e+01
  0.00000000e+00  1.00000000e+02 -4.86228053e+00  3.17821106e+00]",14,by model,0.53628,No collision,"[0.509926, 0.505663, 0.513234, 0.519109, 0.518276, 0.516705, 0.524828, 0.53174, 0.529344, 0.526401, 0.533353, 0.53628]",False,False,False,False,False
0,"[-1.53404419e+02  1.02046566e+01 -1.22426064e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59268738e+02  3.10428680e+02
  1.37268341e+00  2.88594775e-02  4.00000000e+00  2.31864515e+00
  8.30573134e-03  1.35305347e+00  8.58951211e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.99172383e+01
  0.00000000e+00  1.00000000e+02 -1.08062781e+01  3.29461535e+00]",17,randomly,0.602242,No collision,"[0.535953, 0.538244, 0.543074, 0.543903, 0.541853, 0.548502, 0.557292, 0.562937, 0.57486, 0.58607, 0.602242, 0.592813]",False,False,False,False,False
0,"[-1.54888840e+02  1.02033167e+01 -1.21262299e+02  5.00000000e+00
  1.90000000e+01 -1.00000000e+00  3.59383209e+02  3.12001068e+02
  1.20576239e+00  1.46110467e+00  5.00000000e+00  2.17797349e+00
  6.25656871e-03  1.35238511e+00  8.32263283e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.67142271e+01
  0.00000000e+00  1.00000000e+02 -1.11255290e+00  3.15211915e+00]",14,by model,0.547877,No collision,"[0.547877, 0.471322, 0.352774, 0.041172, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.76123306e+02  1.02042122e+01 -1.00714737e+02  5.00000000e+00
  1.90000000e+01  1.00000000e+00  5.35660908e-02  3.15220978e+02
  7.44949374e-03  5.20140713e+00  6.00000000e+00  1.04977551e+01
  0.00000000e+00  1.34832092e+00  7.81509062e-01  7.51370675e+01
  2.50757069e-02  9.99989006e+00  9.09123318e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -3.83932381e-01  1.10382614e+00]",0,by model,0.696474,No collision,"[0.282396, 0.531638, 0.696474, 0.594162, 0.356758, 0.157243, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-1.94490555e+02  1.02043295e+01 -8.19395828e+01  0.00000000e+00
  1.90000000e+01  1.00000000e+00  3.59901672e+02  3.15582458e+02
 -1.44125544e-03  2.62770846e+00  6.00000000e+00  1.79206147e+01
  0.00000000e+00  1.34925961e+00  7.75246210e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  4.50000000e+01
  0.00000000e+00  1.00000000e+02  3.41760361e-01  3.17958694e+00]",20,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
0,"[-2.17220642e+02  1.02043428e+01 -6.46360245e+01  0.00000000e+00
  1.90000000e+01  0.00000000e+00  4.85391729e-02  2.76715027e+02
  3.59639435e+02  3.35047587e+00  7.00000000e+00  4.46273409e+01
  0.00000000e+00  1.34836311e+00  1.45524088e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02  5.44366367e+01  3.05908337e-01]",21,by model,0.0,No collision,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,False
