Episode,State,Action,Collision_Probability,Collision_Probability_Per_StepDone
3,"[ 2.37744186e+02 -5.71532917e+00 -8.07192230e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01  1.00000000e+00
  1.57422149e+00  1.44917923e+02  3.59545990e+02  2.05156390e-02]",34,1.0,"[0.999974, 0.999974, 0.999974, 0.999974, 0.27935, 0.999974, 0.999974, 0.279621, 0.278653, 0.478705, 0.478334, 0.478137]",False
3,"[ 2.37821243e+02 -5.71983957e+00 -8.07050629e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01  1.00000000e+00
  2.14819431e+00  1.46804871e+02  3.59685181e+02  1.15097442e-02]",0,1.0,"[0.477935, 0.496853, 0.343554, 0.62163, 0.40646, 0.649408, 0.38685, 0.34394, 0.312671, 0.999976, 0.474547, 0.474425]",False
3,"[ 2.37859985e+02 -5.71393728e+00 -8.06860580e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  1.86062205e+00  1.47328110e+02  3.20656523e-02  7.20308690e-03]",29,1.0,"[0.474294, 0.274883, 0.999977, 0.367472, 0.632642, 0.642814, 0.390385, 0.357304, 0.308194, 0.999976, 0.274278, 0.999974]",False
3,"[ 2.37881256e+02 -5.70745182e+00 -8.06764603e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  1.41694021e+00  1.47691879e+02  3.24160844e-01  2.44210034e-03]",33,1.0,"[0.274226, 0.274188, 0.274137, 0.274133, 0.274125, 0.274124, 0.473088, 0.274103, 0.274136, 0.274152, 0.999974, 0.27413]",False
3,"[ 2.37897034e+02 -5.70500851e+00 -8.06698532e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  1.22079647e+00  1.48019043e+02  4.29206043e-01  4.41223381e-03]",38,1.0,"[0.274149, 0.999974, 0.473122, 0.473161, 0.274176, 0.535474, 0.367162, 0.40339, 0.999983, 0.999983, 0.393594, 0.349617]",False
3,"[ 2.37911728e+02 -5.70401144e+00 -8.06644440e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01 -1.00000000e+00
  1.12580001e+00  1.48344803e+02  4.84580636e-01  5.66962943e-03]",25,1.0,"[0.322868, 0.541726, 0.274293, 0.473396, 0.999974, 0.999974, 0.999977, 0.375771, 0.999982, 0.413143, 0.399373, 0.365137]",False
3,"[ 2.37925537e+02 -5.70356941e+00 -8.06601257e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01  1.00000000e+00
  1.07166016e+00  1.48634232e+02  5.33381641e-01  1.71183516e-03]",34,1.0,"[0.999977, 0.316669, 0.274612, 0.999974, 0.274665, 0.274703, 0.999974, 0.274724, 0.274782, 0.999974, 0.999974, 0.474158]",False
3,"[ 2.37939011e+02 -5.70347786e+00 -8.06558228e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01  1.00000000e+00
  1.04260731e+00  1.48915985e+02  5.30316353e-01  3.22629382e-03]",34,1.0,"[0.474245, 0.474272, 0.482136, 0.999974, 0.474429, 0.474492, 0.999974, 0.474619, 0.275206, 0.329722, 0.999981, 0.999983]",False
3,"[ 2.37953079e+02 -5.70367718e+00 -8.06519928e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.40000000e+01  0.00000000e+00
  1.02976537e+00  1.49219711e+02  5.68966329e-01  5.08008981e-03]",7,1.0,"[0.679279, 0.999983, 0.999982, 0.341982, 0.329542, 0.329696, 0.999974, 0.999974, 0.999974, 0.513693, 0.99998, 0.999982]",True
4,"[-36.29008102  -1.48933303 -12.20135498   0.           0.
   0.          12.          -1.           1.29036939  98.08188629
 359.68258667   4.0126839 ]",46,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
4,"[-8.96057320e+00 -1.96134782e+00 -1.78588238e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.75913575e-02  1.08187065e+02  4.54032838e-01  9.23608294e+00]",35,1.0,"[0, 0.14584, 0.461346, 1, 0.031586, 0.02851, 0.028133, 0.028087, 0.028076, 0.028066, 0.028062, 0.028057]",False
4,"[ 7.44633341e+00 -2.22042823e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.42404401e+00  1.08349022e+02  3.59950012e+02  3.86213651e-05]",14,0.028,"[0.028052, 0.028046, 0.028041, 0.028036, 0.028029, 0.028023, 0.028018, 0.028013, 0.028008, 0.028003, 0.027998, 0.027994]",False
4,"[ 7.44661951e+00 -2.22043490e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+01  1.00000000e+00
  1.42404771e+00  1.08349022e+02  3.59949982e+02  3.87635475e-05]",34,0.055,"[0.055192, 0.055182, 0.055173, 0.027973, 0.027968, 0.027963, 0.027957, 0.027946, 0.027941, 0.027934, 0.02793, 0.027925]",False
4,"[ 7.44690561e+00 -2.22044134e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+01  1.00000000e+00
  1.42404807e+00  1.08349022e+02  3.59949982e+02  3.88458180e-05]",9,0.028,"[0.02792, 0.027915, 0.027908, 0.027904, 0.027899, 0.027893, 0.027886, 0.02788, 0.027875, 0.027869, 0.027864, 0.027857]",False
4,"[ 7.44719172e+00 -2.22044802e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01  1.00000000e+00
  1.42404604e+00  1.08349022e+02  3.59949982e+02  3.88654756e-05]",44,0.028,"[0.027849, 0.027844, 0.027838, 0.027827, 0.027816, 0.027811, 0.027806, 0.027797, 0.02779, 0.027785, 0.027779, 0.027774]",False
4,"[ 7.44747782e+00 -2.22045469e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.42404962e+00  1.08349022e+02  3.59949982e+02  3.87822470e-05]",26,0.028,"[0.027766, 0.027757, 0.027752, 0.027746, 0.027739, 0.027727, 0.027722, 0.027714, 0.027709, 0.0277, 0.02769, 0.027679]",False
4,"[ 7.44776392e+00 -2.22046137e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.42405117e+00  1.08349022e+02  3.59949982e+02  3.86112965e-05]",34,0.055,"[0.054583, 0.054568, 0.054556, 0.027648, 0.027641, 0.027634, 0.027629, 0.027615, 0.02761, 0.027605, 0.027594, 0.027588]",False
4,"[ 7.44805002e+00 -2.22046804e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.42405450e+00  1.08349022e+02  3.59949982e+02  3.88313654e-05]",36,0.028,"[0.027581, 0.027574, 0.027565, 0.027556, 0.027551, 0.027545, 0.027539, 0.027532, 0.027525, 0.027517, 0.02751, 0.027502]",False
4,"[ 7.44833612e+00 -2.22047448e+00 -2.34064960e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.42405713e+00  1.08349022e+02  3.59949982e+02  3.84995326e-05]",4,0.027,"[0.027497, 0.027491, 0.027485, 0.027481, 0.027471, 0.027464, 0.027455, 0.027449, 0.027443, 0.027435, 0.027423, 0.027418]",True
5,"[-37.83641815  -1.4602865  -12.43250751   0.           0.
   0.          12.          -1.           1.15206409 104.51457214
 359.08139038   4.25001216]",29,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[-2.73729095e+01 -1.73960352e+00 -1.52399721e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.19547880e+00  1.05162964e+02  3.59550537e+02  9.94371796e-03]",38,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[-2.73727341e+01 -1.73981798e+00 -1.52407475e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.09068608e+00  1.05159309e+02  3.59546600e+02  5.63455818e-05]",7,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[-2.73727322e+01 -1.73981810e+00 -1.52407475e+01  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.09065044e+00  1.05155571e+02  3.59546448e+02  5.65156656e-05]",46,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[-6.40710115e+00 -1.96831512e+00 -2.07615223e+01  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.58750820e-01  1.01401306e+02  4.38601784e-02  2.80484727e+00]",48,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[ 21.70243263  -2.48601389 -24.064188     0.           0.5
   0.          12.           1.           1.27768409  94.53562164
 359.66973877   3.76135619]",10,0.999,"[0, 0.998732, 0.998704, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[ 2.35015354e+01 -2.51762676e+00 -2.42072697e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.09115791e+00  9.45109711e+01  3.59811646e+02  2.62171043e-05]",16,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[ 2.35015354e+01 -2.51762676e+00 -2.42072697e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.09115577e+00  9.45109711e+01  3.59811615e+02  2.63016012e-05]",13,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[ 2.35015354e+01 -2.51762676e+00 -2.42072697e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.40000000e+01 -1.00000000e+00
  1.09115469e+00  9.45109711e+01  3.59811615e+02  2.62991799e-05]",1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
5,"[ 2.35015354e+01 -2.51762676e+00 -2.42072697e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.40000000e+01 -1.00000000e+00
  1.09116006e+00  9.45109711e+01  3.59811646e+02  2.63283198e-05]",0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
6,"[-37.29772568  -1.47418952 -12.61420536   0.           0.
   0.          12.          -1.           1.26071668 105.13304901
 359.0536499    4.17592472]",10,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
6,"[-3.17593842e+01 -1.62044454e+00 -1.41380043e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.59572661e+00  1.05416054e+02  3.59200470e+02  5.67391746e-05]",33,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
6,"[-3.17593842e+01 -1.62044454e+00 -1.41380043e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.59572613e+00  1.05416054e+02  3.59200470e+02  5.69108583e-05]",9,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
6,"[-3.17593842e+01 -1.62044466e+00 -1.41380043e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  1.59572613e+00  1.05416054e+02  3.59200470e+02  5.68170499e-05]",2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
6,"[ -6.51601028  -1.96854353 -21.25460434   0.           0.
   0.          12.          -1.           0.2364409  105.69496918
   0.1577996    8.73685595]",23,0.124,"[0, 0.124481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
6,"[ 35.51242828  -2.76201701 -31.01796532   0.           0.
   0.          12.           1.           1.00208879 107.18112946
 359.33200073   7.68537886]",22,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.442747, 0.622616, 1]",False
6,"[ 75.89407349  -3.43013668 -39.47845078   0.           0.
   0.          12.          -1.           0.26508281  98.84371185
   0.66669488   7.92999415]",25,1.0,"[0.564342, 0.626412, 1, 1, 0.077143, 1, 0.081866, 0.156916, 0.081804, 0.156904, 0.081796, 0.081793]",False
6,"[ 8.63078613e+01 -3.57963800e+00 -4.13919067e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  8.15305948e-01  1.04018410e+02  3.59893860e+02  8.20103501e-04]",2,1.0,"[0.156873, 0.081794, 0.081786, 0.156888, 0.08179, 0.0818, 0.156888, 0.999954, 0.999958, 0.081784, 0.081785, 0.999954]",False
6,"[ 8.63088913e+01 -3.57973671e+00 -4.13911629e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  8.20495248e-01  1.04045479e+02  3.59896027e+02  1.47665418e-03]",6,1.0,"[0.15686, 0.999954, 0.081771, 0.081774, 0.081776, 0.081773, 0.081757, 0.081768, 0.081767, 0.081764, 0.081753, 0.999954]",False
6,"[ 8.63099899e+01 -3.57976556e+00 -4.13900795e+01  0.00000000e+00
  2.00000003e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  8.22902739e-01  1.04090546e+02  3.59891174e+02  1.51439996e-03]",2,1.0,"[0.999954, 0.081755, 0.081747, 0.999954, 0.081743, 0.081733, 0.081733, 0.081733, 0.081734, 0.081727, 0.081725, 0.081714]",False
6,"[ 8.63111649e+01 -3.57979059e+00 -4.13889809e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.24875712e-01  1.04126785e+02  3.59888641e+02  1.34457691e-03]",34,1.0,"[0.999954, 0.08172, 0.081717, 0.081703, 0.081713, 0.081704, 0.0817, 0.081703, 0.081699, 0.081696, 0.999954, 0.999954]",False
6,"[ 8.63122253e+01 -3.57980180e+00 -4.13882484e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.23277235e-01  1.04136154e+02  3.59888153e+02  1.78372947e-04]",26,1.0,"[0.081693, 0.081693, 0.081698, 0.081698, 0.999958, 0.081689, 0.999954, 0.081677, 0.081685, 0.081683, 0.081688, 0.081678]",False
6,"[ 8.63133850e+01 -3.57981014e+00 -4.13874741e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.23023260e-01  1.04185074e+02  3.59888367e+02  9.17762881e-04]",7,1.0,"[0.081675, 0.081671, 0.081666, 0.081675, 0.156668, 0.081663, 0.081673, 0.081666, 0.999958, 0.081662, 0.081652, 0.156631]",False
6,"[ 8.63144760e+01 -3.57982635e+00 -4.13864212e+01  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  8.19850862e-01  1.04233337e+02  3.59889832e+02  3.18552247e-04]",50,1.0,"[0.081661, 0.081657, 0.999954, 0.156621, 0.081644, 0.08164, 0.081636, 0.999954, 0.081627, 0.081627, 0.081621, 0.999954]",False
6,"[ 8.63157272e+01 -3.57983470e+00 -4.13850746e+01  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  8.23172033e-01  1.04267921e+02  3.59892853e+02  7.09284805e-04]",0,1.0,"[0.999954, 0.08161, 0.999954, 0.081607, 0.081598, 0.081603, 0.081604, 0.081598, 0.999954, 0.081595, 0.999954, 0.999958]",True
7,"[-35.62490845  -1.51585007 -13.06058788   0.           0.
   0.          12.          -1.           1.37089694 105.13786316
 359.06741333   4.28519139]",43,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
7,"[ 10.95750523  -2.33100343 -26.32785606   0.           0.
   0.          12.          -1.           1.40318692 105.76251221
 359.80358887  13.28880201]",4,1.0,"[0.216214, 0.118787, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",False
7,"[ 32.86565018  -2.73276949 -31.18597412   0.5          0.
   0.5         12.          -1.           0.94572061 101.36238861
 358.8442688    2.379739  ]",42,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
7,"[ 62.54005432  -3.20556569 -35.46000671   0.5          0.
   0.5         12.           1.           0.94089061 101.82218933
   0.16669272   7.56869431]",2,0.234,"[0, 0.076044, 0.213799, 0.233934, 0.210337, 0.125016, 0.06118, 0, 0, 0, 0, 0]",False
7,"[109.80380249  -3.88242149 -47.62391663   0.           0.
   0.          12.           1.           0.67595083 105.35729218
 359.77148438   7.11192622]",27,1.0,"[0.115939, 0.051174, 0.105922, 0.146607, 0.178515, 0.204832, 0.999858, 0.999802, 0.99973, 0.999682, 0.999638, 0.9996]",False
7,"[ 1.79926865e+02 -4.69877911e+00 -6.63366699e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.46755505e-01  1.05294571e+02  1.66828007e-01  1.39675101e+01]",40,1.0,"[0.999565, 0.999671, 0.999815, 1, 0.459914, 0.458083, 0.45444, 0.999788, 0.999805, 0.999823, 0.43302, 0.431404]",False
7,"[ 2.05927902e+02 -5.09138966e+00 -7.31505585e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.21295655e+00  1.02116707e+02  1.47029832e-02  8.73333329e-03]",29,1.0,"[0.610922, 0.429277, 0.428698, 0.428833, 0.427768, 0.41684, 0.411175, 0.40917, 0.403102, 0.393055, 0.374096, 0.999927]",False
7,"[ 2.06670959e+02 -5.10310745e+00 -7.32282867e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  4.77747828e-01  1.01904221e+02  1.42582428e+00  3.04647562e-02]",35,1.0,"[0.363947, 0.999926, 0.358999, 0.999925, 0.34973, 0.999924, 0.345371, 0.341228, 0.33703, 0.333259, 0.329819, 0.326464]",False
7,"[ 2.06945908e+02 -5.10463285e+00 -7.32122955e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.03302085e-01  1.02628944e+02  7.19753861e-01  5.28844038e-02]",48,1.0,"[0.323121, 0.319744, 0.999919, 0.313204, 0.309571, 0.305236, 0.300336, 0.294898, 0.288358, 0.279164, 0.269824, 0.261262]",False
7,"[ 2.07442169e+02 -5.11303711e+00 -7.32503433e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  5.30626416e-01  1.02883240e+02  7.88647234e-01  1.42527370e-01]",26,1.0,"[0.258644, 0.999907, 0.999904, 0.999901, 0.9999, 0.999897, 0.999967, 0.999895, 0.999892, 0.999889, 0.150094, 0.149484]",False
7,"[ 2.08209213e+02 -5.12483978e+00 -7.33218994e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  8.48405421e-01  1.03351799e+02  1.40955222e+00  1.02825577e-02]",4,1.0,"[0.148679, 0.147907, 0.14723, 0.146625, 0.146001, 0.1454, 0.144812, 0.144235, 0.143495, 0.142617, 0.141491, 0.999887]",False
7,"[ 2.08243500e+02 -5.12491655e+00 -7.32955704e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  8.32802176e-01  1.03538994e+02  3.41621548e-01  1.21745090e-02]",17,1.0,"[0.138399, 0.999887, 0.999885, 0.999882, 0.999877, 0.999868, 0.999857, 0.999852, 0.999846, 0.999842, 0.999842, 0.999841]",False
7,"[ 2.11004425e+02 -5.17322540e+00 -7.39560242e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  1.02095091e+00  1.03634109e+02  1.92425340e-01  2.64756914e-01]",16,1.0,"[0.999839, 0.999838, 0.999837, 0.999837, 0, 0, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.06639934e+00  1.03633240e+02  1.92402482e-01  3.09323039e-05]",50,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.06639612e+00  1.03633240e+02  1.92398429e-01  3.22065778e-05]",9,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01 -1.00000000e+00
  1.06640017e+00  1.03633240e+02  1.92403495e-01  3.27626774e-05]",2,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.06639767e+00  1.03633240e+02  1.92400292e-01  3.22043201e-05]",11,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01  1.00000000e+00
  1.06639647e+00  1.03633240e+02  1.92397416e-01  3.27978117e-05]",31,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01  1.00000000e+00
  1.06639707e+00  1.03633240e+02  1.92399606e-01  3.22030904e-05]",49,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",False
7,"[ 2.11459564e+02 -5.18149948e+00 -7.40646362e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01  0.00000000e+00
  1.06639910e+00  1.03633240e+02  1.92401528e-01  3.21352005e-05]",37,1.0,"[0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993, 0.99993]",True
8,"[-35.36706543  -1.52254081 -13.1403017    0.           0.
   0.          12.          -1.           1.32416081 105.22638702
 359.06408691   4.97715264]",29,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[-26.37207031  -1.76769674 -15.65486622   0.           0.
   0.          12.          -1.           0.9383077  105.70521545
 359.49307251   1.24281654]",21,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[-1.71750698e+01 -1.88138080e+00 -1.80861969e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  2.72711784e-01  1.03094360e+02  3.59830383e+02  2.00063264e+00]",45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[-4.84649450e-01 -2.05775881e+00 -2.22311134e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.10714424e+00  1.03827499e+02  3.14066447e-02  4.48949851e+00]",30,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[ 30.38276482  -2.71527529 -31.69919014   0.           0.
   0.          12.           1.           0.99560785 107.81285858
 358.36825562   6.53521573]",16,1.0,"[0, 0.9995, 0.999467, 0.999434, 0.999399, 0, 0, 0, 0.999228, 0.999159, 0.999085, 0.999009]",False
8,"[ 91.54218292  -3.70660782 -38.02822876   0.           0.
   0.          12.           1.           0.57448614 108.22036743
   1.33730602  15.37241071]",50,0.999,"[0.998933, 0.998863, 0.998797, 0.998733, 0.998663, 0.998594, 0.998527, 0.998464, 0.998405, 0.998355, 0.998318, 0.998293]",False
8,"[159.50923157  -4.45811462 -60.90010452   0.           0.
   0.          12.          -1.           0.93241507 106.28942871
 359.65756226   4.22860101]",41,1.0,"[0.998276, 0.99827, 0.999777, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[ 1.61719559e+02 -4.48569155e+00 -6.15383148e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.16447473e-01  1.06093658e+02  3.59688904e+02  2.90523049e-05]",5,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[ 1.61728149e+02 -4.48580980e+00 -6.15416222e+01  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.16489077e-01  1.06093269e+02  3.59688965e+02  2.90754637e-05]",1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[ 1.61728149e+02 -4.48580980e+00 -6.15416222e+01  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.16492832e-01  1.06093269e+02  3.59688995e+02  2.92482927e-05]",35,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
8,"[ 1.61728149e+02 -4.48580980e+00 -6.15416222e+01  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01  1.00000000e+00
  7.16491640e-01  1.06093269e+02  3.59688995e+02  2.92029983e-05]",14,0.998,"[0, 0, 0, 0, 0, 0, 0, 0, 0.998268, 0.998258, 0.99824, 0.998216]",False
8,"[166.89268494  -4.54214001 -63.01863861   1.           0.
   1.          10.           1.           0.4680616  105.84786987
 359.82168579   4.98173193]",4,0.998,"[0.998189, 0.99816, 0.99813, 0.9981, 0.99807, 0.998043, 0.998018, 0.997994, 0.997972, 0.99796, 0.997954, 0.997942]",False
8,"[ 1.93283554e+02 -4.88943148e+00 -7.07432785e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.00000000e+01  1.00000000e+00
  6.59193575e-01  1.06243027e+02  4.91634645e-02  3.30106108e+00]",12,1.0,"[0.997925, 0.997919, 0.997911, 0.997905, 0.9999, 0.997905, 0.997905, 0, 0, 0.997904, 0, 0]",False
8,"[ 1.97125839e+02 -4.94549513e+00 -7.17544556e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.00000000e+01 -1.00000000e+00
  7.63060451e-01  1.03722504e+02  3.59984406e+02  3.31247494e-01]",41,1.0,"[0, 0, 0.997891, 0.997876, 0.997861, 1, 0.999955, 0.095134, 0.095086, 0.095073, 0.095055, 0.095046]",False
8,"[ 2.02173630e+02 -5.02093506e+00 -7.27992935e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.00000000e+01 -1.00000000e+00
  8.74363959e-01  1.02747032e+02  1.19342566e-01  1.63266159e-05]",20,1.0,"[0.096104, 0.096089, 0.095837, 0.095475, 0.095311, 0.096115, 0.096105, 0.09611, 0.999955, 0.999955, 0.095234, 0.095176]",False
