Episode,State,Action,Collision_Probability,Collision_Probability_Per_StepDone
0,"[-38.26409149  -1.44991171 -12.35403919   0.           0.
   0.          12.          -1.           1.3528372  105.13658905
 359.04678345   2.46897738]",48,0.0,"{'TTC': [100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000], 'collision_speed': 0, 'collision_type': 'None', 'distance': [100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000], 'probability': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",False
0,"[-3.24469185e+01 -1.60054088e+00 -1.39607887e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.59351289e+00  1.05424240e+02  3.59153381e+02  5.47367236e-05]",19,0.0,"{'TTC': [100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000], 'collision_speed': 0, 'collision_type': 'None', 'distance': [100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000, 100000], 'probability': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",False
