Episode,State,Action,Collision_Probability,Collision_Probability_Per_StepDone
0,"[-38.85447311  -1.43476272 -12.19284534   0.           0.
   0.          12.          -1.           1.40018094 105.08995056
 359.06283569   1.64447259]",15,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.94502697e+01 -1.69208968e+00 -1.47889042e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.83693182e+00  1.05511162e+02  3.59232239e+02  6.07138867e-05]",36,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.65351238e+01 -1.76430130e+00 -1.56089926e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  9.24371779e-01  1.05560570e+02  3.59482880e+02  4.88421685e-05]",48,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
