Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-38.26747131  -1.4497838  -12.35245705   0.           0.
   0.          12.          -1.           1.32507169 105.11909485
 359.04763794   2.27057623]",26,1.0,"[0, 0.167346, 1, 1, 0.08186, 0.081634, 0.081521, 0.081421, 0.08134, 0.081264, 0.081201, 0.081145]",False
0,"[-3.21517982e+01 -1.61439764e+00 -1.40387115e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.89934075e+00  1.05001534e+02  3.59307831e+02  6.04369652e-05]",28,0.156,"[0.155611, 0.081054, 0.155467, 0.08098, 0.08095, 0.080921, 0.080896, 0.080872, 0.080848, 0.080827, 0.080804, 0.080783]",False
0,"[-3.21514168e+01 -1.61298180e+00 -1.40388212e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.83850408e+00  1.04995934e+02  3.59292267e+02  4.64991228e-04]",51,0.155,"[0.080762, 0.080742, 0.080723, 0.080703, 0.154863, 0.080668, 0.080651, 0.080634, 0.08062, 0.080604, 0.080588, 0.080572]",False
0,"[-3.21508255e+01 -1.61154640e+00 -1.40388393e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.75010574e+00  1.04992264e+02  3.59247345e+02  5.19274068e-05]",14,1.0,"[0.082396, 0.082915, 0.159468, 0.082188, 0.157379, 0.08244, 0.082163, 0.081901, 0.082264, 0.084368, 0.999958, 0.999959]",False
0,"[-32.16853333  -1.61664224 -14.05108833   0.           0.
   0.          10.           1.           1.68500197 104.17718506
 359.324646     0.62975416]",45,1.0,"[0.348645, 1, 0.217054, 0.270706, 0.310147, 0.349598, 0.394261, 0.423239, 0.487055, 0.536538, 0.571044, 0.629142]",False
0,"[-30.02755356  -1.65977633 -13.72802925   0.           0.
   0.          10.           1.           1.54239345  91.89756775
 359.29754639   2.72336218]",9,1.0,"[1, 0.54584, 0.555054, 0.372367, 0.645594, 1, 1, 1, 0.770205, 1, 0.771956, 1]",False
0,"[-1.83151531e+01 -1.87600672e+00 -1.72094917e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.00310254e+00  9.24733429e+01  3.53140015e+02  1.03974662e+00]",30,1.0,"[0.75935, 0.753698, 0.748599, 0.741562, 1, 0.727794, 1, 1, 1, 0.676017, 1, 1]",False
0,"[-3.20720901e+01 -1.71365643e+00 -1.78744793e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  9.34211850e-01  8.87942505e+01  3.58120392e+02  4.87612648e+00]",41,1.0,"[1, 0.999948, 0.999924, 0, 0, 0, 0.10427, 0.618248, 1, 0.541096, 0.401684, 0.34342]",False
0,"[-3.63600388e+01 -1.63466120e+00 -1.85304012e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  1.90605676e+00  8.88775101e+01  3.59881592e+02  1.37310532e+00]",33,1.0,"[0.999966, 0.381838, 0.388935, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090424e+01 -1.62267590e+00 -1.85444202e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  2.13384080e+00  8.92297211e+01  3.30198593e-02  3.55182953e-05]",20,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090424e+01 -1.62267876e+00 -1.85444183e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01  1.00000000e+00
  2.13390326e+00  8.92355194e+01  3.29389125e-02  3.51130330e-05]",43,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090424e+01 -1.62268186e+00 -1.85444164e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01  1.00000000e+00
  2.13396025e+00  8.92413254e+01  3.28536890e-02  3.51573617e-05]",24,0.43,"[0, 0.045469, 0.265298, 0.429602, 0.429602, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090462e+01 -1.62268507e+00 -1.85444145e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01  1.00000000e+00
  2.13402128e+00  8.92471390e+01  3.27753052e-02  3.51328458e-05]",23,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090462e+01 -1.62268782e+00 -1.85444126e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  2.13408279e+00  8.92529449e+01  3.26979831e-02  3.51011406e-05]",25,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.69090462e+01 -1.62269115e+00 -1.85444107e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.00000000e+01 -1.00000000e+00
  2.13414216e+00  8.92587509e+01  3.26152183e-02  3.52071026e-05]",10,0.43,"[0, 0, 0, 0.049367, 0.268717, 0.429601, 0.429601, 0, 0, 0, 0, 0]",True
1,"[-35.11880112  -1.52871561 -13.21633339   0.           0.
   0.          12.          -1.           1.22977614 105.32148743
 359.08227539   5.8135251 ]",41,0.512,"[0, 0, 0.196518, 0.447548, 0.51213, 0.28977, 0.37952, 0.291632, 0.169534, 0, 0, 0]",False
1,"[ 14.16977978  -2.38862514 -25.86465836   0.           0.
   0.          12.          -1.           0.85886765 108.93739319
   0.61773503  10.31876012]",22,1.0,"[0, 0.123351, 0.485034, 0.682851, 1, 0.279425, 0.274532, 0.264581, 0.264872, 0.264904, 0.264559, 0.266165]",False
1,"[ 3.60683784e+01 -2.84091353e+00 -3.35113907e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.52172625e+00  1.06523666e+02  3.58272583e+02  2.21769931e-02]",0,1.0,"[0.999963, 0.999963, 0.264761, 0.264543, 0.265723, 0.266688, 0.999963, 0.26542, 0.459676, 0.264999, 0.26489, 0.461502]",False
1,"[ 3.60725060e+01 -2.83578277e+00 -3.35179901e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.23127198e+00  1.06731346e+02  3.58453156e+02  6.15039283e-03]",3,1.0,"[0.460158, 0.265062, 0.265107, 0.264886, 0.264874, 0.266923, 0.266914, 0.999963, 0.265946, 0.460395, 0.459616, 0.265039]",False
