Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
225,0,"[-6.88253708e+01  1.02041683e+01 -1.16561615e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59871002e+02  2.23831512e+02
 -4.88062901e-03  5.91005111e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.46860175e+00 -7.65005576e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02  2.45789406e-01  9.74165782e-01]",99,0.205284,0.205284,"[0, 0, 0.205284, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,False
225,1,"[-1.03046806e+02  1.02036886e+01 -1.52786179e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.38369977e-01  2.27553314e+02
  2.28695527e-01  7.31735945e+00  1.00000000e+00  8.20759146e+01
  5.00207508e+00  1.34780238e+00 -8.31004283e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.98416797e+01  1.00000000e+02 -8.85958868e+00 -2.00875412e+00]",55,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SUV is driving ahead (far) of the ego vehicle and switching lane.,False
225,2,"[-1.25625908e+02  1.02039318e+01 -1.48678741e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59858124e+02  3.11361511e+02
  6.95916340e-02  6.72719581e+00  2.00000000e+00  3.53597012e+01
  1.00003813e+01  1.34951498e+00  8.48586009e-01  2.49397709e+00
  6.35014703e+00  1.51165369e+00  2.82887807e+00  5.55297184e+01
  0.00000000e+00  1.00000000e+02 -2.98331145e+00  2.10669354e+00]",54,0.281347,0.281347,"[0, 0, 0.281347, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white BoxTruck is driving from the opposite direction (far) and switching lane.,False
225,3,"[-1.66593536e+02  1.02034531e+01 -1.09047768e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.77549210e-02  3.13844208e+02
 -3.69347236e-03  8.87079574e+00  3.00000000e+00  5.04990617e+01
  0.00000000e+00  1.34835897e+00  8.05588625e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  3.75983520e+01  1.00000000e+02 -1.93522999e+00 -2.91935940e+00]",30,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,False
225,4,"[-1.82811905e+02  1.02044878e+01 -9.30243759e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  2.96538733e-02  3.14973999e+02
  5.29881618e-05  9.12342506e-01  4.00000000e+00  3.89807533e+01
  9.98946717e+00  1.34847271e+00  7.85854242e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.45000000e+01  1.00000000e+02 -1.36379959e-01 -2.83763925e-01]",8,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Moderate wetness,False
225,5,"[-1.85249146e+02  1.02045364e+01 -9.05865631e+01  5.00000000e-01
  1.00000000e+01 -1.00000000e+00  6.27741590e-02  3.15041382e+02
  2.95234087e-04  1.42914294e-02  4.00000000e+00  4.18798749e+01
  1.00000084e+01  1.34827870e+00  7.84685944e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  6.79872903e+01  1.00000000e+02 -8.98414119e-02 -3.00000000e+00]",20,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Hatchback is driving ahead (far) of the ego vehicle and switching lane.,False
225,6,"[-1.85249603e+02  1.02044859e+01 -9.05861282e+01  5.00000000e-01
  1.00000000e+01 -1.00000000e+00  3.85114145e-05  3.15041534e+02
  1.18536072e-07  1.61627210e-05  5.00000000e+00  9.19870390e+01
  9.99964970e+00  1.34864556e+00  7.84670135e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99956034e+01  1.00000000e+02 -8.98414119e-02 -3.00000000e+00]",32,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink SUV is driving from the opposite direction (far) and maintaining lane.,False
225,7,"[-1.88321381e+02  1.02043695e+01 -8.75074921e+01  5.00000000e-01
  1.00000000e+01  1.00000000e+00  3.59850708e+02  3.15060669e+02
 -2.43326285e-05  1.36387486e+00  6.00000000e+00  2.46463770e+01
  1.11760110e+01  1.34956307e+00  7.84342838e-01  1.43285500e+00
  6.30888598e+00  1.11760123e+01  3.11135715e+00  9.44323294e+01
  0.00000000e+00  1.00000000e+02 -1.10874542e-02  2.81886275e+00]",13,-1,0.019962,"[0, 0, 0.019962, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pedestrian is crossing the road from left to right.,False
225,8,"[-2.14054260e+02  1.02042618e+01 -6.48979721e+01  5.00000000e-01
  1.00000000e+01  1.00000000e+00  8.59219059e-02  2.93136139e+02
  3.59659973e+02  4.01409457e+00  7.00000000e+00  2.99049943e+01
  0.00000000e+00  1.34811459e+00  1.16854182e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  2.01309490e+01  1.00000000e+02  3.53188930e+01 -9.71523516e-01]",134,-1,0.134757,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029627, 0.134757]",A yellow Sedan is crossing the road from left to right (far) and maintaining lane.,False
225,9,"[-2.25309097e+02  1.02041616e+01 -7.82329102e+01  5.00000000e-01
  1.00000000e+01  0.00000000e+00  3.59912018e+02  1.76843140e+02
  3.59843231e+02  4.56420853e+00  8.00000000e+00  4.45491738e+00
  5.58772777e+00  1.34919216e+00  5.58077823e-02  1.11044596e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.69853598e+01
  0.00000000e+00  1.00000000e+02  9.92713088e+00  3.40605301e+00]",120,0.34961,0.34961,"[0.133635, 0.064655, 0, 0, 0, 0.210323, 0.34961, 0.206497, 0, 0, 0, 0]",A yellow Sedan is driving from the opposite direction (near) and switching lane.,False
