Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
46,3,"[-1.43168961e+02  1.02032156e+01 -1.31427399e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59780762e+02  3.15664825e+02
  3.59978699e+02  9.74600596e+00  3.00000000e+00  1.60464920e+01
  0.00000000e+00  1.83371070e+00  7.73618080e-01  7.33296299e+01
  5.48335312e-02  1.76945598e+00  7.18218558e+00  0.00000000e+00
  1.92288530e+01  1.00000000e+02  4.79789112e-01 -4.87486972e-01]",125,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow SUV is driving from the opposite direction (near) and switching lane.,False
46,4,"[-1.78101440e+02  1.02039394e+01 -9.74649353e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  8.52456614e-02  3.14424469e+02
  3.54552944e-03  4.77035017e+00  4.00000000e+00  9.14501637e+00
  9.53674316e-05  1.34813036e+00  7.95426562e-01  1.06790959e+00
  2.91842240e-03  9.53674316e-05  1.08477342e+00  0.00000000e+00
  2.69328745e+01  1.00000000e+02 -3.61036956e-01 -1.59127786e+00]",92,0.310603,0.310603,"[0, 0, 0.129924, 0.235284, 0.291523, 0.310603, 0.305202, 0.286017, 0.280613, 0.280603, 0.280476, 0.277819]",A yellow SchoolBus is driving from the opposite direction (near) and switching lane.,False
46,5,"[-1.84525131e+02  1.02044954e+01 -9.11191483e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  9.81082208e-03  3.14727997e+02
  2.47198332e-05  1.61600627e-04  5.00000000e+00  3.61282271e+00
  0.00000000e+00  1.34857943e+00  7.90138600e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  6.99772412e+01  1.00000000e+02 -1.42104586e-01 -3.00000000e+00]",72,0.280599,0.280599,"[0.277817, 0.277817, 0.280599, 0.258199, 0.258138, 0.257822, 0.255935, 0.25448, 0.253043, 0.251647, 0.251644, 0.250082]",A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,False
46,6,"[-1.84933167e+02  1.02044821e+01 -9.07148972e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  8.94505810e-03  3.14741302e+02
  1.26378087e-04  3.15192519e-04  6.00000000e+00  3.75143773e+00
  9.53674316e-05  1.34861045e+00  7.89922475e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  6.99556104e+01  1.00000000e+02 -1.41696303e-01 -3.00000000e+00]",45,0.292894,0.292894,"[0.250076, 0.249654, 0.234638, 0.2344, 0.292894, 0.074559, 0, 0, 0, 0, 0, 0]",A white SchoolBus is crossing the road from right to left (far) and switching lane.,False
46,7,"[-1.88380371e+02  1.02043772e+01 -8.72938843e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59884735e+02  3.14794586e+02
  1.29266919e-04  1.92290165e+00  7.00000000e+00  1.14299422e+01
  1.51382588e+00  1.34935518e+00  7.88980428e-01  3.46350907e+00
  1.79006136e-01  5.90476669e+00  7.52045713e+00  9.92743664e+01
  0.00000000e+00  1.00000000e+02 -5.49457069e-02  2.74183880e+00]",15,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,False
46,8,"[-2.14091721e+02  1.02043114e+01 -6.47717438e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  9.40207839e-02  2.93227325e+02
  3.59754181e+02  3.60024692e+00  8.00000000e+00  2.74267087e+01
  5.58307212e+00  1.34809414e+00  1.16652950e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.45000000e+01  1.00000000e+02  3.39396727e+01 -4.90396150e-01]",40,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is driving from the opposite direction (far) and switching lane.,False
46,9,"[-2.25250336e+02  1.02043982e+01 -7.84314117e+01  0.00000000e+00
  1.00000000e+01  0.00000000e+00  2.09219083e-01  1.75138138e+02
  3.59931183e+02  2.90127942e+00  9.00000000e+00  8.20537754e+00
  5.58796981e+00  1.34735915e+00  8.51646912e-02  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  3.06190221e+01  1.00000000e+02  8.81298093e+00 -1.99218948e+00]",60,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,False
46,10,"[-2.17589874e+02  1.02027454e+01 -1.23907219e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59981995e+02  1.70836075e+02
  3.59878174e+02  1.05820746e+01  1.00000000e+01  8.50662685e+00
  1.11749173e+01  1.34876308e+00  1.60498048e-01  3.75139009e+00
  6.40633962e+00  4.82820363e+00  4.19556674e+00  0.00000000e+00
  1.48526286e+01  1.00000000e+02 -2.94048984e+00 -5.28787720e-02]",39,0.275117,0.275117,"[0, 0, 0, 0, 0, 0.166698, 0.275117, 0.222545, 0.02972, 0, 0, 0]",A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,False
46,11,"[-2.10188828e+02  1.02041864e+01 -1.70541855e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  1.21135131e-01  1.70371155e+02
  3.59980652e+02  4.04592290e+00  1.10000000e+01  1.27761469e+01
  1.11762088e+01  1.34789662e+00  1.68141283e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  3.75861071e+01  1.00000000e+02 -6.94058270e+00 -2.71964400e+00]",93,-1,0.059126,"[0, 0, 0, 0, 0.059126, 0, 0, 0, 0, 0, 0, 0]",A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,False
46,12,"[-2.09230774e+02  1.02044630e+01 -1.76695145e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59981659e+02  1.70905075e+02
 -4.96518514e-05  3.13324013e-01  1.20000000e+01  4.53587301e+01
  9.43210416e-02  1.34875869e+00  1.58733909e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  4.29578836e+01
  0.00000000e+00  1.00000000e+02  1.59937399e-01  3.51990309e-02]",95,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,True
47,0,"[ -64.51548004   10.20435238 -111.48971558    0.           10.
   -1.          359.82269287  231.5614624   359.96792603    1.49009361
    0.          100.          100.            1.87567168   -0.9015236
    0.            0.            0.            0.           84.29909821
    0.          100.           11.52937013    2.55729733]",33,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink SUV is crossing the road from right to left (far) and switching lane.,False
47,1,"[-8.99985504e+01  1.02033272e+01 -1.38575302e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59980835e+02  2.21723099e+02
  3.59990387e+02  9.21077244e+00  1.00000000e+00  2.91235513e+01
  5.58856935e+00  1.34876579e+00 -7.28165748e-01  2.16692757e+00
  2.65079444e-01  5.58856984e+00  1.58806093e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -6.00484274e-01  1.70539674e-01]",36,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is driving ahead (far) of the ego vehicle and switching lane.,False
47,2,"[-1.16822426e+02  1.02042084e+01 -1.55408524e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59949982e+02  2.95624390e+02
  2.03378856e-01  4.08470247e+00  2.00000000e+00  5.43738749e+01
  3.81469727e-03  1.34895422e+00  1.12264410e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -2.01759696e+01  2.45256970e-01]",30,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,False
47,3,"[-1.54497971e+02  1.02028627e+01 -1.21210419e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59987152e+02  3.14980682e+02
  2.87055910e-01  1.03650564e+01  3.00000000e+00  3.61839602e+01
  8.13581119e-01  1.34873215e+00  7.84430188e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  2.06715379e+01  1.00000000e+02  6.90405129e+00 -2.61859801e-01]",63,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,False
47,4,"[-1.77672348e+02  1.02044859e+01 -9.76213989e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59985840e+02  3.16830017e+02
 -9.68940964e-04  3.24029335e-01  4.00000000e+00  1.17141795e+01
  0.00000000e+00  1.34873414e+00  7.53461563e-01  1.66619155e+00
  3.93425308e-02  5.53815854e-01  1.99302995e+00  7.63678289e+01
  0.00000000e+00  1.00000000e+02  3.55912907e+00  6.88500274e-01]",52,0.253211,0.253211,"[0, 0, 0, 0, 0, 0, 0, 0.072886, 0.154812, 0.213836, 0.253211, 0.249417]",A yellow Jeep is driving from the opposite direction (far) and switching lane.,False
47,5,"[-1.84297485e+02  1.02045288e+01 -9.09901276e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.44150418e-02  3.14474487e+02
  7.42056291e-04  7.72566145e-04  5.00000000e+00  3.75304405e+00
  0.00000000e+00  1.34838366e+00  7.94572439e-01  3.04517304e+00
  2.52469760e+00  1.00000716e+01  3.95269350e+00  0.00000000e+00
  4.74564294e+01  1.00000000e+02  6.92277421e-01 -3.88416336e-02]",95,0.252941,0.252941,"[0.252106, 0.252921, 0.252924, 0.252922, 0.252922, 0.252928, 0.252928, 0.252932, 0.252932, 0.252941, 0.252941, 0.25294]",A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,False
47,6,"[-1.84323257e+02  1.02044859e+01 -9.09649887e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.70681433e-05  3.14478363e+02
 -8.43413181e-06  9.88454490e-06  5.00000000e+00  3.73542935e+00
  0.00000000e+00  1.34864716e+00  7.94502643e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  6.99981276e+01  1.00000000e+02  7.54956436e-01 -3.00000000e+00]",29,0.252943,0.252943,"[0.25294, 0.252943, 0.252943, 0.252943, 0.086667, 0, 0, 0, 0, 0, 0, 0]",A pink Sedan is driving from the opposite direction (far) and maintaining lane.,False
47,7,"[-1.90388779e+02  1.02041254e+01 -8.50409317e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59868011e+02  3.14357086e+02
  1.92344049e-03  4.77522357e+00  6.00000000e+00  2.20502592e+01
  1.11754624e+01  2.47023516e+00  7.96687088e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.58849271e+01
  0.00000000e+00  1.00000000e+02 -6.55626323e-02  2.72586711e+00]",64,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,False
47,8,"[-2.16343048e+02  1.02043591e+01 -6.43982010e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  4.41223867e-02  2.80653564e+02
  3.59667572e+02  3.21261229e+00  7.00000000e+00  6.18089734e+01
  9.46143687e+00  1.34838192e+00  1.38637085e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.66817892e+01
  0.00000000e+00  1.00000000e+02  5.10478160e+01  3.77498407e-01]",6,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy fog,False
47,9,"[-2.24689819e+02  1.02040844e+01 -8.27351227e+01  1.00000000e+01
  1.00000000e+01  0.00000000e+00  3.59917755e+02  1.72751755e+02
  3.59937469e+02  6.02111043e+00  7.00000000e+00  9.48103093e+01
  0.00000000e+00  1.34915619e+00  1.26795201e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.65756749e+01
  0.00000000e+00  1.00000000e+02  2.44090758e-01  3.61686320e+00]",130,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue SUV is crossing the road from left to right (far) and maintaining lane.,False
47,10,"[-2.17054962e+02  1.02035093e+01 -1.26777931e+02  1.00000000e+01
  1.00000000e+01 -1.00000000e+00  3.59928955e+02  1.69467697e+02
  3.59904694e+02  8.75359311e+00  8.00000000e+00  5.70703976e+01
  1.99878391e+01  1.34908515e+00  1.84259207e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -2.33298669e+00  1.34952189e+00]",55,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SUV is driving ahead (far) of the ego vehicle and switching lane.,False
47,11,"[-2.09923965e+02  1.02041988e+01 -1.71211807e+02  1.00000000e+01
  1.00000000e+01  1.00000000e+00  8.00641850e-02  1.71387802e+02
  3.59994019e+02  4.16978252e+00  9.00000000e+00  5.45945498e+01
  4.00340758e+00  1.34815378e+00  1.50340570e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  4.15234664e+01  1.00000000e+02  2.87086281e-01 -3.18720433e+00]",95,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,False
47,12,"[-2.09053558e+02  1.02044630e+01 -1.76864685e+02  1.00000000e+01
  1.00000000e+01  1.00000000e+00  3.59984222e+02  1.71174515e+02
 -9.31144823e-05  2.09312983e-01  1.00000000e+01  4.48389788e+01
  2.34806934e-01  1.34874894e+00  1.54039302e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02  1.99131131e-01  8.38870460e-02]",56,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,True
48,0,"[ -64.07306671   10.20440102 -111.1685257     0.           10.
   -1.          359.86914062  231.20031738  359.98291016    0.99913561
    0.          100.          100.            1.52768465   -0.8934488
    0.            0.            0.            0.           97.44395787
    0.          100.           10.35647282    2.67118985]",85,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,False
48,1,"[-8.77796097e+01  1.02041006e+01 -1.35974609e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.01656482e-01  2.22038055e+02
  3.59993378e+02  5.77884440e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34801450e+00 -7.33680871e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.21387826e+01  1.00000000e+02  7.13295300e-02 -2.12804174e+00]",68,7.5,1,"[0, 0, 0.081388, 0.278185, 0.460791, 0.632206, 1, 0.536556, 0.531736, 0.529163, 0.535826, 0.536878]",A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,False
48,2,"[-1.01596695e+02  1.02045879e+01 -1.51145935e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59776428e+02  2.21567825e+02
  6.70634806e-01  7.66570370e-03  2.00000000e+00  2.31580446e+00
  4.62605775e-03  1.35002244e+00 -7.28547292e-01  9.23505577e-01
  3.22672470e+00  3.92048181e+00  6.10157324e-01  3.52821934e+01
  0.00000000e+00  1.00000000e+02 -8.45591200e+00  2.93132663e-01]",71,0.582646,0.582646,"[0.536228, 0.542494, 0.554541, 0.558451, 0.556598, 0.55558, 0.556857, 0.559822, 0.563663, 0.569178, 0.575153, 0.582646]",A black SchoolBus is crossing the road from right to left (near) and maintaining lane.,False
48,3,"[-1.01927666e+02  1.02033167e+01 -1.51620071e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59623322e+02  2.21144516e+02
  9.45646405e-01  1.22355919e-01  3.00000000e+00  2.11350058e+00
  3.59877820e-03  1.35094702e+00 -7.22405433e-01  1.93005411e+00
  6.21024707e+00  1.11755397e+01  6.08553827e+00  2.71032646e+01
  0.00000000e+00  1.00000000e+02 -2.46728407e-01  2.20723012e-01]",18,0.590229,0.590229,"[0.576483, 0.579451, 0.578155, 0.57774, 0.577877, 0.578281, 0.578791, 0.587679, 0.589866, 0.588778, 0.587094, 0.590229]",A pink Sedan is driving from the opposite direction (far) and switching lane.,False
48,4,"[-1.02219170e+02  1.02026796e+01 -1.52031433e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59697144e+02  2.20554718e+02
  8.08460236e-01  3.08070155e-01  4.00000000e+00  2.05529214e+00
  4.57067755e-03  1.35050323e+00 -7.11489666e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  2.31470166e+01
  0.00000000e+00  1.00000000e+02 -4.20633702e+00  1.61383488e-01]",37,0.592496,0.592496,"[0.588028, 0.586824, 0.586053, 0.586053, 0.592496, 0.584781, 0.578795, 0.576464, 0.574196, 0.569926, 0.566966, 0.563595]",A skyblue SchoolBus is driving ahead (far) of the ego vehicle and switching lane.,True
49,0,"[ -67.41793823   10.20422649 -114.38311768    0.           10.
   -1.          359.87374878  227.03833008  359.96569824    4.20479647
    0.          100.          100.            1.67469875   -0.82134332
    0.            0.            0.            0.           91.81172107
    0.          100.            3.3185038     1.33516495]",79,-1,0.059753,"[0, 0.059753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue Sedan is driving ahead (near) of the ego vehicle and switching lane.,False
49,1,"[-1.00066628e+02  1.02035589e+01 -1.49477646e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  8.17290097e-02  2.23796997e+02
  3.90709005e-02  8.28881253e+00  1.00000000e+00  8.98274797e+01
  9.99975125e+00  1.34814418e+00 -7.64584097e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  4.79146806e+01  1.00000000e+02 -4.50159776e+00 -4.32617483e+00]",137,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red SUV is crossing the road from left to right (near) and maintaining lane.,False
49,2,"[-1.23643753e+02  1.02039804e+01 -1.49882706e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59945251e+02  3.10996185e+02
  2.02033877e-01  6.50962065e+00  2.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34898720e+00  8.54362099e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.07854217e+01
  0.00000000e+00  1.00000000e+02 -8.18059911e-01  2.96640649e+00]",125,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow SUV is driving from the opposite direction (near) and switching lane.,False
49,3,"[-1.64096619e+02  1.02033205e+01 -1.10842613e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  6.70780465e-02  3.19389404e+02
  9.97879207e-01  8.78352841e+00  3.00000000e+00  5.04234450e+01
  0.00000000e+00  1.34825397e+00  7.04246363e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.20570977e+01  1.00000000e+02  2.85085363e+01 -2.25453848e+00]",109,0.422486,0.422486,"[0, 0, 0, 0.422486, 0.100343, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,False
49,4,"[-1.83123611e+02  1.02044487e+01 -9.20434265e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  6.47028089e-02  3.13822144e+02
 -9.69402259e-04  1.95810401e+00  4.00000000e+00  8.66488955e+01
  5.58774126e+00  1.34824492e+00  8.05954534e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.10776654e+01  1.00000000e+02  4.17610035e-01 -1.02470750e+00]",129,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink Hatchback is crossing the road from left to right (far) and maintaining lane.,False
49,5,"[-1.84498596e+02  1.02044849e+01 -9.07288589e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.21543918e-05  3.13738953e+02
 -2.84514863e-05  3.42130934e-05  5.00000000e+00  7.99656882e+01
  1.80302090e+01  1.34864819e+00  8.07408772e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99953947e+01  1.00000000e+02  1.67336188e-01 -3.00000000e+00]",35,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue Hatchback is driving from the opposite direction (far) and maintaining lane.,False
