Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
705,0,"[-6.88299026e+01  1.02042294e+01 -1.16565063e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59918823e+02  2.23838562e+02
 -3.34938895e-03  5.68122824e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.68686679e+00 -7.65159101e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.43477705e+01
  0.00000000e+00  1.00000000e+02  2.62956654e-01  2.06043684e+00]",83,0.291147,0.291147,"[0, 0, 0, 0.291147, 0, 0, 0, 0, 0, 0, 0, 0]",A red Hatchback is driving from the opposite direction (near) and switching lane.,False
705,1,"[-9.70306549e+01  1.02036963e+01 -1.46824738e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59977905e+02  2.23750305e+02
  4.92025539e-02  7.61238899e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34879225e+00 -7.63809974e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.68266871e+01  1.00000000e+02 -1.64478162e+00 -8.64048476e-01]",5,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Moderate fog,False
705,2,"[-1.19943382e+02  1.02043314e+01 -1.52908447e+02  5.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59845673e+02  3.07144165e+02
  1.46752253e-01  5.32889935e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34958976e+00  9.21843321e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.44955938e+01
  0.00000000e+00  1.00000000e+02 -8.62744528e+00  1.73035464e+00]",62,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,False
705,3,"[-1.59933090e+02  1.02031631e+01 -1.15310974e+02  5.00000000e+00
  1.00000000e+01 -1.00000000e+00  6.31292537e-02  3.13601837e+02
  3.59984375e+02  9.69488469e+00  2.00000000e+00  4.38564940e+01
  1.25737700e+00  1.34826135e+00  8.09872552e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  2.35295420e+01  1.00000000e+02 -6.23328662e-01 -1.19019225e+00]",18,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink Sedan is driving from the opposite direction (far) and switching lane.,False
705,4,"[-1.84390396e+02  1.02044687e+01 -9.14759674e+01  5.00000000e+00
  1.00000000e+01 -1.00000000e+00  8.47203732e-02  3.14830048e+02
  4.21617879e-04  1.83443998e+00  3.00000000e+00  9.28847037e+01
  1.11820547e+01  1.34812243e+00  7.88359436e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.23687586e+01  1.00000000e+02 -1.71766427e-01 -1.11515269e+00]",133,0.347623,0.347623,"[0.057322, 0, 0, 0.347623, 0.098077, 0, 0, 0, 0, 0, 0, 0]",A white SchoolBus is crossing the road from left to right (far) and switching lane.,False
705,5,"[-1.85484467e+02  1.02044849e+01 -9.03864670e+01  5.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.26568586e-05  3.14862549e+02
 -3.52959978e-05  4.71619447e-06  4.00000000e+00  8.62593120e+01
  5.58840625e+00  1.34865450e+00  7.87802245e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99993358e+01  1.00000000e+02 -2.10978877e-01 -3.00000000e+00]",144,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Hatchback is crossing the road from left to right (near) and maintaining lane.,False
705,6,"[-1.85484467e+02  1.02044849e+01 -9.03864670e+01  5.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.28872154e-05  3.14862549e+02
 -3.58540274e-05  4.21360419e-05  5.00000000e+00  7.74551331e+01
  5.88434878e+00  1.34865450e+00  7.87802245e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99941141e+01  1.00000000e+02 -2.10978877e-01 -3.00000000e+00]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
705,7,"[-1.88469788e+02  1.02043562e+01 -8.74088058e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  3.59835419e+02  3.14920502e+02
  2.40344947e-04  1.52487457e+00  5.00000000e+00  8.42958767e+01
  0.00000000e+00  1.34966614e+00  7.86793166e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.67263059e+01
  0.00000000e+00  1.00000000e+02 -1.05165393e-01  2.75069762e+00]",74,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,False
705,8,"[-2.14016434e+02  1.02043066e+01 -6.50343933e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  6.98062554e-02  2.93032104e+02
  3.59729187e+02  3.71298788e+00  6.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34821661e+00  1.17004332e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.45000000e+01  1.00000000e+02  3.42266850e+01 -8.68979255e-02]",16,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is driving ahead (far) of the ego vehicle and switching lane.,False
705,9,"[-2.25223938e+02  1.02042055e+01 -7.84650421e+01  1.01000000e+02
  1.00000000e+01  0.00000000e+00  3.59955963e+02  1.77896179e+02
  3.59824585e+02  4.34462574e+00  7.00000000e+00  1.21767634e+01
  9.99960803e+00  1.34891893e+00  3.75302633e-02  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.50000000e+01
  0.00000000e+00  1.00000000e+02  1.25807522e+01  3.42900678e+00]",95,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,False
705,10,"[-2.20283005e+02  1.02044096e+01 -1.10089020e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59950653e+02  1.70113861e+02
 -8.66159913e-04  1.78725880e+00  8.00000000e+00  2.59778420e+01
  9.94546767e+00  1.34895104e+00  1.72553730e-01  4.77220863e+00
  6.09158579e+00  1.01659070e+01  4.47130417e+00  4.55986159e+01
  0.00000000e+00  1.00000000e+02  2.01020463e-01  1.23135386e+00]",130,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue SUV is crossing the road from left to right (far) and maintaining lane.,False
705,11,"[-2.14343719e+02  1.02038584e+01 -1.41996109e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59983093e+02  1.70695526e+02
  1.31215788e-02  7.29607921e+00  9.00000000e+00  4.47161709e+01
  9.41234665e+00  1.34875635e+00  1.62332809e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -3.21719100e-01  4.25649695e-01]",81,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is crossing the road from right to left (near) and switching lane.,False
705,12,"[-2.09299805e+02  1.02043915e+01 -1.73916168e+02  1.01000000e+02
  1.00000000e+01  1.00000000e+00  4.61139195e-02  1.71124771e+02
  1.04352606e-04  2.57535444e+00  1.00000000e+01  4.77069370e+01
  6.94903414e-02  1.34837285e+00  1.54895768e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  2.72194450e+01  1.00000000e+02 -6.21382205e-03 -1.61757976e+00]",104,-1,0.024217,"[0, 0.024217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,False
705,13,"[-2.08823929e+02  1.02044554e+01 -1.76963181e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59966919e+02  1.71118179e+02
 -1.51398935e-05  3.97523406e-01  1.10000000e+01  4.42029982e+01
  0.00000000e+00  1.34886281e+00  1.55022239e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.45000000e+01  1.00000000e+02 -8.55601911e-03 -5.46554012e-02]",44,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,True
706,0,"[ -65.4645462    10.20434952 -112.31400299    0.           10.
   -1.          359.86236572  229.87789917  359.94491577    2.60832541
    0.          100.          100.            1.34949031   -0.87028233
    0.            0.            0.            0.           56.70942439
    0.          100.           12.0868197     1.20322413]",102,0.319114,0.319114,"[0, 0, 0, 0, 0, 0, 0, 0.319114, 0.114924, 0, 0.277931, 0.304257]",A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,False
706,1,"[-9.04191208e+01  1.02039452e+01 -1.39042511e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  6.66199997e-02  2.22077606e+02
  1.47415912e-02  6.81987900e+00  1.00000000e+00  4.04846215e+00
  1.76668217e+01  1.34823020e+00 -7.34466447e-01  5.74690084e+00
  4.13712117e-02  1.76668238e+01  1.93917257e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02  1.46780523e-01  1.16237946e+00]",26,-1,0.177002,"[0, 0, 0, 0.045956, 0.087401, 0.177002, 0.147372, 0, 0, 0, 0, 0]",A pink Hatchback is crossing the road from right to left (far) and maintaining lane.,False
706,2,"[-1.13565269e+02  1.02044888e+01 -1.56695435e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  5.10554276e-02  2.75201538e+02
  3.06049567e-02  1.08766116e+00  2.00000000e+00  1.50848693e+01
  7.47614348e+00  1.34833489e+00  1.47987671e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  8.25573807e+01
  0.00000000e+00  1.00000000e+02 -5.89891648e+01  1.54528296e+00]",38,0.228054,0.228054,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.228054, 0.045968]",A skyblue SchoolBus is driving ahead (far) of the ego vehicle and switching lane.,False
706,3,"[-1.38790894e+02  1.02033672e+01 -1.36110168e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59946716e+02  3.14298553e+02
  2.45605204e-02  8.99861397e+00  3.00000000e+00  1.37678807e+01
  0.00000000e+00  1.34898188e+00  7.97531916e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -5.00875326e-01  1.89281320e+00]",89,7.5,1,"[0, 0.071878, 0.070711, 1, 0, 1, 0, 0, 0, 0, 0, 0]",A black SchoolBus is driving ahead (near) of the ego vehicle and maintaining lane.,False
706,4,"[-1.51383087e+02  1.02032127e+01 -1.23886551e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59833008e+02  3.17909973e+02
  2.18029633e-01  3.49957752e-03  4.00000000e+00  6.99756478e+00
  7.86419988e-04  1.34967203e+00  7.33616364e-01  8.68804352e-01
  3.97861382e-02  7.86420101e-04  8.93572421e-01  3.56177418e+01
  0.00000000e+00  1.00000000e+02 -1.58130603e-03  2.97339055e-01]",102,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,False
706,5,"[-1.51410477e+02  1.02024212e+01 -1.23895828e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59987183e+02  3.18488403e+02
  8.84480868e-03  6.52696234e-03  5.00000000e+00  6.78507759e+00
  0.00000000e+00  1.34873065e+00  7.24473901e-01  1.25990005e+00
  1.72781048e-01  0.00000000e+00  4.21428879e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",109,-1,0.143426,"[0, 0, 0, 0, 0.143426, 0, 0, 0, 0, 0, 0, 0]",A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,False
