Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
601,3,"[-1.34092468e+02  1.02038383e+01 -1.40476318e+02  2.02000003e+01
  1.00000000e+01  1.00000000e+00  3.59887543e+02  3.13485901e+02
  2.15914100e-02  7.05049299e+00  2.00000000e+00  4.49165872e+01
  1.00003537e+01  1.34933936e+00  8.11724709e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  7.43106995e+01
  0.00000000e+00  1.00000000e+02 -1.09538044e+00  2.15824271e+00]",116,-1,0.0414,"[0.0414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,False
601,4,"[-1.68053513e+02  1.02042112e+01 -1.07590034e+02  2.02000003e+01
  1.00000000e+01 -1.00000000e+00  9.27041695e-02  3.14126892e+02
  7.17967097e-03  5.77053582e+00  3.00000000e+00  9.87441465e+00
  1.55844909e+00  1.34807818e+00  8.00605751e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.45000000e+01  1.00000000e+02 -1.32776321e-01 -2.46945318e-01]",88,5.0,1,"[0, 0.256592, 1, 1, 0.125241, 0.125052, 0.12443, 0.124469, 0.12452, 0.124557, 0.125602, 0.125217]",A pink Hatchback is driving ahead (near) of the ego vehicle and switching lane.,False
601,5,"[-1.72693390e+02  1.02028313e+01 -1.03067383e+02  2.02000003e+01
  1.00000000e+01 -1.00000000e+00  3.59849518e+02  3.14381561e+02
  3.59949188e+02  4.09374773e-04  4.00000000e+00  4.37398611e+00
  3.35958766e-03  1.34956881e+00  7.96423277e-01  9.30478986e+00
  6.53347246e-01  3.35958782e-03  3.91959766e+00  9.08584314e+01
  0.00000000e+00  1.00000000e+02 -3.65260862e-01  4.46339107e-01]",134,-1,0.126315,"[0.125673, 0.124962, 0.124962, 0.125013, 0.125066, 0.126232, 0.126315, 0.126107, 0.125517, 0.125486, 0.125508, 0.12552]",A yellow Sedan is crossing the road from left to right (far) and maintaining lane.,False
601,6,"[-1.72694214e+02  1.02014809e+01 -1.03065948e+02  2.02000003e+01
  1.00000000e+01 -1.00000000e+00  3.74657772e-02  3.14459351e+02
  3.59991547e+02  1.51013770e-03  5.00000000e+00  4.37245807e+00
  4.76837158e-04  1.34841440e+00  7.94872303e-01  1.01900563e+01
  6.13207398e-01  4.76837158e-04  1.11666222e+01  3.55249292e+01
  0.00000000e+00  1.00000000e+02 -3.65260862e-01  2.96237711e-01]",123,-1,0.127185,"[0.125562, 0.125574, 0.125614, 0.125652, 0.126771, 0.126794, 0.126244, 0.126232, 0.127104, 0.127185, 0.126443, 0.126214]",A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,False
601,7,"[-1.72696548e+02  1.02002277e+01 -1.03063393e+02  2.02000003e+01
  1.00000000e+01  1.00000000e+00  1.24022618e-01  3.14532654e+02
  3.59977325e+02  4.30922364e-04  6.00000000e+00  4.36897285e+00
  3.81469727e-04  1.34788198e+00  7.93659263e-01  4.74005828e+01
  6.03339879e-01  9.99945462e+00  9.56246523e+00  3.55730734e+01
  0.00000000e+00  1.00000000e+02 -3.65260862e-01  2.96815567e-01]",18,-1,0.127626,"[0.126165, 0.126257, 0.126267, 0.126269, 0.126288, 0.1263, 0.126317, 0.126334, 0.126509, 0.127626, 0.127083, 0.126953]",A pink Sedan is driving from the opposite direction (far) and switching lane.,True
602,0,"[-6.60469284e+01  1.02043161e+01 -1.14705330e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59946869e+02  2.23171921e+02
  4.03000526e-02  3.19932567e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.44464382e+00 -7.53564974e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.97575674e+01
  0.00000000e+00  1.00000000e+02 -4.48876714e+00  1.24261630e+00]",83,-1,0.019553,"[0, 0, 0, 0, 0.019553, 0, 0, 0, 0, 0, 0, 0]",A red Hatchback is driving from the opposite direction (near) and switching lane.,False
602,1,"[-9.82111816e+01  1.02034636e+01 -1.48190430e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  7.94576555e-02  2.24813599e+02
  8.05170909e-02  8.60883873e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34815989e+00 -7.82513007e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  4.36449431e+01  1.00000000e+02 -1.40606246e+00 -3.75262502e+00]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
602,2,"[-1.19969238e+02  1.02040882e+01 -1.52975906e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59865082e+02  3.06994751e+02
  1.23235039e-01  4.67203398e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34947710e+00  9.24558876e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.82238886e+01
  0.00000000e+00  1.00000000e+02 -1.03875719e+01  2.14893143e+00]",117,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,False
602,3,"[-1.47645767e+02  1.02036343e+01 -1.27218246e+02  1.01000000e+02
  1.00000000e+01  1.00000000e+00  3.59953308e+02  3.14111816e+02
  3.99227673e-03  7.89910232e+00  2.00000000e+00  2.76305514e+01
  1.00002534e+01  1.34893626e+00  8.00876061e-01  4.72844982e+00
  1.12830561e-02  1.19629028e-01  3.85867437e+00  0.00000000e+00
  3.50887507e+01  1.00000000e+02  5.41989786e-01 -2.55100508e+00]",59,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red Hatchback is crossing the road from right to left (far) and switching lane.,False
602,4,"[-1.76523193e+02  1.02044172e+01 -9.92847214e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  1.31564751e-01  3.14587799e+02
  1.68621738e-03  2.71970681e+00  3.00000000e+00  1.34967068e+01
  0.00000000e+00  1.34783301e+00  7.92582841e-01  1.27509189e+00
  4.65118231e-02  0.00000000e+00  1.63333243e+00  0.00000000e+00
  3.59330561e+01  1.00000000e+02 -3.67203292e-01 -2.53823451e+00]",134,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Sedan is crossing the road from left to right (far) and maintaining lane.,False
602,5,"[-1.77807648e+02  1.02044849e+01 -9.80134659e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  5.13768828e-05  3.14702271e+02
  6.08466416e-06  2.11464307e-05  4.00000000e+00  1.16899510e+01
  0.00000000e+00  1.34865265e+00  7.90598364e-01  1.17881630e+00
  2.76931275e-02  0.00000000e+00  1.53787276e+00  0.00000000e+00
  6.99970219e+01  1.00000000e+02 -3.79425784e-01 -3.00000000e+00]",41,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SchoolBus is driving from the opposite direction (far) and switching lane.,False
602,6,"[-1.77807648e+02  1.02044849e+01 -9.80134659e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  4.71637250e-05  3.14702271e+02
  2.63886864e-06  4.76831870e-05  5.00000000e+00  1.16899510e+01
  0.00000000e+00  1.34865265e+00  7.90598364e-01  1.17883832e+00
  2.76118864e-02  0.00000000e+00  1.53800410e+00  0.00000000e+00
  6.99932846e+01  1.00000000e+02 -3.79425784e-01 -3.00000000e+00]",41,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SchoolBus is driving from the opposite direction (far) and switching lane.,False
602,7,"[-1.78344238e+02  1.02044306e+01 -9.74808197e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  3.59932312e+02  3.14733826e+02
  2.08931233e-04  7.92860550e-01  6.00000000e+00  1.93994446e+01
  4.96904902e+00  1.34906977e+00  7.90044904e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.13434683e+01
  0.00000000e+00  1.00000000e+02 -3.09080760e-01  1.00566951e+00]",91,-1,0.102543,"[0, 0.102543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black Hatchback is overtaking (near) the ego vehicle and switching lane.,False
602,8,"[-1.87188705e+02  1.02044897e+01 -8.86573181e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  3.05508189e-02  3.15022583e+02
  7.60058720e-06  8.40138778e-01  7.00000000e+00  3.18883293e+01
  5.00019366e+00  1.34845649e+00  7.85002090e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  8.00514174e+01
  0.00000000e+00  1.00000000e+02 -6.32059796e-02  2.06228398e+00]",37,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue SchoolBus is driving ahead (far) of the ego vehicle and switching lane.,False
602,9,"[-2.12375412e+02  1.02041950e+01 -6.56001816e+01  1.01000000e+02
  1.00000000e+01  0.00000000e+00  1.04402341e-01  3.00224274e+02
  3.59744568e+02  4.18398494e+00  8.00000000e+00  4.03565101e+01
  9.16721344e+00  1.34801560e+00  1.04444761e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  2.52032354e+01  1.00000000e+02  2.76905712e+01 -1.42119936e+00]",72,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,False
602,10,"[-2.25380173e+02  1.02044201e+01 -7.68122025e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  1.59267843e-01  1.81028625e+02
  3.59887085e+02  2.72239013e+00  9.00000000e+00  1.57993518e+01
  1.11522986e+01  1.34767013e+00 -1.74259763e-02  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  3.74860188e+01  1.00000000e+02  1.84353102e+01 -2.71837818e+00]",125,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow SUV is driving from the opposite direction (near) and switching lane.,False
602,11,"[-2.19756668e+02  1.02033796e+01 -1.12074684e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59971985e+02  1.70287903e+02
  7.49472948e-03  9.25097597e+00  1.00000000e+01  4.59570909e+01
  1.11760985e+01  1.34882130e+00  1.69470850e-01  2.72482887e+01
  6.28821132e+00  1.99912143e+01  2.34240988e+00  2.35819749e+01
  0.00000000e+00  1.00000000e+02 -7.26909678e-01  2.17416663e+00]",94,7.5,1,"[0, 0.030974, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,False
602,12,"[-2.17457672e+02  1.01820612e+01 -1.25688515e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  9.86548483e-01  1.70874908e+02
  3.59563599e+02  2.75282963e-03  1.10000000e+01  7.30882961e+00
  1.14440918e-03  1.34239197e+00  1.61266437e-01  1.20160087e+02
  6.38017624e+00  1.14440918e-03  9.26014059e+00  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",12,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evening,False
602,13,"[-2.17437149e+02  1.01802101e+01 -1.25717636e+02  1.01000000e+02
  2.00000000e+01  1.00000000e+00  1.05863369e+00  1.70987839e+02
  3.59772034e+02  1.68591737e-03  1.10000000e+01  7.27994336e+00
  2.44259805e-03  1.34192128e+00  1.58340431e-01  1.19605276e+02
  6.39504951e+00  2.44259827e-03  9.20709945e+00  3.55880575e+01
  0.00000000e+00  1.00000000e+02 -2.20172384e-01  2.97023059e-01]",72,0.367645,0.367645,"[0, 0, 0, 0.254591, 0.346114, 0.362851, 0.367645, 0.366604, 0.36576, 0.364847, 0.363447, 0.362207]",A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,False
602,14,"[-2.17379852e+02  1.01900558e+01 -1.25911224e+02  1.01000000e+02
  2.00000000e+01  1.00000000e+00  3.76457155e-01  1.69875885e+02
  8.36159110e-01  7.53600941e-03  1.20000000e+01  3.19067165e+00
  4.25214707e-03  1.34631786e+00  1.72883115e-01  1.95847174e+01
  6.25398312e+00  4.25214735e-03  9.69112828e+00  0.00000000e+00
  6.90335639e+01  1.00000000e+02 -2.96922823e-01 -3.50447561e+00]",13,0.361267,0.361267,"[0.361267, 0.36049, 0.359776, 0.35833, 0.357543, 0.358054, 0.358247, 0.357499, 0.357979, 0.357587, 0.353056, 0.342559]",A pedestrian is crossing the road from left to right.,True
603,0,"[ -66.56801605   10.20431328 -113.28787994    0.           10.
   -1.          359.93609619  224.49859619  359.94595337    3.21678227
    0.          100.          100.            1.34904508   -0.77640035
    0.            0.            0.            0.           27.25386637
    0.          100.            3.52352752    0.99369419]",120,-1,0.133606,"[0, 0, 0, 0, 0.133606, 0, 0, 0, 0, 0, 0, 0]",A yellow Sedan is driving from the opposite direction (near) and switching lane.,False
603,1,"[-8.94798126e+01  1.02039900e+01 -1.38203918e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  2.17640586e-02  2.21652740e+02
  3.59982574e+02  6.47277869e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34851337e+00 -7.26900753e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -6.48849484e-01  1.14668422e+00]",63,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,False
603,2,"[-1.15392311e+02  1.02042294e+01 -1.56243942e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59933319e+02  2.88927429e+02
  3.24888468e-01  3.60270729e+00  2.00000000e+00  1.38703151e+01
  9.99985312e+00  1.34905957e+00  1.23896989e+00  2.01362120e+00
  6.32476424e+00  9.99985442e+00  7.54599594e-01  5.69548367e+01
  0.00000000e+00  1.00000000e+02 -2.31989659e+01  7.35858721e-01]",0,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Nice Weather,False
603,3,"[-1.46732483e+02  1.02032032e+01 -1.28343506e+02  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59957581e+02  3.14500366e+02
  3.59993164e+02  9.72906242e+00  2.00000000e+00  8.76620170e+01
  1.00001372e+01  1.44620586e+00  7.94127201e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.72294227e+01
  0.00000000e+00  1.00000000e+02  3.21715788e-01  1.04758907e+00]",107,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red SUV is driving ahead (near) of the ego vehicle and switching lane.,False
603,4,"[-1.81814957e+02  1.02041187e+01 -9.41430511e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.20586179e-01  3.14882019e+02
  3.60904587e-03  4.34681519e+00  3.00000000e+00  5.95408162e+00
  1.81690295e+00  1.34789812e+00  7.87435373e-01  1.27957930e+00
  3.12129197e-02  6.99252549e-01  8.09880036e-01  0.00000000e+00
  4.00217913e+01  1.00000000e+02 -1.96745227e-01 -2.99276959e+00]",56,0.220987,0.220987,"[0, 0.082171, 0.164345, 0.209322, 0.220977, 0.220979, 0.220982, 0.220987, 0.220987, 0.220987, 0.220987, 0.220987]",A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,False
603,5,"[-1.85228333e+02  1.02044849e+01 -9.07319031e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  4.50099178e-05  3.15006195e+02
 -4.56707057e-05  5.96799043e-06  4.00000000e+00  3.89518621e+00
  0.00000000e+00  1.34866140e+00  7.85298162e-01  7.21921200e-01
  6.06940687e-03  0.00000000e+00  7.67174088e-01  0.00000000e+00
  6.99994094e+01  1.00000000e+02 -1.62740330e-01 -3.00000000e+00]",27,0.231728,0.231728,"[0.220987, 0.220987, 0.22113, 0.221261, 0.221262, 0.221283, 0.227786, 0.227802, 0.227804, 0.231718, 0.231727, 0.231728]",A skyblue SUV is crossing the road from right to left (far) and maintaining lane.,False
603,6,"[-1.85368988e+02  1.02044849e+01 -9.05911636e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.39163327e-04  3.15015137e+02
  1.21453031e-05  3.31703958e-05  5.00000000e+00  3.84148300e+00
  0.00000000e+00  1.34865603e+00  7.85142153e-01  6.91979826e-01
  3.12742428e-02  0.00000000e+00  8.47441568e-01  0.00000000e+00
  6.99953285e+01  1.00000000e+02 -1.81072581e-01 -3.00000000e+00]",56,0.231734,0.231734,"[0.231728, 0.231728, 0.231728, 0.231734, 0.151552, 0, 0, 0, 0, 0, 0, 0]",A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,False
603,7,"[-1.89254364e+02  1.02042150e+01 -8.66963501e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  3.59765686e+02  3.15073792e+02
  1.29401131e-04  3.38749870e+00  6.00000000e+00  2.83357195e+01
  9.99856136e+00  1.35008672e+00  7.84115482e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.17744532e+01
  0.00000000e+00  1.00000000e+02 -3.40371068e-02  2.93524949e+00]",60,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,False
603,8,"[-2.15619995e+02  1.02043409e+01 -6.45944901e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  7.88191706e-02  2.85631866e+02
  3.59683685e+02  3.41651334e+00  7.00000000e+00  5.40930236e+01
  9.99956989e+00  1.34818462e+00  1.29941569e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.76363317e+01
  0.00000000e+00  1.00000000e+02  4.68063436e+01  4.84456026e-01]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
603,9,"[-2.25202774e+02  1.02041521e+01 -7.96693268e+01  1.01000000e+02
  1.00000000e+01  0.00000000e+00  3.59914551e+02  1.74233719e+02
  3.59879852e+02  4.87693705e+00  7.00000000e+00  9.73866312e+01
  1.69741988e-01  1.34917154e+00  1.01191271e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.56495463e+01
  0.00000000e+00  1.00000000e+02  6.18848178e+00  2.83534494e+00]",81,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is crossing the road from right to left (near) and switching lane.,False
603,10,"[-2.16335495e+02  1.02030010e+01 -1.32779388e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59986145e+02  1.70700470e+02
  1.66159701e-02  1.05424899e+01  8.00000000e+00  6.37616334e+01
  2.00000855e+01  1.34873416e+00  1.62232329e-01  2.02570674e+01
  3.13586442e+00  2.00000871e+01  5.52269763e-01  0.00000000e+00
  2.36788793e+01  1.00000000e+02  5.06611777e-01 -7.70901050e-01]",94,7.5,1,"[0, 0.117919, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,False
603,11,"[-2.14174942e+02  1.01811714e+01 -1.45515625e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  6.12168908e-01  1.70603699e+02
  3.59784149e+02  2.32138699e-03  9.00000000e+00  7.28813338e+00
  1.70598448e-03  1.34481514e+00  1.64986395e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.39795179e+01
  0.00000000e+00  1.00000000e+02 -1.34803932e-01  1.34194767e+00]",58,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Sedan is crossing the road from right to left (far) and switching lane.,False
603,12,"[-2.14159714e+02  1.01802940e+01 -1.45532944e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  1.18402088e+00  1.70641037e+02
  3.59883301e+02  1.36798455e-02  1.00000000e+01  7.27318133e+00
  5.72204590e-04  1.34108853e+00  1.63880467e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  9.99654039e+01
  0.00000000e+00  1.00000000e+02 -1.34803932e-01  2.92215903e+00]",71,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SchoolBus is crossing the road from right to left (near) and maintaining lane.,False
603,13,"[-2.14145111e+02  1.01789684e+01 -1.45561325e+02  1.01000000e+02
  1.00000000e+01  1.00000000e+00  1.18807423e+00  1.70546219e+02
  1.11083992e-01  4.93268481e-03  1.10000000e+01  7.24554086e+00
  1.14440918e-03  1.34107018e+00  1.64493988e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  5.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]",60,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,True
604,0,"[ -66.13643646   10.20431805 -113.03528595    0.           10.
   -1.          359.93017578  227.98200989  359.95672607    3.24309826
    0.          100.          100.            1.38149694   -0.83727642
    0.            0.            0.            0.           46.81128574
    0.          100.            6.04803316    1.47926964]",87,-1,0.131134,"[0, 0, 0.131134, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,False
