Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
510,0,"[-6.92728729e+01  1.02042570e+01 -1.16309654e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59844757e+02  2.26144333e+02
  1.77019745e-01  5.90457567e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34960001e+00 -8.06173781e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.30108322e+01
  0.00000000e+00  1.00000000e+02  4.44373773e+00  1.45131409e+00]",132,0.473085,0.473085,"[0, 0, 0, 0.473085, 0.104839, 0, 0, 0, 0, 0, 0, 0]",A pink SUV is crossing the road from left to right (far) and switching lane.,False
510,1,"[-1.01377373e+02  1.02036505e+01 -1.50517365e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.02414630e-01  2.24755661e+02
  1.02907456e-01  7.61881450e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34801832e+00 -7.81604240e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  4.45642102e+01  1.00000000e+02 -5.46230703e+00 -3.80398027e+00]",50,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,False
510,2,"[-1.22690628e+02  1.02041063e+01 -1.50924469e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59785095e+02  3.08611328e+02
  6.46221712e-02  6.39160221e+00  2.00000000e+00  2.84875106e+01
  9.98956643e+00  1.34996100e+00  8.96611439e-01  2.31353917e+00
  6.36092165e+00  2.15879990e+00  1.88419128e+00  3.93549278e+01
  0.00000000e+00  1.00000000e+02 -4.13609169e+00  2.14330656e+00]",0,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Nice Weather,False
510,3,"[-1.63077332e+02  1.02031622e+01 -1.12581131e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  5.53311892e-02  3.13957458e+02
  1.24785060e-03  9.35711715e+00  2.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34830721e+00  8.03588452e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.48596169e+01  1.00000000e+02 -6.29591006e-01 -1.55893944e+00]",144,0.323803,0.323803,"[0, 0.323803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Hatchback is crossing the road from left to right (near) and maintaining lane.,False
510,4,"[-1.84572983e+02  1.02044840e+01 -9.13991928e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  5.51649742e-02  3.15056519e+02
  1.70082800e-04  1.30855307e+00  3.00000000e+00  8.94361529e+01
  1.14366353e+01  1.34830599e+00  7.84409877e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.95123569e+01  1.00000000e+02 -1.57630514e-01 -8.61599422e-01]",133,-1,0.046041,"[0.046041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SchoolBus is crossing the road from left to right (far) and switching lane.,False
510,5,"[-1.85156906e+02  1.02044840e+01 -9.08134232e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  5.17300250e-05  3.15068481e+02
 -2.80892691e-05  7.23817187e-06  4.00000000e+00  8.67985789e+01
  5.68434362e+00  1.34864079e+00  7.84194113e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  6.99997976e+01  1.00000000e+02 -1.46425290e-01 -3.00000000e+00]",95,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,False
510,6,"[-1.85156906e+02  1.02044840e+01 -9.08134232e+01  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  5.08877238e-05  3.15068481e+02
 -3.23604108e-05  5.96265651e-06  5.00000000e+00  3.61774024e+01
  9.99114412e+00  1.34864079e+00  7.84194113e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  6.99991603e+01  1.00000000e+02 -1.46425290e-01 -3.00000000e+00]",41,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white SchoolBus is driving from the opposite direction (far) and switching lane.,False
510,7,"[-1.88141998e+02  1.02045631e+01 -8.78125839e+01  0.00000000e+00
  1.00000000e+01  1.00000000e+00  7.96004832e-02  3.15165649e+02
  3.86132851e-05  1.12410640e-03  6.00000000e+00  1.66367331e+01
  1.11756493e+01  1.34815992e+00  7.82505003e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  1.57000000e+01
  0.00000000e+00  1.00000000e+02 -4.04247616e-02  9.88215068e-02]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
510,8,"[-2.09995117e+02  1.02039948e+01 -6.70628281e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  1.16861805e-01  3.07247559e+02
  3.59802490e+02  4.89296741e+00  6.00000000e+00  8.31911742e+01
  1.11766531e+01  1.34793440e+00  9.21607958e-01  8.45209374e+01
  6.40890458e+00  1.11766544e+01  9.22882382e+00  0.00000000e+00
  3.36670519e+01  1.00000000e+02  1.92563283e+01 -2.32405085e+00]",122,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,False
510,9,"[-2.25341034e+02  1.02043324e+01 -7.35158463e+01  1.01000000e+02
  1.00000000e+01  0.00000000e+00  3.59967712e+02  1.91602982e+02
  3.59815155e+02  3.30684817e+00  7.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34884793e+00 -2.01674057e-01  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  6.42581850e+01
  0.00000000e+00  1.00000000e+02  2.73616876e+01  1.65303597e+00]",83,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A red Hatchback is driving from the opposite direction (near) and switching lane.,False
