Episode,Step,State,Action,Reward,Collision Probability,Collision Probability List,Action_Description,Done
350,0,"[-6.87584305e+01  1.02041769e+01 -1.16491837e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  3.59893646e+02  2.23838516e+02
 -4.33013728e-03  5.92249375e+00  0.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34930603e+00 -7.65105902e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.93807003e+01
  0.00000000e+00  1.00000000e+02  2.80135702e-01  1.65615834e+00]",83,0.250129,0.250129,"[0, 0, 0, 0.250129, 0, 0, 0, 0, 0, 0, 0, 0]",A red Hatchback is driving from the opposite direction (near) and switching lane.,False
350,1,"[-1.03217636e+02  1.02038612e+01 -1.52847351e+02  0.00000000e+00
  1.00000000e+01 -1.00000000e+00  1.19533874e-01  2.27715607e+02
  2.06266627e-01  7.03294662e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34791560e+00 -8.33729047e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.98400194e+01  1.00000000e+02 -9.19690292e+00 -3.14016240e+00]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
350,2,"[-1.25327812e+02  1.02039957e+01 -1.48909714e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.59830688e+02  3.11221252e+02
  6.29104599e-02  6.57650916e+00  1.00000000e+00  1.00000000e+02
  1.00000000e+02  1.34968724e+00  8.51061266e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.77021521e+01
  0.00000000e+00  1.00000000e+02 -2.14020041e+00  2.79251175e+00]",135,0.491081,0.491081,"[0, 0.491081, 0.144462, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A yellow Sedan is crossing the road from left to right (far) and switching lane.,False
350,3,"[-1.65944138e+02  1.02033100e+01 -1.09692451e+02  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  5.70862293e-02  3.14011749e+02
  6.99500320e-03  8.97178616e+00  2.00000000e+00  5.21625967e+01
  0.00000000e+00  1.34830018e+00  8.02616107e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.33066055e+01  1.00000000e+02 -2.12618383e-01 -2.37574073e+00]",123,0.308015,0.308015,"[0, 0, 0, 0, 0, 0, 0, 0.09415, 0.211115, 0.308015, 0.266233, 0.221612]",A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,False
350,4,"[-1.85176117e+02  1.02044964e+01 -9.07562714e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  5.05007543e-02  3.14990479e+02
  4.46797203e-05  9.42479026e-01  3.00000000e+00  3.97519437e+00
  0.00000000e+00  1.34834311e+00  7.85566207e-01  1.09614854e+00
  2.08548504e-02  0.00000000e+00  2.44188182e+00  0.00000000e+00
  1.76489163e+01  1.00000000e+02 -1.48250276e-01 -7.26817217e-01]",89,-1,0.186295,"[0.186295, 0.186249, 0.18624, 0.18624, 0.186241, 0.186241, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243]",A black SchoolBus is driving ahead (near) of the ego vehicle and maintaining lane.,False
350,5,"[-1.85368866e+02  1.02044849e+01 -9.05634460e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  1.85427507e-05  3.14988708e+02
 -2.25848053e-05  7.88864561e-06  3.00000000e+00  4.07048715e+00
  0.00000000e+00  1.34865062e+00  7.85594168e-01  1.22506839e+00
  2.54795647e-02  0.00000000e+00  2.84079513e+00  0.00000000e+00
  6.99988890e+01  1.00000000e+02 -1.90532545e-01 -3.00000000e+00]",13,-1,0.186243,"[0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243, 0.186243]",A pedestrian is crossing the road from left to right.,False
350,6,"[-1.85368866e+02  1.02044849e+01 -9.05634460e+01  1.01000000e+02
  1.00000000e+01 -1.00000000e+00  3.02560966e-05  3.14988708e+02
 -1.77343518e-05  2.37596573e-05  4.00000000e+00  4.07048715e+00
  0.00000000e+00  1.34865062e+00  7.85594168e-01  1.22510885e+00
  2.57405734e-02  0.00000000e+00  2.83943961e+00  0.00000000e+00
  6.99966538e+01  1.00000000e+02 -1.90532545e-01 -3.00000000e+00]",13,0.250317,0.250317,"[0.186243, 0.186243, 0.186243, 0.186243, 0.250317, 0.144417, 0, 0, 0, 0, 0, 0]",A pedestrian is crossing the road from left to right.,False
350,7,"[-1.88564728e+02  1.02043562e+01 -8.73624268e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  3.59833130e+02  3.15045990e+02
  7.69867038e-05  1.56164321e+00  4.00000000e+00  2.75969379e+01
  9.99953227e+00  1.34968143e+00  7.84606739e-01  2.35744893e+00
  7.22315737e-03  4.88462643e+00  1.26135263e+00  9.77515324e+01
  0.00000000e+00  1.00000000e+02 -7.01177069e-02  2.77947918e+00]",106,0.282139,0.282139,"[0.282139, 0.27588, 0.115228, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,False
350,8,"[-2.13866302e+02  1.02042933e+01 -6.50093765e+01  1.01000000e+02
  1.00000000e+01  1.00000000e+00  1.04859941e-01  2.94064117e+02
  3.59674316e+02  3.87199108e+00  5.00000000e+00  1.65780156e+01
  0.00000000e+00  1.34801556e+00  1.15228352e+00  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  0.00000000e+00
  1.62045297e+01  1.00000000e+02  3.38115795e+01 -6.76362376e-01]",45,-1,0.154465,"[0, 0, 0, 0, 0, 0.11211, 0.154465, 0.061748, 0, 0, 0, 0]",A white SchoolBus is crossing the road from right to left (far) and switching lane.,False
350,9,"[-2.25145081e+02  1.02043619e+01 -7.92195206e+01  1.01000000e+02
  1.00000000e+01  0.00000000e+00  3.59881500e+02  1.75863998e+02
  3.59788391e+02  5.20500001e+00  6.00000000e+00  1.43054711e+01
  0.00000000e+00  1.34938028e+00  7.31488072e-02  1.00000000e+02
  1.00000000e+01  1.00000000e+02  2.00000000e+01  5.72280937e+01
  0.00000000e+00  1.00000000e+02  9.05362661e+00  2.91383679e+00]",68,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,False
