Learning Step,Learning Rate,Loss
4111,3.190147189883806e-07,0.7574141025543213
4112,3.190147189883806e-07,8.877982139587402
4113,3.190147189883806e-07,1.4502160549163818
4114,3.190147189883806e-07,2.256993055343628
4115,3.190147189883806e-07,0.5438071489334106
4116,3.190147189883806e-07,1.0216073989868164
4117,3.190147189883806e-07,0.48950451612472534
4118,3.190147189883806e-07,0.25298643112182617
4119,3.190147189883806e-07,0.5074578523635864
4120,3.190147189883806e-07,1.8232035636901855
4121,3.190147189883806e-07,0.7284504175186157
4122,3.190147189883806e-07,2.1769824028015137
4123,3.190147189883806e-07,1.3239598274230957
4124,3.190147189883806e-07,0.5329368710517883
4125,3.190147189883806e-07,0.38487324118614197
4126,3.190147189883806e-07,0.6656832695007324
4127,3.190147189883806e-07,0.1741553246974945
4128,3.190147189883806e-07,0.19923602044582367
4129,3.190147189883806e-07,0.09256588667631149
4130,3.190147189883806e-07,0.2244049608707428
4131,3.190147189883806e-07,1.6906497478485107
4132,3.190147189883806e-07,0.3705143332481384
4133,3.190147189883806e-07,0.17633143067359924
4134,3.190147189883806e-07,1.005922794342041
4135,3.190147189883806e-07,0.5754504203796387
4136,3.190147189883806e-07,1.2791651487350464
4137,3.190147189883806e-07,0.21487748622894287
4138,3.190147189883806e-07,3.8443875312805176
4139,3.190147189883806e-07,6.09239387512207
4140,3.190147189883806e-07,0.2549201548099518
4141,3.190147189883806e-07,3.3701348304748535
4142,3.190147189883806e-07,5.8211822509765625
4143,3.190147189883806e-07,0.5116822719573975
4144,3.190147189883806e-07,1.7792168855667114
4145,3.190147189883806e-07,0.2415764331817627
4146,3.190147189883806e-07,4.278354644775391
4147,3.190147189883806e-07,0.377106636762619
4148,3.190147189883806e-07,1.0686976909637451
4149,3.190147189883806e-07,0.5040901899337769
4150,3.190147189883806e-07,0.5039337873458862
4151,3.190147189883806e-07,0.6738529801368713
4152,3.190147189883806e-07,1.4386509656906128
4153,3.190147189883806e-07,0.5912227034568787
4154,3.190147189883806e-07,0.2500174045562744
4155,3.190147189883806e-07,0.21414068341255188
4156,3.190147189883806e-07,0.49734485149383545
4157,3.190147189883806e-07,2.077158212661743
4158,3.190147189883806e-07,1.3453891277313232
4159,3.190147189883806e-07,1.6546801328659058
4160,3.190147189883806e-07,5.7122321128845215
4161,3.190147189883806e-07,3.7074151039123535
4162,3.190147189883806e-07,1.4836705923080444
4163,3.190147189883806e-07,1.1291097402572632
4164,3.190147189883806e-07,1.1976039409637451
