Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-39.75336838  -1.41118765 -11.94933891   0.           0.
   0.          12.          -1.           1.26290143 105.0298996
 359.14212036   1.5890486    3.61456542   0.85         0.45      ]",51,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.45053215e+01 -1.54546642e+00 -1.33847342e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.46143758e+00  1.05283592e+02  3.59107574e+02  5.30580289e-05
  1.04192512e+00  8.13476844e-01  4.50000000e-01]",51,1.0,"[0, 0, 0, 0.179473, 1, 0.276318, 0, 0, 0, 0, 0.042727, 0.279723]",False
0,"[-36.56067276  -1.49205899 -12.7914381    0.           0.
   0.          12.          -1.           1.3175565  106.43482971
 359.11410522   1.63954738   2.58140819   0.78522028   1.        ]",43,0.863,"[0.70203, 0.772218, 0.863145, 0.806662, 0.603951, 0.235938, 0.116123, 0.000202, 0, 0, 0, 0]",False
0,"[-3.32639389e+01 -1.57915413e+00 -1.37645741e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.55132937e+00  1.06313881e+02  3.59105835e+02  1.05682288e-03
  3.32000133e-01  8.92908861e-01  1.00000000e+00]",38,0.809,"[0, 0.034068, 0.236892, 0.580089, 0.559147, 0.302313, 0.770094, 0.809475, 0.34916, 0, 0, 0]",False
0,"[-3.74801779e+00 -1.99580538e+00 -2.21721535e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.85927892e-01  1.05648521e+02  9.08725634e-02  9.79445978e+00
  7.84349135e+00  8.50000000e-01  4.50000000e-01]",33,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",False
0,"[ 3.49186249e+01 -2.75551629e+00 -3.55239105e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  7.26710200e-01  1.18368874e+02  7.82159138e+00  2.15764699e-03
  2.25902674e+00  8.50000000e-01  4.50000000e-01]",18,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 3.49187698e+01 -2.75571465e+00 -3.55233307e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.48856843e-01  1.18377068e+02  7.80369425e+00  9.06278160e-05
  2.25887519e+00  8.50000000e-01  4.50000000e-01]",4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 3.49187469e+01 -2.75571442e+00 -3.55233192e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  7.53058970e-01  1.18379013e+02  7.80372858e+00  9.34606619e-05
  2.25884630e+00  8.50000000e-01  4.50000000e-01]",22,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 3.49187469e+01 -2.75571442e+00 -3.55233192e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  7.53067732e-01  1.18379013e+02  7.80371571e+00  9.32616984e-05
  2.25884630e+00  7.88408991e-01  4.50000000e-01]",40,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 3.49187469e+01 -2.75571442e+00 -3.55233192e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  7.53067076e-01  1.18379013e+02  7.80371571e+00  9.32836202e-05
  2.25884630e+00  8.19516479e-01  4.50000000e-01]",21,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
1,"[-38.59419632  -1.44160318 -12.25833893   0.           0.
   0.          12.          -1.           1.22539318 105.01485443
 359.05413818   3.21261988   3.84386604   0.85         0.45      ]",4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.94938736e+01 -1.69061601e+00 -1.47619820e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.83896971e+00  1.05516632e+02  3.59257324e+02  6.18289909e-05
  4.23100334e+00  8.50000000e-01  4.50000000e-01]",32,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.94938736e+01 -1.69062614e+00 -1.47625523e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  1.83898699e+00  1.05516640e+02  3.59256958e+02  6.18153212e-05
  4.23054211e+00  8.65091809e-01  3.09991755e-01]",14,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.94938736e+01 -1.69063580e+00 -1.47631216e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.00000000e+01  1.00000000e+00
  1.83900821e+00  1.05516640e+02  3.59256592e+02  6.21123146e-05
  1.33673301e+00  8.50000000e-01  4.50000000e-01]",49,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[ -3.9954102   -1.99251795 -21.71372032   0.5          0.
   0.5         10.          -1.           0.81579179 102.41939545
 359.9387207    5.7251856   39.30637079   0.85         0.45      ]",28,0.23,"[0, 0, 0, 0, 0, 0.099367, 0.229536, 0.053907, 0, 0, 0.058241, 0.048668]",False
