Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-39.86414719  -1.40821886 -11.9194746    0.           0.
   0.          12.          -1.           1.41671515 105.00974274
 359.1468811    0.54669061  34.61527621   0.9          0.5       ]",24,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.26300125e+01 -1.83311796e+00 -1.67036381e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.00273526e+00  1.05822021e+02  3.59734192e+02  6.17059162e-04
  1.13654374e+01  5.89512432e-01  3.96642057e-01]",2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-2.26298790e+01 -1.83309555e+00 -1.67036877e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  9.66879547e-01  1.05822136e+02  3.59733948e+02  2.43591367e-05
  1.13640243e+01  4.49804605e-01  5.00000000e-01]",26,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ -9.86802578  -1.9498924  -20.33595657   0.           0.
   0.          12.          -1.           0.2496611  105.87184906
   0.24028337   7.23200051  22.16004841   0.9          0.5       ]",10,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 27.55746269  -2.70045996 -32.42391968   0.           0.
   0.5         12.           1.           1.08617449 102.78601837
 358.60470581   6.46868669  83.95008726   0.66140139   0.5       ]",34,0.308,"[0.307554, 0.266543, 0.19389, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[ 49.96259308  -2.98926544 -33.03691864   0.           0.
   0.5         12.           1.           0.92480153  88.20550537
 359.84890747   5.20975884   9.31774569   0.96488847   0.5       ]",27,1.0,"[0, 0.999885, 0.999885, 0.999893, 0.999898, 0.999894, 0.999895, 0.99989, 0.999879, 0.999862, 0.999853, 0.999852]",False
0,"[ 81.00384521  -3.50744033 -41.58850479   0.           0.
   0.5         12.          -1.           0.69748074 104.6210022
 359.61837769   5.79244106   8.54688363   0.9          0.5       ]",42,1.0,"[0.999858, 0.999908, 0.999946, 0.99996, 0.999969, 0.999983, 1, 0, 0, 0.999946, 0.999946, 0.999947]",False
0,"[108.89841461  -3.87174416 -47.40080261   0.           0.
   0.5         12.          -1.           0.49719647 103.38273621
 359.86975098   0.96426564   4.37665483   0.97177838   0.5       ]",50,1.0,"[0.999959, 1, 0.157551, 0.082511, 0.081849, 0.081691, 0.157248, 0.082292, 0.082366, 0.082283, 0.082277, 0.082186]",False
0,"[ 1.09563332e+02 -3.87984371e+00 -4.75474091e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  3.89133960e-01  1.03594856e+02  3.59939636e+02  2.04670157e-03
  1.41492422e+01  9.82584515e-01  5.00000000e-01]",9,1.0,"[0.081402, 0.156105, 0.081292, 0.081205, 0.081488, 0.081739, 0.081825, 0.089485, 0.081313, 0.081565, 0.999958, 0.081096]",False
0,"[ 1.09563721e+02 -3.87973213e+00 -4.75396614e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01 -1.00000000e+00
  5.93355000e-01  1.03737625e+02  3.59906128e+02  6.39747718e-04
  3.04786104e+00  9.83743564e-01  5.00000000e-01]",26,0.082,"[0.081336, 0.081564, 0.081493, 0.081446, 0.081404, 0.081373, 0.081377, 0.081369, 0.081357, 0.081335, 0.081318, 0.081266]",False
0,"[ 1.09569336e+02 -3.87993526e+00 -4.75325317e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  5.21948040e-01  1.03934387e+02  3.59907379e+02  1.48500203e-03
  1.34658719e+00  9.88949098e-01  5.00000000e-01]",17,0.081,"[0.081287, 0.081271, 0.081255, 0.081248, 0.081238, 0.081221, 0.081208, 0.081193, 0.081173, 0.081123, 0.081151, 0.081136]",False
0,"[ 1.09573807e+02 -3.88004327e+00 -4.75251579e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  5.21587193e-01  1.04124519e+02  3.59913422e+02  2.21052340e-03
  1.34681645e+00  9.35959185e-01  5.00000000e-01]",18,1.0,"[0.081126, 0.081109, 0.081094, 0.081078, 0.08106, 0.081044, 0.081035, 0.999958, 0.081003, 0.080986, 0.080967, 0.080952]",False
0,"[ 1.09578270e+02 -3.88014364e+00 -4.75173912e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  5.28648973e-01  1.04329521e+02  3.59915375e+02  2.55064150e-03
  1.34886584e+00  8.34804109e-01  5.00000000e-01]",19,0.081,"[0.080934, 0.080916, 0.080899, 0.08088, 0.080874, 0.080861, 0.080844, 0.080822, 0.080811, 0.080787, 0.080777, 0.080759]",False
0,"[ 1.09582726e+02 -3.88025308e+00 -4.75095177e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01 -1.00000000e+00
  5.36685050e-01  1.04535851e+02  3.59909058e+02  9.66698412e-05
  1.35094299e+00  7.14362323e-01  5.00000000e-01]",9,1.0,"[0.080749, 0.080734, 0.080714, 0.080691, 0.080685, 0.080663, 0.080657, 0.080643, 0.080625, 0.080594, 0.999958, 0.080575]",False
0,"[ 1.09587219e+02 -3.88035321e+00 -4.75018997e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01 -1.00000000e+00
  5.43743789e-01  1.04730301e+02  3.59910065e+02  1.81864856e-03
  1.35318020e+00  9.88530747e-01  5.00000000e-01]",9,1.0,"[0.080568, 0.080551, 0.080537, 0.999958, 0.080499, 0.080487, 0.080476, 0.080455, 0.080448, 0.080436, 0.080415, 0.080401]",True
1,"[-36.04680252  -1.50533843 -12.94606781   0.           0.
   0.          12.          -1.           1.3574909  105.11592865
 359.06939697   4.23356435   2.96069732   0.9          0.5       ]",8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-3.10783157e+01 -1.64145494e+00 -1.43131876e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.63588929e+00  1.05413338e+02  3.59249542e+02  6.13373956e-05
  2.58436731e+00  9.00000000e-01  5.00000000e-01]",21,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-3.10783157e+01 -1.64145494e+00 -1.43131876e+01  0.00000000e+00
  1.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.63588929e+00  1.05413338e+02  3.59249542e+02  6.12331333e-05
  2.58381801e+00  9.00000000e-01  5.00000000e-01]",45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
