epsilon
1.7543445757257747
1.4616046014727628
1.706435387436505
2.550053667538913
2.765505017151081
2.302596741780853
2.919919571662243
2.4997894459902685
3.3189317852154634
1.4364796953094237
1.3211835119046305
3.3618027610781724
3.656459928199866
4.280827771423407
3.2059364970379454
3.382853770737345
4.120921330349546
3.3736813148402276
2.7445634138749675
3.3625948509951424
3.8337468990908445
3.3656156112541926
2.300077760393654
2.1949552035290316
1.9788354678256412
3.269258785144396
3.532024188780856
2.81443541811536
2.266707931652828
2.248822960084104
2.183001450936479
2.086176809162711
1.9270752564721727
1.84522139896378
1.6157846281392843
1.6672247790207573
1.8228407209944062
1.786386764643978
5.5342377716325215
4.464719486096598
4.396629104619923
3.8161581896178887
3.5262954998014084
3.27411560403122
3.245961419774397
3.2030016904879623
3.192857451893467
5.019633627467275
4.749111130901563
4.646604899508575
4.02816535414065
3.1823187312008088
3.1173045661972707
3.016422654870307
3.8845968016214556
3.991505264400601
3.11850949819612
3.2217178967659676
3.02482200419375
2.8040267842107234
3.018375257187324
2.960945251955637
3.012323806131909
2.8435023954234557
2.815778546055755
2.8061040487933337
2.8066293857403393
4.183869176126713
5.373036991255312
4.358897681173902
3.768831627611296
3.52418489903184
3.316642546569362
3.426268213868787
3.2497470624058438
3.137493697618772
3.0691259222802434
2.942900870611693
2.8509316302659276
2.773718045724791
2.708712379112325
2.5983477076859924
2.2724265608238152
2.270799555320879
2.19919257836638
2.255330495714566
2.2707979533495495
2.2056118625802217
2.198841158241207
2.2056118505772426
2.255322626394095
7.877860359057815
5.114565175530735
3.1020981891913006
3.238042553643261
2.973941881816004
3.0935732131753246
3.1540049748114156
2.9719433980011107
2.8508941073787124
2.845930227312045
2.845469781412136
2.850044458439525
2.784146956091792
2.6665841713669356
2.538869367824698
2.5207958314840515
2.6664242293154565
2.5874580879971423
2.6661892787956383
2.5873531977274244
2.608311493995042
2.666166017146911
2.6083114939950254
2.6301413982470367
2.637858412047815
2.637856210868298
2.68036236688069
2.6428278113875785
2.6375255212660247
2.6772434718568845
2.6929798442038404
2.689560920690522
2.711654930753309
2.7152590314846097
2.7326235637221
2.717858402939744
1.9439872830497544
1.9439872830497544
1.9439872830497544
2.9031953366172374
2.9031953366172374
