is_detected,max_distance
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,8.549798360195403
True,13.654922445770243
True,38.323444365035876
True,24.17801945983169
True,9.997694784299028
True,5.118035756029846
False,-1.0
False,-1.0
False,-1.0
True,4.279121054609229
True,30.280447850056643
True,56.02519822365647
True,42.1571540073568
False,-1.0
True,71.60535990413008
True,59.940453860477234
True,35.643234042381735
True,60.268414273149745
True,59.93648212065836
True,59.43784886753557
True,60.16752069015309
False,-1.0
False,-1.0
True,59.22716998979438
False,-1.0
True,59.22508555502474
True,59.22440452212247
True,59.22591824530878
True,86.3896601799081
True,3.968403961292247
True,34.20557739609142
True,37.62244079003913
True,41.36897025549464
False,-1.0
True,23.335039468576007
True,65.40905341770357
True,91.39900283372899
True,20.31092814225879
True,21.086108650009372
True,4.809900830578527
True,20.806820852787673
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,17.705659293005723
True,59.95657187498298
True,34.548757676651704
True,4.56230325603198
True,9.194457515264292
True,19.018277366785878
True,21.565619420735402
False,-1.0
False,-1.0
True,56.05956928125652
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,18.260838124248295
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,23.701682619594752
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,3.747969450249028
True,5.991199295633555
True,6.06110418983208
True,6.290789219167974
True,6.038078088266166
True,12.997268674610062
True,7.914948515309496
True,6.021977665186081
False,-1.0
True,45.48577500713822
False,-1.0
False,-1.0
True,33.67204778447548
False,-1.0
True,13.33105078379045
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,15.983421473514362
False,-1.0
True,55.00317712641698
True,36.27572753233214
True,69.52379922731497
True,48.01498185983204
False,-1.0
True,33.93549092027401
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,25.748607399236175
True,24.728699278368847
True,34.72502344131678
False,-1.0
True,5.776367024350167
True,5.283717630608207
True,5.929518698849005
True,31.37708216198568
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,52.57637394305545
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,52.68815282395085
True,31.635090737976395
True,83.90565052486036
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,6.231721030341458
True,13.123087517806166
True,38.48432240536398
True,15.483129980724183
True,22.48213152705944
True,31.388802462024575
False,-1.0
True,24.355527216629902
True,16.612288644253688
True,30.393592022003585
True,26.985527324845812
True,14.119628075838259
True,19.445201696048308
True,21.94246882189878
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,25.36296820169122
True,25.37077970816033
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,9.645093934223762
True,8.162033631393587
True,16.32462731580724
True,15.592764700334575
False,-1.0
False,-1.0
True,13.503235278998881
False,-1.0
True,6.7700609303018835
True,6.783932340464489
False,-1.0
False,-1.0
True,15.450341161281845
False,-1.0
False,-1.0
False,-1.0
True,30.7696320582486
True,51.1227358422845
True,37.01426765451398
True,57.8593439039884
True,9.673648949594977
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,7.5887392233492905
True,5.722540257612873
True,5.852417192921229
True,5.832575760330936
