per_confi,pred_confi,reward
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,0.247
0.8,0.7,0.257
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.24
0.8,0.7,0.741
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.998
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.10248825444801381,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.7625932693481445,1.0,0.999
0.8,0.7,1.0
0.9795086979866028,0.7,1.0
0.9825829863548279,0.7,1.0
0.972363293170929,0.7,1.0
0.9346920847892761,0.7,1.0
0.9847270846366882,0.7,1.0
0.8,0.7,-1
0.8,0.7,0.669
0.8,0.7,1.0
0.8,0.7,-1
0.9214298725128174,0.7,1.0
0.783407986164093,0.35699834340215464,1.0
0.8,0.7,0.999
0.8,0.7,-1
0.6130494475364685,0.7,-1
0.8345216512680054,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.533
0.9799402952194214,0.771469293635809,1.0
0.967153012752533,1.0,1.0
0.9713021516799927,0.7825967110904853,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.9825818538665771,0.7,1.0
0.8,0.7,1.0
0.9968954920768738,0.661182212714001,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.689657986164093,0.13816628362704378,-1
0.7254617810249329,0.13816628362704378,-1
0.9825804233551025,0.7,-1
0.9825916290283203,0.7,-1
0.9825512170791626,0.7,-1
0.8,0.7,-1
0.8478543162345886,0.22866925978055283,-1
0.8,0.7,-1
0.9040670394897461,0.08371435916966773,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,1.0
0.9758702516555786,0.7,1.0
0.9821085929870605,0.7,-1
0.9821085929870605,0.7,1.0
