per_confi,pred_confi,reward
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,1.0
0.7894294261932373,1.0,1.0
0.8988286852836609,0.6031386116696311,0.998
0.9824869632720947,0.12324695035196792,1.0
0.7004732489585876,0.6038069755850789,1.0
0.8943440318107605,0.7,1.0
0.870704174041748,0.9162040393501361,1.0
0.5012652277946472,0.7,1.0
0.8461019992828369,0.7,1.0
0.7151141166687012,0.7,-1
0.823081910610199,0.7,-1
0.9229564070701599,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8723503351211548,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.9384905099868774,0.6816761169533462,-1
0.9754679203033447,0.8303132769342791,1.0
0.9187389016151428,0.7,1.0
0.9949904084205627,0.7,1.0
0.9950924515724182,0.7,1.0
0.9958547949790955,0.7,1.0
0.8,0.7,1.0
0.9941068291664124,0.7,1.0
0.8,0.7,0.364
0.9449144601821899,1.0,0.392
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,-1
0.624754786491394,0.7,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.247
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,1.0
0.9783156514167786,1.0,1.0
0.9938619136810303,0.6412317331113343,1.0
0.9467745423316956,0.019464559299206145,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.7864325046539307,0.7,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,0.728
0.8,0.7,0.999
0.8,0.7,0.999
