is_detected,max_distance
False,-1.0
False,-1.0
True,42.70796524069017
False,-1.0
True,15.011264870090063
True,6.857738475620079
True,6.8574059235253095
True,6.856947425786492
True,6.856452873024068
True,4.384427328625713
True,6.924261043606025
True,2.8099483981027125
True,41.15085428031841
False,-1.0
True,3.8987305626318935
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,24.226756262446692
False,-1.0
True,25.758449662198228
False,-1.0
