is_detected,max_distance
False,-1.0
True,30.927427067248903
True,34.45832765820187
False,-1.0
True,27.163286141407855
False,-1.0
True,2.802530998936497
True,18.295706736827633
False,-1.0
True,19.683717077828568
False,-1.0
True,30.745838872927177
True,6.6722655073070944
True,5.644151840622292
True,6.655726481759899
True,6.644803834576308
True,10.521997148830634
True,8.989582137118498
True,7.43096992323344
True,6.229450136247982
True,11.393162379251864
True,10.797793756133704
False,-1.0
True,14.845171504566729
True,24.430352248790847
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,35.773209612781464
True,49.48591961356281
True,30.453064033032867
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,28.798121640134795
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,5.651630207294175
True,5.627422056323836
True,5.621357042565434
True,5.6615740744072225
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,1.4493581337957848
False,-1.0
True,3.652809056055353
False,-1.0
True,30.38486132928699
True,85.08322977532059
True,40.97324503868347
True,42.76562015217364
False,-1.0
False,-1.0
True,55.67930506929841
True,67.89609828996066
True,84.36478632699783
False,-1.0
True,36.146625222833734
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,31.540122827915557
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,26.40540175797369
True,26.778070225466212
True,26.778014638878663
True,26.77803071549512
True,26.252674416142824
True,10.854668811161398
True,26.24716967598602
False,-1.0
False,-1.0
False,-1.0
True,22.54315550228051
True,22.62619707330421
False,-1.0
True,29.898849994606817
