is_detected,max_distance
False,-1.0
True,25.341936469023043
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,26.157020090216697
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,4.6562391476383596
True,4.655064446385248
True,4.653850663697751
True,4.654711698913263
True,4.6538286388735886
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,7.545585729418227
True,1.563098845243
True,6.23529117203038
True,4.17317672762609
True,1.829752715532894
True,17.14381655291493
True,4.794220791744994
True,25.216141239293535
False,-1.0
False,-1.0
True,25.886487942554123
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,24.23897512272332
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,42.66879834258284
False,-1.0
False,-1.0
True,10.719909327974747
True,26.251369545225636
True,21.93591867235106
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,48.008477105611256
False,-1.0
False,-1.0
True,59.03215754146209
True,59.03123882318581
True,59.02598711584585
True,59.0304339133637
True,58.989905661901176
True,95.67078708257814
True,58.983782508414976
True,58.986026158743734
True,15.421945986158816
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,51.015982456481225
True,16.6590394681086
True,16.65145915528126
True,45.19275413160831
True,16.651347422956498
False,-1.0
False,-1.0
True,57.82680528094216
True,21.47044987884511
True,19.523123930355
False,-1.0
True,56.639764123802635
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
