per_confi,pred_confi,reward
0.8,0.7,0.634
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.7857111692428589,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.9745003581047058,0.7,1.0
0.9680724740028381,0.7,1.0
0.9696598052978516,0.7,1.0
0.9782528877258301,0.7,0.281
0.8,0.7,-1
0.8,0.7,-1
0.5912298560142517,0.7,-1
0.9604858160018921,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.998
0.8,0.7,0.998
0.8,0.7,0.997
0.8,0.7,-1
0.62504643201828,0.7,-1
0.6420258283615112,0.7,-1
0.6387075781822205,0.7,-1
0.6422684788703918,0.7,-1
0.6430860757827759,0.7,-1
0.5858468413352966,1.0,-1
0.8,0.7,-1
0.8,0.7,1.0
0.9656004905700684,0.7,1.0
0.783762514591217,0.7,-1
0.7785520553588867,0.7,-1
0.8285297155380249,0.7,1.0
0.8,0.7,0.739
0.9863803386688232,0.7,0.986
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8376099467277527,0.6401800937460495,1.0
0.8107166290283203,0.7,-1
0.6885714530944824,0.7,-1
0.6259850263595581,0.7,-1
0.5123630166053772,0.7,-1
0.9939987063407898,0.7,1.0
0.5468586087226868,1.0,1.0
0.8,0.7,0.505
0.9111498594284058,1.0,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,1.0
0.9791253209114075,0.7,1.0
0.8310881853103638,0.644797323549815,0.999
0.9736871719360352,0.7,1.0
0.8201842904090881,1.0,-1
0.9834514856338501,0.7,1.0
0.6281489729881287,0.5647996977702775,1.0
0.7903221845626831,0.7,0.998
0.8593134880065918,0.7,-1
0.7557132840156555,0.7,0.998
0.905574381351471,0.7,-1
0.8,0.7,0.483
0.9233022928237915,1.0,-1
0.8,0.7,-1
0.9342590570449829,1.0,0.268
0.8108579516410828,1.0,0.269
0.8,0.7,-1
0.8,0.7,0.827
0.7535637617111206,1.0,1.0
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,-1
0.9701118469238281,0.7,-1
0.9171299338340759,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.9783353209495544,0.8138025019954058,-1
0.8,0.7,-1
0.5579218864440918,0.7,-1
0.9289357662200928,0.7,1.0
0.9650394320487976,1.0,1.0
0.8,0.7,1.0
0.7943800091743469,0.7,1.0
0.7553208470344543,0.7,-1
0.7575770616531372,0.7,-1
0.8,0.7,-1
0.753896951675415,0.7,-1
0.9847357273101807,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,1.0
0.8,0.7,1.0
0.9890204668045044,0.7,1.0
0.8,0.7,1.0
0.920070230960846,0.7,1.0
0.9492349028587341,0.7,1.0
0.9755229949951172,0.7,1.0
0.8,0.7,0.556
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,-1
0.6062058806419373,0.7,-1
0.6664713025093079,0.7,-1
0.6571418642997742,0.7,1.0
0.6563970446586609,0.7,1.0
0.8990204334259033,0.7,1.0
0.9197855591773987,0.7,1.0
0.9334180355072021,0.7,1.0
0.9348036646842957,0.7,1.0
0.9472557902336121,0.7,1.0
0.9399467706680298,0.7,1.0
0.9499878287315369,0.7,1.0
0.9398623108863831,0.7,1.0
0.8,0.7,-1
0.8,0.7,0.277
0.8,0.7,0.999
0.9811954498291016,0.813032130867803,0.999
0.8896343111991882,0.7388338743411444,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.5469555854797363,0.8265293951089493,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.9682342410087585,1.0,-1
