is_detected,max_distance
False,-1.0
True,31.19600758109922
True,40.66637124209634
True,7.8584413212799396
True,6.516569112654296
False,-1.0
True,5.794493593058845
True,6.800527920683805
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,9.26512234134013
True,5.880837185299385
True,5.295325202478126
True,5.84175555804931
False,-1.0
False,-1.0
True,78.75325026943332
True,78.75754833030292
True,78.75571664330153
True,79.31276643769274
True,78.75533550814193
True,95.24453214227051
True,78.82555640146158
True,79.31441167278491
False,-1.0
False,-1.0
True,31.38272206166954
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,5.004642944306816
True,5.012120808599889
True,6.55109158843013
True,5.015835722987745
False,-1.0
True,58.0556586475427
True,92.30860213977893
True,92.37283212611813
True,92.3070326735726
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,88.64958270065347
True,26.911348832787997
True,40.60517761320593
True,61.090396643007644
True,26.881953965439344
True,26.878795248299355
True,26.883557409688173
True,26.865234318725008
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,8.408207359479189
True,6.309588813861011
True,7.933369901876503
False,-1.0
True,7.954288717415278
True,20.43410472714672
True,7.931164101189686
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,26.642362432787376
False,-1.0
True,27.37945980109907
True,27.351122554659433
True,27.418649383220902
True,27.41440794545817
False,-1.0
True,31.210351183541654
False,-1.0
True,52.946431588918244
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,20.41467673023504
True,18.10721474992772
False,-1.0
False,-1.0
False,-1.0
True,27.47568590590597
True,28.53179423029684
False,-1.0
False,-1.0
False,-1.0
True,13.51277921080634
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,26.72980847293897
False,-1.0
False,-1.0
True,1.8390097879021743
True,4.786095172476202
False,-1.0
False,-1.0
True,16.992650734950097
True,5.172545021553703
False,-1.0
True,2.956770028257186
False,-1.0
False,-1.0
True,49.404146951445284
True,23.51623770929355
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,35.28477919726861
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,7.347347004191377
True,5.908826279389165
True,5.9030841938769605
True,9.659677220280189
True,3.9804259822285353
True,4.374257422694737
True,7.021878025143986
True,4.281005022188131
False,-1.0
True,4.384082572215081
True,8.68213694893141
False,-1.0
True,9.125666715369348
False,-1.0
True,5.585730838484791
False,-1.0
True,1.439711082127244
True,6.814062518057785
True,6.262337502881811
False,-1.0
True,9.884411970370316
True,4.73362091849358
True,4.029561018274819
False,-1.0
True,6.65869904711123
True,3.367790670454445
True,2.5870552757913776
True,7.3958238891958485
True,6.831751459179411
True,2.5777575526026495
True,24.0297192867499
True,5.879786305640708
True,4.151541039180511
True,15.48995836017644
True,7.036686933493631
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
True,5.239043519574923
