is_detected,max_distance
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,7.660072976153687
True,1.5124384284988266
True,5.656023249598608
True,10.540690205105166
True,4.410857966427847
False,-1.0
True,31.884543826123654
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,14.969392038422937
True,40.400876772664226
True,21.16323727599348
False,-1.0
True,26.021131835490937
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
