is_detected,max_distance
False,-1.0
True,31.81054914647026
True,77.12702081631313
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,14.805811527910247
True,27.700489508310138
True,20.145934924942054
True,23.74825791505558
True,24.946566477172766
True,24.946437380916738
True,24.946282769182265
True,24.94621380089572
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,43.9886536052196
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,58.682760850184955
True,58.54806901171037
True,84.69607459617004
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,31.724974972409356
True,32.331759788171134
True,23.711640348149682
True,24.14863662818255
False,-1.0
True,45.502285349199774
True,23.63972394085853
