per_confi,pred_confi,reward
0.8,0.7,-1
0.8,0.7,-1
0.8668628931045532,0.7,-1
0.8,0.7,-1
0.7538434863090515,0.7,1.0
0.9630497097969055,0.7,0.512
0.9089097380638123,1.0,-1
0.9539455771446228,0.7,-1
0.920283854007721,1.0,0.512
0.9560649394989014,0.7,0.426
0.8,0.7,-1
0.8,0.7,0.224
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.242
0.8,0.7,0.256
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.258
0.8,0.7,-1
0.8,0.7,-1
0.9860984683036804,0.15514828972551148,-1
0.8,0.18425954684946472,-1
0.9564860463142395,0.18425954684946472,-1
0.8,0.7,-1
0.8,0.7,-1
0.8944072127342224,0.6557477581882848,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,1.0
0.9156320691108704,0.7,1.0
0.9184159636497498,0.7,1.0
0.9186920523643494,0.7,1.0
0.9093635678291321,0.7,1.0
0.9190073609352112,0.7,1.0
0.9162426590919495,0.7,1.0
0.9237850308418274,0.7,1.0
0.9223232269287109,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.9944832921028137,0.6164798592492613,-1
0.962989866733551,0.7,-1
0.9708757400512695,0.7,1.0
0.9901948571205139,0.7,1.0
0.9875800609588623,0.7,1.0
0.9787479639053345,0.7,1.0
0.8,0.7,-1
0.9719753861427307,0.5158245333893945,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.9399982690811157,0.19435045142784463,-1
0.9722201228141785,0.338998231707877,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.525
0.8,1.0,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.9484368562698364,0.7,-1
