per_confi,pred_confi,reward
0.8,0.7,-1
0.9498012065887451,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.998
0.8,0.7,1.0
0.9746043086051941,0.7,0.997
0.8038243055343628,0.7,0.997
0.9723643660545349,0.7,1.0
0.9797379970550537,0.158838001560137,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.962837815284729,0.7,-1
0.9398236274719238,0.7,-1
0.9674468636512756,0.7,-1
0.9538694620132446,0.7,-1
0.9664819240570068,0.7,-1
0.9580918550491333,0.7,-1
0.954057514667511,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,-1
0.6636103391647339,0.7,-1
0.5315414071083069,0.7,0.241
0.8,0.7,0.243
0.5977776646614075,0.7,-1
0.5748122930526733,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.839686393737793,0.8763728024752427,-1
0.839686393737793,0.8763728024752427,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.5512176156044006,0.7,1.0
0.9791195392608643,0.7,0.999
0.5337942838668823,0.7,1.0
0.5427282452583313,0.7,1.0
0.5594711899757385,0.7,1.0
0.5887810587882996,0.7,1.0
0.8,0.7,-1
0.8390514850616455,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.7529023885726929,0.7,-1
0.8,0.7,-1
0.9478642344474792,1.0,1.0
0.7747858166694641,0.037787689127197356,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.81642746925354,0.7,1.0
0.8,0.7,1.0
0.980055034160614,0.5316069668568109,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.8745387196540833,1.0,1.0
0.8802201151847839,1.0,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8403029441833496,0.7,1.0
0.9547625184059143,0.7174963872383904,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.9948552250862122,0.5933999321817474,1.0
0.9508852958679199,1.0,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.7394850254058838,0.7,0.448
0.8,0.7,0.448
0.8,0.7,0.448
0.685391902923584,1.0,0.448
0.8,0.7,0.448
0.7188593745231628,0.7,0.448
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,1.0
0.8170756697654724,0.7,0.999
0.7916527986526489,0.7,1.0
0.8,0.7,0.717
0.8591609001159668,0.7,0.468
0.8400275111198425,0.7,0.468
0.8,0.7,1.0
0.8,0.7,1.0
0.7731959819793701,0.7,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.998
0.8,0.7,0.998
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.9402060508728027,0.6957979224123413,0.998
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,1.0
0.9660394191741943,0.7,1.0
0.8,0.7,1.0
0.7802236676216125,1.0,1.0
0.8,0.7,-1
0.8,0.7,0.578
0.5307053327560425,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,1.0
0.9606190323829651,0.7674348484975151,0.998
0.5024933218955994,0.7,-1
0.8,0.7,-1
0.5025876760482788,0.7,-1
0.5056393146514893,0.7,-1
0.5094050168991089,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8679415583610535,0.7,1.0
0.8682235479354858,0.7,-1
0.8442116975784302,1.0,0.258
0.9116945266723633,1.0,1.0
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.427
0.8,0.7,1.0
0.7098681926727295,0.7,0.458
0.8316160440444946,0.7,1.0
0.8,0.7,1.0
0.8004313707351685,0.7,0.706
0.8,0.7,0.457
0.8,0.7,0.458
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.5539999604225159,0.7,-1
0.8,0.7,-1
0.5638006329536438,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.9621500372886658,1.0,-1
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.9556872844696045,0.36502206691555455,0.999
0.9614521861076355,0.7,1.0
0.9449493885040283,0.7,1.0
0.8962770700454712,0.7,1.0
0.8665889501571655,0.7434932245416475,1.0
0.9611048698425293,0.7,-1
0.9611048698425293,0.7,-1
0.9632591009140015,0.7,-1
0.9640017151832581,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8494226336479187,0.7,1.0
0.8,0.7,-1
0.801186740398407,0.7,-1
0.8,0.7,-1
0.8,0.7,1.0
0.6541248559951782,1.0,1.0
0.8,0.7,1.0
0.8,0.7,-1
0.9297853708267212,0.805976081413301,-1
0.8,0.7,-1
0.8,0.7,1.0
0.6483577489852905,0.7,-1
0.8,0.7,-1
0.8384143114089966,0.7,-1
0.7998476624488831,0.7,-1
0.8,0.7,-1
0.8148968815803528,0.7,1.0
0.8,0.7,-1
0.8,0.7,1.0
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.9134831428527832,0.6121470535460163,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.251
0.8451607823371887,1.0,0.812
0.8765309453010559,0.7,1.0
0.8,0.7,1.0
0.8,0.7,0.999
0.8,0.7,0.999
0.8,0.7,0.998
0.8,0.7,0.998
0.8,0.7,0.997
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.25
0.8521723747253418,1.0,0.257
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.9344027042388916,0.7,0.273
0.9532764554023743,1.0,0.572
0.9070419669151306,1.0,1.0
0.8,0.7,0.999
0.8,0.7,1.0
0.9641979336738586,0.7,1.0
0.9642037153244019,0.7,1.0
0.9747161269187927,0.7,1.0
0.8,0.7,-1
0.8,0.7,0.308
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,0.619
0.8,0.7,-1
0.8,0.7,-1
0.5835344791412354,0.7,-1
0.8,0.7,-1
0.5949485898017883,0.7,-1
0.5889012217521667,0.7,-1
0.8,0.7,-1
0.7867628335952759,0.094897205095453,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
0.8,0.7,-1
