per_confi,pred_confi,reward
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.8967217241256478,0.45,-1
0.8967398364783721,0.45,-1
0.8966970377194267,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.7314426320310642,0.1260125392795304,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,1.0
0.9939587977895047,1.0,1.0
0.990068098568655,0.45,1.0
0.9678911333321618,0.45,1.0
0.9640325967120174,0.45,-1
0.9640325967120174,0.45,1.0
0.9802270958411001,0.45,1.0
0.9922915024547699,0.45,1.0
0.9299357729294225,0.45,1.0
0.9631337160030563,0.45,1.0
0.956549861118836,0.45,1.0
0.9550816799919034,0.45,1.0
0.9866341338708401,0.45,1.0
0.7236498188939711,0.45,1.0
0.85,0.45,-1
0.85,0.45,1.0
0.85,0.45,-1
0.85,0.45,-1
0.933987443535938,0.16357508064313442,-1
0.85,0.45,-1
0.85,0.45,0.623
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,1.0
0.9972631540726711,0.45,0.35
0.9969094477224781,0.45,-1
0.8077871641507482,0.45,0.607
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.9264039360928221,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.8607942360995242,0.10327454352774237,-1
0.85,0.45,-1
0.780399986372173,0.45,1.0
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,0.215
0.85,0.45,-1
0.85,0.45,1.0
0.85,0.45,1.0
0.85,0.45,1.0
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.6975781901336414,0.45,1.0
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
