Episode,State,Action,Collision_Probability,Collision_Probability_Per_Step,Done
0,"[-35.86912155  -1.50995755 -13.00817871   0.           0.
   0.          12.          -1.           1.35697913 105.24554443
 359.05535889   4.04266474   4.54020564   0.85         0.45      ]",44,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.06067963e+01 -1.65812659e+00 -1.44761610e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.74713016e+00  1.04011932e+02  3.59215881e+02  2.10703696e-03
  1.33741293e+00  7.94953959e-01  4.50000000e-01]",44,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.06049652e+01 -1.65873408e+00 -1.44883738e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.76617110e+00  1.03631897e+02  3.59217773e+02  3.73578045e-03
  1.33984581e+00  9.50922601e-01  4.50000000e-01]",45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.06049652e+01 -1.65873408e+00 -1.44883738e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.76617110e+00  1.03631897e+02  3.59217773e+02  3.73578045e-03
  1.33984581e+00  9.50922601e-01  4.50000000e-01]",4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
0,"[-3.06029453e+01 -1.65921843e+00 -1.45013018e+01  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  1.78073335e+00  1.03227600e+02  3.59200012e+02  1.41961692e-03
  1.33999198e+00  9.55714980e-01  4.50000000e-01]",10,1.0,"[0, 0, 0, 0, 0, 0, 0.999933, 0, 0, 0, 0, 0]",False
0,"[-3.06006546e+01 -1.65955698e+00 -1.45138865e+01  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  1.77968943e+00  1.02840271e+02  3.59169373e+02  4.01346135e-03
  1.34076411e+00  9.57160669e-01  4.50000000e-01]",43,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
1,"[-35.16721344  -1.52749968 -13.19174671   0.           0.
   0.          12.          -1.           1.33718133 105.20384979
 359.08703613   4.83753395   3.66156538   0.85         0.45      ]",5,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.99144096e+01 -1.67835760e+00 -1.46457510e+01  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.79645693e+00  1.05505707e+02  3.59297821e+02  6.39746252e-05
  3.79446256e+00  8.50000000e-01  4.50000000e-01]",11,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.99144077e+01 -1.67836785e+00 -1.46463203e+01  0.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.79649234e+00  1.05505714e+02  3.59297424e+02  6.39196110e-05
  3.79426025e+00  8.50000000e-01  4.50000000e-01]",9,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.99144077e+01 -1.67837799e+00 -1.46468906e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  1.79653001e+00  1.05505722e+02  3.59297058e+02  6.39533497e-05
  3.79427746e+00  8.50000000e-01  4.50000000e-01]",36,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False
1,"[-2.99144077e+01 -1.67838812e+00 -1.46474600e+01  0.00000000e+00
  0.00000000e+00  2.00000003e-01  1.20000000e+01  1.00000000e+00
  1.79656625e+00  1.05505722e+02  3.59296661e+02  6.42247998e-05
  3.79436468e+00  8.50000000e-01  4.50000000e-01]",51,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
